name,stra.13321,stra.13442,stra.13453,stra.13563,stra.13684,stra.14642,stra.14153
64300,0.998082,4.50E-25,1.83E-47,7.99E-60,4.28E-105,4.9E-324,3.5E-323
64400,0.99919,4.08E-25,1.51E-47,6.35E-60,2.87E-105,4.9E-324,3.5E-323
64500,0.999696,3.71E-25,1.24E-47,5.05E-60,1.92E-105,4.9E-324,3.5E-323
64600,0.999735,3.36E-25,1.02E-47,4.01E-60,1.29E-105,4.9E-324,3.5E-323
64700,0.999061,3.05E-25,8.39E-48,3.18E-60,8.63E-106,4.9E-324,3.5E-323
64800,0.999752,2.77E-25,6.91E-48,2.53E-60,5.78E-106,4.9E-324,3.5E-323
64900,0.999287,2.51E-25,5.68E-48,2.01E-60,3.87E-106,4.9E-324,3.5E-323
65000,0.999947,2.28E-25,4.68E-48,1.59E-60,2.59E-106,4.9E-324,3.5E-323
65100,0.999561,2.07E-25,3.85E-48,1.27E-60,1.74E-106,4.9E-324,3.5E-323
65200,0.999151,1.88E-25,3.16E-48,1.00E-60,1.16E-106,4.9E-324,3.5E-323
65300,0.999428,1.70E-25,2.60E-48,7.98E-61,7.77E-107,4.9E-324,3.5E-323
65400,0.999745,1.54E-25,2.14E-48,6.33E-61,5.21E-107,4.9E-324,3.5E-323
65500,0.999328,1.40E-25,1.76E-48,5.03E-61,3.48E-107,4.9E-324,3.5E-323
65600,0.998887,1.27E-25,1.45E-48,3.99E-61,2.33E-107,4.9E-324,3.5E-323
65700,0.999123,1.15E-25,1.19E-48,3.17E-61,1.56E-107,4.9E-324,3.5E-323
65800,0.999719,1.05E-25,9.82E-49,2.52E-61,1.05E-107,4.9E-324,3.5E-323
65900,0.998993,9.49E-26,8.07E-49,2.00E-61,7.01E-108,4.9E-324,3.5E-323
66000,0.99952,8.62E-26,6.65E-49,1.59E-61,4.70E-108,4.9E-324,3.5E-323
66100,0.999685,7.82E-26,5.47E-49,1.26E-61,3.14E-108,4.9E-324,3.5E-323
66200,0.999445,7.09E-26,4.51E-49,1.00E-61,2.11E-108,4.9E-324,3.5E-323
66300,0.99797,6.43E-26,3.70E-49,7.95E-62,1.41E-108,4.9E-324,3.5E-323
66400,0.998219,5.83E-26,3.05E-49,6.31E-62,9.44E-109,4.9E-324,3.5E-323
66500,0.999316,5.30E-26,2.51E-49,5.02E-62,6.32E-109,4.9E-324,3.5E-323
66600,0.999071,4.81E-26,2.07E-49,3.98E-62,4.23E-109,4.9E-324,3.5E-323
66700,0.99973,4.36E-26,1.70E-49,3.17E-62,2.83E-109,4.9E-324,3.5E-323
66800,0.999595,3.96E-26,1.40E-49,2.51E-62,1.90E-109,4.9E-324,3.5E-323
66900,0.999954,3.59E-26,1.15E-49,2.00E-62,1.27E-109,4.9E-324,3.5E-323
67000,0.999469,3.26E-26,9.48E-50,1.58E-62,8.51E-110,4.9E-324,3.5E-323
67100,0.999834,2.96E-26,7.80E-50,1.26E-62,5.69E-110,4.9E-324,3.5E-323
67200,0.997921,2.68E-26,6.41E-50,9.97E-63,3.80E-110,4.9E-324,3.5E-323
67300,0.99965,2.43E-26,5.28E-50,7.92E-63,2.55E-110,4.9E-324,3.5E-323
67400,0.99993,2.21E-26,4.35E-50,6.29E-63,1.71E-110,4.9E-324,3.5E-323
67500,0.999781,2.00E-26,3.58E-50,5.00E-63,1.14E-110,4.9E-324,3.5E-323
67600,0.999116,1.82E-26,2.94E-50,3.97E-63,7.65E-111,4.9E-324,3.5E-323
67700,0.999627,1.65E-26,2.42E-50,3.15E-63,5.12E-111,4.9E-324,3.5E-323
67800,0.999908,1.50E-26,1.99E-50,2.50E-63,3.43E-111,4.9E-324,3.5E-323
67900,0.999805,1.36E-26,1.64E-50,1.99E-63,2.30E-111,4.9E-324,3.5E-323
68000,0.999399,1.23E-26,1.35E-50,1.58E-63,1.54E-111,4.9E-324,3.5E-323
68100,0.999306,1.12E-26,1.11E-50,1.25E-63,1.03E-111,4.9E-324,3.5E-323
68200,0.998939,1.01E-26,9.14E-51,9.94E-64,6.88E-112,4.9E-324,3.5E-323
68300,0.999067,9.19E-27,7.53E-51,7.90E-64,4.61E-112,4.9E-324,3.5E-323
68400,0.998276,8.33E-27,6.19E-51,6.26E-64,3.08E-112,4.9E-324,3.5E-323
68500,0.998467,7.56E-27,5.09E-51,4.98E-64,2.07E-112,4.9E-324,3.5E-323
68600,0.999234,6.87E-27,4.20E-51,3.96E-64,1.39E-112,4.9E-324,3.5E-323
68700,0.998713,6.23E-27,3.45E-51,3.14E-64,9.28E-113,4.9E-324,3.5E-323
68800,0.999529,5.65E-27,2.84E-51,2.50E-64,6.21E-113,4.9E-324,3.5E-323
68900,0.998665,5.12E-27,2.34E-51,1.98E-64,4.15E-113,4.9E-324,3.5E-323
69000,0.998664,4.65E-27,1.92E-51,1.57E-64,2.78E-113,4.9E-324,3.5E-323
69100,0.999711,4.22E-27,1.58E-51,1.25E-64,1.86E-113,4.9E-324,3.5E-323
69200,0.998959,3.83E-27,1.30E-51,9.91E-65,1.25E-113,4.9E-324,3.5E-323
69300,0.999895,3.48E-27,1.07E-51,7.87E-65,8.35E-114,4.9E-324,3.5E-323
69400,0.998616,3.15E-27,8.82E-52,6.25E-65,5.59E-114,4.9E-324,3.5E-323
69500,0.999722,2.86E-27,7.27E-52,4.97E-65,3.75E-114,4.9E-324,3.5E-323
69600,0.998121,2.59E-27,5.97E-52,3.94E-65,2.50E-114,4.9E-324,3.5E-323
69700,0.998818,2.35E-27,4.92E-52,3.13E-65,1.68E-114,4.9E-324,3.5E-323
69800,0.999905,2.14E-27,4.05E-52,2.49E-65,1.13E-114,4.9E-324,3.5E-323
69900,0.999788,1.94E-27,3.33E-52,1.98E-65,7.53E-115,4.9E-324,3.5E-323
70000,0.999991,1.76E-27,2.74E-52,1.57E-65,5.04E-115,4.9E-324,3.5E-323
70100,0.999968,1.60E-27,2.26E-52,1.25E-65,3.38E-115,4.9E-324,3.5E-323
70200,0.999314,1.45E-27,1.86E-52,9.89E-66,2.26E-115,4.9E-324,3.5E-323
70300,0.999396,1.31E-27,1.53E-52,7.86E-66,1.52E-115,4.9E-324,3.5E-323
70400,0.999551,1.19E-27,1.26E-52,6.24E-66,1.02E-115,4.9E-324,3.5E-323
70500,0.999869,1.08E-27,1.04E-52,4.96E-66,6.81E-116,4.9E-324,3.5E-323
70600,0.999297,9.82E-28,8.52E-53,3.94E-66,4.55E-116,4.9E-324,3.5E-323
70700,0.99934,8.91E-28,7.01E-53,3.12E-66,3.05E-116,4.9E-324,3.5E-323
70800,0.999943,8.09E-28,5.77E-53,2.48E-66,2.04E-116,4.9E-324,3.5E-323
70900,0.998381,7.33E-28,4.75E-53,1.97E-66,1.37E-116,4.9E-324,3.5E-323
71000,0.999031,6.65E-28,3.91E-53,1.56E-66,9.15E-117,4.9E-324,3.5E-323
71100,0.99909,6.04E-28,3.22E-53,1.24E-66,6.13E-117,4.9E-324,3.5E-323
71200,0.999565,5.48E-28,2.65E-53,9.88E-67,4.11E-117,4.9E-324,3.5E-323
71300,0.998927,4.97E-28,2.18E-53,7.84E-67,2.75E-117,4.9E-324,3.5E-323
71400,0.99905,4.51E-28,1.79E-53,6.23E-67,1.84E-117,4.9E-324,3.5E-323
71500,0.99902,4.09E-28,1.48E-53,4.95E-67,1.23E-117,4.9E-324,3.5E-323
71600,0.99938,3.71E-28,1.22E-53,3.93E-67,8.27E-118,4.9E-324,3.5E-323
71700,0.999871,3.37E-28,1.00E-53,3.12E-67,5.54E-118,4.9E-324,3.5E-323
71800,0.999412,3.06E-28,8.24E-54,2.48E-67,3.71E-118,4.9E-324,3.5E-323
71900,0.99907,2.77E-28,6.78E-54,1.97E-67,2.48E-118,4.9E-324,3.5E-323
72000,0.998337,2.52E-28,5.58E-54,1.56E-67,1.66E-118,4.9E-324,3.5E-323
72100,0.999933,2.29E-28,4.60E-54,1.24E-67,1.12E-118,4.9E-324,3.5E-323
72200,0.99981,2.08E-28,3.79E-54,9.89E-68,7.48E-119,4.9E-324,3.5E-323
72300,0.999813,1.88E-28,3.12E-54,7.85E-68,5.01E-119,4.9E-324,3.5E-323
72400,0.999228,1.71E-28,2.57E-54,6.23E-68,3.35E-119,4.9E-324,3.5E-323
72500,0.99955,1.55E-28,2.11E-54,4.95E-68,2.25E-119,4.9E-324,3.5E-323
72600,0.999804,1.41E-28,1.74E-54,3.93E-68,1.50E-119,4.9E-324,3.5E-323
72700,0.999735,1.28E-28,1.43E-54,3.12E-68,1.01E-119,4.9E-324,3.5E-323
72800,0.999522,1.16E-28,1.18E-54,2.48E-68,6.74E-120,4.9E-324,3.5E-323
72900,0.99935,1.05E-28,9.69E-55,1.97E-68,4.51E-120,4.9E-324,3.5E-323
73000,0.999887,9.53E-29,7.98E-55,1.56E-68,3.02E-120,4.9E-324,3.5E-323
73100,0.999998,8.65E-29,6.57E-55,1.24E-68,2.03E-120,4.9E-324,3.5E-323
73200,0.99998,7.85E-29,5.40E-55,9.86E-69,1.36E-120,4.9E-324,3.5E-323
73300,0.999007,7.12E-29,4.44E-55,7.82E-69,9.07E-121,4.9E-324,3.5E-323
73400,0.999919,6.46E-29,3.66E-55,6.22E-69,6.08E-121,4.9E-324,3.5E-323
73500,0.99997,5.86E-29,3.01E-55,4.94E-69,4.07E-121,4.9E-324,3.5E-323
73600,0.999183,5.32E-29,2.48E-55,3.92E-69,2.72E-121,4.9E-324,3.5E-323
73700,0.999967,4.83E-29,2.04E-55,3.12E-69,1.83E-121,4.9E-324,3.5E-323
73800,0.999096,4.38E-29,1.68E-55,2.47E-69,1.22E-121,4.9E-324,3.5E-323
73900,0.99948,3.97E-29,1.38E-55,1.96E-69,8.18E-122,4.9E-324,3.5E-323
74000,0.999299,3.60E-29,1.14E-55,1.56E-69,5.48E-122,4.9E-324,3.5E-323
74100,0.999996,3.27E-29,9.36E-56,1.24E-69,3.67E-122,4.9E-324,3.5E-323
74200,0.999731,2.97E-29,7.70E-56,9.83E-70,2.46E-122,4.9E-324,3.5E-323
74300,0.999636,2.69E-29,6.34E-56,7.81E-70,1.64E-122,4.9E-324,3.5E-323
74400,0.999684,2.44E-29,5.22E-56,6.20E-70,1.10E-122,4.9E-324,3.5E-323
74500,0.999183,2.22E-29,4.29E-56,4.92E-70,7.37E-123,4.9E-324,3.5E-323
74600,0.999877,2.01E-29,3.54E-56,3.91E-70,4.94E-123,4.9E-324,3.5E-323
74700,0.999425,1.82E-29,2.91E-56,3.10E-70,3.31E-123,4.9E-324,3.5E-323
74800,0.999972,1.66E-29,2.40E-56,2.47E-70,2.22E-123,4.9E-324,3.5E-323
74900,0.999793,1.50E-29,1.97E-56,1.96E-70,1.48E-123,4.9E-324,3.5E-323
75000,0.999833,1.36E-29,1.62E-56,1.55E-70,9.93E-124,4.9E-324,3.5E-323
75100,0.999116,1.24E-29,1.33E-56,1.23E-70,6.65E-124,4.9E-324,3.5E-323
75200,0.999053,1.12E-29,1.10E-56,9.80E-71,4.45E-124,4.9E-324,3.5E-323
75300,0.999677,1.02E-29,9.03E-57,7.78E-71,2.98E-124,4.9E-324,3.5E-323
75400,0.999028,9.23E-30,7.42E-57,6.17E-71,1.99E-124,4.9E-324,3.5E-323
75500,0.999691,8.38E-30,6.11E-57,4.90E-71,1.33E-124,4.9E-324,3.5E-323
75600,0.999194,7.60E-30,5.03E-57,3.89E-71,8.93E-125,4.9E-324,3.5E-323
75700,0.999514,6.90E-30,4.14E-57,3.09E-71,5.98E-125,4.9E-324,3.5E-323
75800,0.999416,6.25E-30,3.41E-57,2.45E-71,4.00E-125,4.9E-324,3.5E-323
75900,0.999995,5.68E-30,2.80E-57,1.95E-71,2.68E-125,4.9E-324,3.5E-323
76000,0.999186,5.15E-30,2.30E-57,1.55E-71,1.79E-125,4.9E-324,3.5E-323
76100,0.999593,4.67E-30,1.90E-57,1.23E-71,1.20E-125,4.9E-324,3.5E-323
76200,0.997917,4.23E-30,1.56E-57,9.74E-72,8.03E-126,4.9E-324,3.5E-323
76300,0.998253,3.84E-30,1.28E-57,7.73E-72,5.37E-126,4.9E-324,3.5E-323
76400,0.998323,3.48E-30,1.06E-57,6.14E-72,3.60E-126,4.9E-324,3.5E-323
76500,0.999858,3.17E-30,8.70E-58,4.88E-72,2.41E-126,4.9E-324,3.5E-323
76600,0.999958,2.87E-30,7.16E-58,3.88E-72,1.61E-126,4.9E-324,3.5E-323
76700,0.999518,2.60E-30,5.89E-58,3.08E-72,1.08E-126,4.9E-324,3.5E-323
76800,0.998911,2.36E-30,4.85E-58,2.44E-72,7.24E-127,4.9E-324,3.5E-323
76900,0.999737,2.15E-30,4.00E-58,1.94E-72,4.85E-127,4.9E-324,3.5E-323
77000,0.998533,1.94E-30,3.29E-58,1.54E-72,3.24E-127,4.9E-324,3.5E-323
77100,0.999073,1.76E-30,2.71E-58,1.22E-72,2.17E-127,4.9E-324,3.5E-323
77200,0.999604,1.60E-30,2.23E-58,9.73E-73,1.46E-127,4.9E-324,3.5E-323
77300,0.999963,1.45E-30,1.83E-58,7.73E-73,9.76E-128,4.9E-324,3.5E-323
77400,0.999999,1.32E-30,1.51E-58,6.14E-73,6.53E-128,4.9E-324,3.5E-323
77500,0.999999,1.20E-30,1.24E-58,4.87E-73,4.37E-128,4.9E-324,3.5E-323
77600,0.999216,1.09E-30,1.02E-58,3.87E-73,2.93E-128,4.9E-324,3.5E-323
77700,0.999356,9.86E-31,8.42E-59,3.08E-73,1.96E-128,4.9E-324,3.5E-323
77800,0.999342,8.94E-31,6.93E-59,2.44E-73,1.32E-128,4.9E-324,3.5E-323
77900,0.999712,8.12E-31,5.71E-59,1.94E-73,8.81E-129,4.9E-324,3.5E-323
78000,0.999821,7.36E-31,4.70E-59,1.54E-73,5.90E-129,4.9E-324,3.5E-323
78100,0.999907,6.69E-31,3.87E-59,1.22E-73,3.95E-129,4.9E-324,3.5E-323
78200,0.998957,6.06E-31,3.18E-59,9.71E-74,2.64E-129,4.9E-324,3.5E-323
78300,0.999376,5.50E-31,2.62E-59,7.71E-74,1.77E-129,4.9E-324,3.5E-323
78400,0.99975,4.99E-31,2.16E-59,6.12E-74,1.18E-129,4.9E-324,3.5E-323
78500,0.999859,4.53E-31,1.77E-59,4.86E-74,7.93E-130,4.9E-324,3.5E-323
78600,0.998658,4.10E-31,1.46E-59,3.86E-74,5.30E-130,4.9E-324,3.5E-323
78700,0.998928,3.72E-31,1.20E-59,3.06E-74,3.55E-130,4.9E-324,3.5E-323
78800,0.999505,3.38E-31,9.89E-60,2.43E-74,2.38E-130,4.9E-324,3.5E-323
78900,0.999814,3.07E-31,8.14E-60,1.93E-74,1.59E-130,4.9E-324,3.5E-323
79000,0.999613,2.78E-31,6.70E-60,1.53E-74,1.07E-130,4.9E-324,3.5E-323
79100,0.999853,2.53E-31,5.52E-60,1.22E-74,7.15E-131,4.9E-324,3.5E-323
79200,0.999359,2.29E-31,4.54E-60,9.67E-75,4.78E-131,4.9E-324,3.5E-323
79300,0.999139,2.08E-31,3.73E-60,7.68E-75,3.20E-131,4.9E-324,3.5E-323
79400,0.999398,1.89E-31,3.07E-60,6.10E-75,2.14E-131,4.9E-324,3.5E-323
79500,0.999643,1.71E-31,2.53E-60,4.85E-75,1.44E-131,4.9E-324,3.5E-323
79600,0.999251,1.55E-31,2.08E-60,3.85E-75,9.61E-132,4.9E-324,3.5E-323
79700,0.999032,1.41E-31,1.71E-60,3.05E-75,6.43E-132,4.9E-324,3.5E-323
79800,0.999913,1.28E-31,1.41E-60,2.43E-75,4.31E-132,4.9E-324,3.5E-323
79900,0.99932,1.16E-31,1.16E-60,1.93E-75,2.88E-132,4.9E-324,3.5E-323
80000,0.999367,1.05E-31,9.55E-61,1.53E-75,1.93E-132,4.9E-324,3.5E-323
80100,0.999707,9.55E-32,7.86E-61,1.21E-75,1.29E-132,4.9E-324,3.5E-323
80200,0.999994,8.67E-32,6.47E-61,9.65E-76,8.67E-133,4.9E-324,3.5E-323
80300,0.999661,7.86E-32,5.32E-61,7.67E-76,5.80E-133,4.9E-324,3.5E-323
80400,0.999587,7.13E-32,4.38E-61,6.08E-76,3.88E-133,4.9E-324,3.5E-323
80500,0.999524,6.47E-32,3.61E-61,4.83E-76,2.60E-133,4.9E-324,3.5E-323
80600,0.999616,5.87E-32,2.97E-61,3.84E-76,1.74E-133,4.9E-324,3.5E-323
80700,0.999893,5.33E-32,2.44E-61,3.05E-76,1.17E-133,4.9E-324,3.5E-323
80800,0.999463,4.83E-32,2.01E-61,2.42E-76,7.80E-134,4.9E-324,3.5E-323
80900,0.999992,4.39E-32,1.65E-61,1.92E-76,5.23E-134,4.9E-324,3.5E-323
81000,0.999423,3.98E-32,1.36E-61,1.52E-76,3.49E-134,4.9E-324,3.5E-323
81100,0.999975,3.61E-32,1.12E-61,1.21E-76,2.34E-134,4.9E-324,3.5E-323
81200,0.999558,3.27E-32,9.20E-62,9.61E-77,1.57E-134,4.9E-324,3.5E-323
81300,0.998993,2.97E-32,7.56E-62,7.62E-77,1.05E-134,4.9E-324,3.5E-323
81400,0.998986,2.69E-32,6.23E-62,6.06E-77,7.02E-135,4.9E-324,3.5E-323
81500,0.997584,2.44E-32,5.12E-62,4.81E-77,4.70E-135,4.9E-324,3.5E-323
81600,0.997899,2.22E-32,4.21E-62,3.82E-77,3.15E-135,4.9E-324,3.5E-323
81700,0.997199,2.01E-32,3.47E-62,3.03E-77,2.11E-135,4.9E-324,3.5E-323
81800,0.997948,1.82E-32,2.85E-62,2.41E-77,1.41E-135,4.9E-324,3.5E-323
81900,0.998743,1.66E-32,2.35E-62,1.91E-77,9.46E-136,4.9E-324,3.5E-323
82000,0.999196,1.50E-32,1.94E-62,1.52E-77,6.33E-136,4.9E-324,3.5E-323
82100,0.999251,1.36E-32,1.59E-62,1.21E-77,4.24E-136,4.9E-324,3.5E-323
82200,0.999444,1.24E-32,1.31E-62,9.59E-78,2.84E-136,4.9E-324,3.5E-323
82300,0.999525,1.12E-32,1.08E-62,7.61E-78,1.90E-136,4.9E-324,3.5E-323
82400,0.998382,1.02E-32,8.87E-63,6.04E-78,1.27E-136,4.9E-324,3.5E-323
82500,0.999413,9.25E-33,7.31E-63,4.80E-78,8.53E-137,4.9E-324,3.5E-323
82600,0.999523,8.39E-33,6.02E-63,3.81E-78,5.71E-137,4.9E-324,3.5E-323
82700,0.999482,7.61E-33,4.95E-63,3.03E-78,3.83E-137,4.9E-324,3.5E-323
82800,0.998985,6.90E-33,4.07E-63,2.40E-78,2.56E-137,4.9E-324,3.5E-323
82900,0.999057,6.26E-33,3.35E-63,1.91E-78,1.71E-137,4.9E-324,3.5E-323
83000,0.999779,5.69E-33,2.76E-63,1.52E-78,1.15E-137,4.9E-324,3.5E-323
83100,0.999796,5.16E-33,2.27E-63,1.20E-78,7.69E-138,4.9E-324,3.5E-323
83200,0.998636,4.68E-33,1.87E-63,9.55E-79,5.14E-138,4.9E-324,3.5E-323
83300,0.999787,4.25E-33,1.54E-63,7.59E-79,3.44E-138,4.9E-324,3.5E-323
83400,0.999312,3.85E-33,1.27E-63,6.02E-79,2.30E-138,4.9E-324,3.5E-323
83500,0.999859,3.50E-33,1.04E-63,4.79E-79,1.54E-138,4.9E-324,3.5E-323
83600,0.998768,3.17E-33,8.56E-64,3.80E-79,1.03E-138,4.9E-324,3.5E-323
83700,0.999205,2.88E-33,7.05E-64,3.01E-79,6.91E-139,4.9E-324,3.5E-323
83800,0.99937,2.61E-33,5.80E-64,2.39E-79,4.63E-139,4.9E-324,3.5E-323
83900,0.998832,2.37E-33,4.77E-64,1.90E-79,3.10E-139,4.9E-324,3.5E-323
84000,0.999401,2.15E-33,3.93E-64,1.51E-79,2.07E-139,4.9E-324,3.5E-323
84100,0.999669,1.95E-33,3.23E-64,1.20E-79,1.39E-139,4.9E-324,3.5E-323
84200,0.999069,1.77E-33,2.66E-64,9.52E-80,9.30E-140,4.9E-324,3.5E-323
84300,0.999597,1.61E-33,2.19E-64,7.56E-80,6.23E-140,4.9E-324,3.5E-323
84400,0.998983,1.45E-33,1.80E-64,6.00E-80,4.16E-140,4.9E-324,3.5E-323
84500,0.997754,1.32E-33,1.48E-64,4.76E-80,2.79E-140,4.9E-324,3.5E-323
84600,0.998919,1.20E-33,1.22E-64,3.78E-80,1.87E-140,4.9E-324,3.5E-323
84700,0.999233,1.09E-33,1.00E-64,3.01E-80,1.25E-140,4.9E-324,3.5E-323
84800,0.99962,9.87E-34,8.27E-65,2.39E-80,8.38E-141,4.9E-324,3.5E-323
84900,0.999478,8.95E-34,6.81E-65,1.89E-80,5.61E-141,4.9E-324,3.5E-323
85000,0.999269,8.12E-34,5.60E-65,1.50E-80,3.76E-141,4.9E-324,3.5E-323
85100,0.999624,7.37E-34,4.61E-65,1.20E-80,2.52E-141,4.9E-324,3.5E-323
85200,0.999661,6.69E-34,3.80E-65,9.50E-81,1.69E-141,4.9E-324,3.5E-323
85300,0.99953,6.07E-34,3.12E-65,7.54E-81,1.13E-141,4.9E-324,3.5E-323
85400,0.999752,5.51E-34,2.57E-65,5.99E-81,7.57E-142,4.9E-324,3.5E-323
85500,0.999946,5.00E-34,2.12E-65,4.76E-81,5.07E-142,4.9E-324,3.5E-323
85600,0.99923,4.53E-34,1.74E-65,3.78E-81,3.39E-142,4.9E-324,3.5E-323
85700,0.999824,4.11E-34,1.43E-65,3.00E-81,2.27E-142,4.9E-324,3.5E-323
85800,0.999976,3.73E-34,1.18E-65,2.38E-81,1.52E-142,4.9E-324,3.5E-323
85900,0.999295,3.39E-34,9.71E-66,1.89E-81,1.02E-142,4.9E-324,3.5E-323
86000,0.998982,3.07E-34,7.99E-66,1.50E-81,6.82E-143,4.9E-324,3.5E-323
86100,0.999458,2.79E-34,6.57E-66,1.19E-81,4.56E-143,4.9E-324,3.5E-323
86200,0.999406,2.53E-34,5.41E-66,9.47E-82,3.06E-143,4.9E-324,3.5E-323
86300,0.999447,2.29E-34,4.46E-66,7.52E-82,2.05E-143,4.9E-324,3.5E-323
86400,0.999586,2.08E-34,3.67E-66,5.97E-82,1.37E-143,4.9E-324,3.5E-323
86500,0.999909,1.89E-34,3.02E-66,4.75E-82,9.18E-144,4.9E-324,3.5E-323
86600,0.999401,1.71E-34,2.48E-66,3.77E-82,6.15E-144,4.9E-324,3.5E-323
86700,0.998433,1.55E-34,2.04E-66,2.99E-82,4.11E-144,4.9E-324,3.5E-323
86800,0.998817,1.41E-34,1.68E-66,2.37E-82,2.75E-144,4.9E-324,3.5E-323
86900,0.998644,1.28E-34,1.38E-66,1.88E-82,1.84E-144,4.9E-324,3.5E-323
87000,0.999942,1.16E-34,1.14E-66,1.50E-82,1.24E-144,4.9E-324,3.5E-323
87100,0.999403,1.05E-34,9.38E-67,1.19E-82,8.27E-145,4.9E-324,3.5E-323
87200,0.999971,9.56E-35,7.72E-67,9.45E-83,5.54E-145,4.9E-324,3.5E-323
87300,0.999821,8.68E-35,6.36E-67,7.50E-83,3.71E-145,4.9E-324,3.5E-323
87400,0.999124,7.86E-35,5.23E-67,5.95E-83,2.48E-145,4.9E-324,3.5E-323
87500,0.999125,7.14E-35,4.30E-67,4.73E-83,1.66E-145,4.9E-324,3.5E-323
87600,0.999765,6.48E-35,3.54E-67,3.76E-83,1.11E-145,4.9E-324,3.5E-323
87700,0.999521,5.88E-35,2.91E-67,2.98E-83,7.45E-146,4.9E-324,3.5E-323
87800,0.998951,5.33E-35,2.40E-67,2.37E-83,4.99E-146,4.9E-324,3.5E-323
87900,0.999277,4.84E-35,1.97E-67,1.88E-83,3.34E-146,4.9E-324,3.5E-323
88000,0.999724,4.39E-35,1.62E-67,1.49E-83,2.23E-146,4.9E-324,3.5E-323
88100,0.999553,3.98E-35,1.34E-67,1.19E-83,1.50E-146,4.9E-324,3.5E-323
88200,0.999851,3.62E-35,1.10E-67,9.42E-84,1.00E-146,4.9E-324,3.5E-323
88300,0.999484,3.28E-35,9.05E-68,7.48E-84,6.71E-147,4.9E-324,3.5E-323
88400,0.998991,2.98E-35,7.45E-68,5.94E-84,4.50E-147,4.9E-324,3.5E-323
88500,0.999841,2.70E-35,6.13E-68,4.72E-84,3.01E-147,4.9E-324,3.5E-323
88600,0.999995,2.45E-35,5.05E-68,3.75E-84,2.02E-147,4.9E-324,3.5E-323
88700,0.999964,2.22E-35,4.16E-68,2.98E-84,1.35E-147,4.9E-324,3.5E-323
88800,0.999993,2.02E-35,3.42E-68,2.36E-84,9.05E-148,4.9E-324,3.5E-323
88900,0.999997,1.83E-35,2.82E-68,1.88E-84,6.06E-148,4.9E-324,3.5E-323
89000,0.999998,1.66E-35,2.32E-68,1.49E-84,4.06E-148,4.9E-324,3.5E-323
89100,0.999948,1.51E-35,1.91E-68,1.18E-84,2.72E-148,4.9E-324,3.5E-323
89200,0.999041,1.37E-35,1.57E-68,9.39E-85,1.82E-148,4.9E-324,3.5E-323
89300,0.999602,1.24E-35,1.29E-68,7.46E-85,1.22E-148,4.9E-324,3.5E-323
89400,0.999633,1.13E-35,1.06E-68,5.93E-85,8.15E-149,4.9E-324,3.5E-323
89500,0.999907,1.02E-35,8.74E-69,4.71E-85,5.46E-149,4.9E-324,3.5E-323
89600,0.998753,9.26E-36,7.19E-69,3.73E-85,3.65E-149,4.9E-324,3.5E-323
89700,0.997544,8.39E-36,5.91E-69,2.96E-85,2.44E-149,4.9E-324,3.5E-323
89800,0.998497,7.62E-36,4.87E-69,2.35E-85,1.64E-149,4.9E-324,3.5E-323
89900,0.998567,6.91E-36,4.01E-69,1.87E-85,1.09E-149,4.9E-324,3.5E-323
90000,0.998938,6.27E-36,3.30E-69,1.48E-85,7.33E-150,4.9E-324,3.5E-323
90100,0.999236,5.69E-36,2.72E-69,1.18E-85,4.91E-150,4.9E-324,3.5E-323
90200,0.999748,5.16E-36,2.24E-69,9.35E-86,3.29E-150,4.9E-324,3.5E-323
90300,0.999772,4.69E-36,1.84E-69,7.43E-86,2.20E-150,4.9E-324,3.5E-323
90400,0.999724,4.25E-36,1.51E-69,5.90E-86,1.47E-150,4.9E-324,2.47E-05
90500,0.999418,3.86E-36,1.25E-69,4.68E-86,9.86E-151,4.9E-324,2.97E-08
90600,0.99893,3.50E-36,1.02E-69,3.72E-86,6.60E-151,4.9E-324,3.55E-11
90700,0.999891,3.18E-36,8.44E-70,2.95E-86,4.42E-151,4.9E-324,4.25E-14
90800,0.998808,2.88E-36,6.94E-70,2.34E-86,2.96E-151,4.9E-324,5.12E-17
90900,0.998529,2.61E-36,5.70E-70,1.86E-86,1.98E-151,4.9E-324,6.14E-20
91000,0.999276,2.37E-36,4.69E-70,1.48E-86,1.33E-151,4.9E-324,7.36E-23
91100,0.999672,2.15E-36,3.87E-70,1.17E-86,8.87E-152,4.9E-324,8.81E-26
91200,0.999211,1.95E-36,3.18E-70,9.31E-87,5.94E-152,4.9E-324,1.06E-28
91300,0.998377,1.77E-36,2.62E-70,7.38E-87,3.97E-152,4.9E-324,1.27E-31
91400,0.998924,1.60E-36,2.15E-70,5.87E-87,2.66E-152,4.9E-324,1.53E-34
91500,0.999581,1.46E-36,1.77E-70,4.66E-87,1.78E-152,4.9E-324,1.84E-37
91600,0.998145,1.32E-36,1.46E-70,3.70E-87,1.19E-152,4.9E-324,2.21E-40
91700,0.998946,1.20E-36,1.20E-70,2.94E-87,7.99E-153,4.9E-324,2.66E-43
91800,0.999447,1.09E-36,9.89E-71,2.33E-87,5.35E-153,4.9E-324,3.20E-46
91900,0.999819,9.88E-37,8.13E-71,1.85E-87,3.58E-153,4.9E-324,3.82E-49
92000,0.999083,8.96E-37,6.69E-71,1.47E-87,2.40E-153,4.9E-324,4.58E-52
92100,0.998604,8.12E-37,5.50E-71,1.17E-87,1.61E-153,4.9E-324,5.50E-55
