name,stra.14027,stra.14031,stra.14032,stra.14148,stra.14149,stra.14151,stra.14152,stra.14153,stra.14269,stra.14397,stra.14399,stra.14512,stra.14632,stra.14642
144,0.0167403,0.000283848,0.000122891,0.00742814,0.00182673,0.000149564,5.44E-05,2.26E-05,0.00169628,2.11E-08,8.51E-09,3.22E-08,8.08E-13,0.000275378
145,0.0169665,0.000288888,0.000125125,0.00754758,0.00185878,0.000152402,5.55E-05,2.30E-05,0.00172711,2.16E-08,8.70E-09,3.29E-08,8.24E-13,0.000271574
146,0.0171928,0.000293953,0.000127372,0.0076675,0.00189101,0.00015526,5.66E-05,2.35E-05,0.00175815,2.20E-08,8.89E-09,3.36E-08,8.39E-13,0.000267863
147,0.0174192,0.000299044,0.00012963,0.00778789,0.00192341,0.000158138,5.76E-05,2.39E-05,0.00178941,2.25E-08,9.08E-09,3.43E-08,8.55E-13,0.000264242
148,0.0176457,0.000304159,0.000131901,0.00790875,0.00195599,0.000161035,5.87E-05,2.44E-05,0.00182088,2.30E-08,9.27E-09,3.50E-08,8.70E-13,0.000260709
149,0.0178722,0.000309299,0.000134183,0.00803007,0.00198874,0.000163952,5.98E-05,2.49E-05,0.00185255,2.34E-08,9.47E-09,3.57E-08,8.86E-13,0.000257261
150,0.0180987,0.000314463,0.000136477,0.00815185,0.00202166,0.000166889,6.09E-05,2.53E-05,0.00188443,2.39E-08,9.67E-09,3.64E-08,9.02E-13,0.000253895
151,0.0183253,0.00031965,0.000138782,0.00827407,0.00205475,0.000169844,6.20E-05,2.58E-05,0.00191652,2.44E-08,9.87E-09,3.71E-08,9.19E-13,0.000250608
152,0.0185519,0.00032486,0.000141099,0.00839672,0.00208801,0.000172818,6.31E-05,2.62E-05,0.00194881,2.49E-08,1.01E-08,3.78E-08,9.35E-13,0.000247398
153,0.0187785,0.000330094,0.000143426,0.00851981,0.00212143,0.000175812,6.42E-05,2.67E-05,0.0019813,2.54E-08,1.03E-08,3.86E-08,9.52E-13,0.000244262
154,0.019005,0.000335349,0.000145765,0.00864333,0.00215501,0.000178823,6.53E-05,2.72E-05,0.00201399,2.59E-08,1.05E-08,3.93E-08,9.69E-13,0.000241199
155,0.0192316,0.000340627,0.000148115,0.00876726,0.00218876,0.000181854,6.65E-05,2.77E-05,0.00204689,2.65E-08,1.07E-08,4.01E-08,9.86E-13,0.000238205
156,0.0194581,0.000345927,0.000150475,0.0088916,0.00222266,0.000184903,6.76E-05,2.82E-05,0.00207998,2.70E-08,1.09E-08,4.09E-08,1.00E-12,0.000235279
157,0.0196846,0.000351249,0.000152846,0.00901634,0.00225673,0.000187969,6.88E-05,2.86E-05,0.00211327,2.75E-08,1.11E-08,4.16E-08,1.02E-12,0.000232418
158,0.0199111,0.000356591,0.000155227,0.00914149,0.00229094,0.000191054,6.99E-05,2.91E-05,0.00214675,2.80E-08,1.13E-08,4.24E-08,1.04E-12,0.000229621
159,0.0201375,0.000361954,0.000157618,0.00926702,0.00232532,0.000194157,7.11E-05,2.96E-05,0.00218042,2.86E-08,1.15E-08,4.32E-08,1.06E-12,0.000226886
160,0.0203638,0.000367338,0.00016002,0.00939294,0.00235984,0.000197278,7.23E-05,3.01E-05,0.00221429,2.91E-08,1.18E-08,4.40E-08,1.07E-12,0.00022421
161,0.02059,0.000372742,0.000162431,0.00951924,0.00239452,0.000200416,7.34E-05,3.06E-05,0.00224835,2.96E-08,1.20E-08,4.48E-08,1.09E-12,0.000221593
162,0.0208161,0.000378166,0.000164852,0.0096459,0.00242934,0.000203572,7.46E-05,3.11E-05,0.0022826,3.02E-08,1.22E-08,4.56E-08,1.11E-12,0.000219032
163,0.0210422,0.000383609,0.000167283,0.00977294,0.00246431,0.000206744,7.58E-05,3.16E-05,0.00231704,3.07E-08,1.24E-08,4.64E-08,1.13E-12,0.000216525
164,0.0212681,0.000389072,0.000169723,0.00990033,0.00249943,0.000209934,7.70E-05,3.21E-05,0.00235166,3.13E-08,1.27E-08,4.73E-08,1.15E-12,0.000214072
165,0.0214939,0.000394553,0.000172173,0.0100281,0.00253469,0.000213141,7.82E-05,3.26E-05,0.00238647,3.19E-08,1.29E-08,4.81E-08,1.17E-12,0.00021167
166,0.0217196,0.000400053,0.000174632,0.0101562,0.00257009,0.000216365,7.94E-05,3.32E-05,0.00242146,3.24E-08,1.31E-08,4.89E-08,1.19E-12,0.000209318
167,0.0219452,0.000405572,0.0001771,0.0102846,0.00260563,0.000219606,8.06E-05,3.37E-05,0.00245663,3.30E-08,1.34E-08,4.98E-08,1.21E-12,0.000207015
168,0.0221706,0.000411108,0.000179577,0.0104134,0.00264131,0.000222863,8.18E-05,3.42E-05,0.00249199,3.36E-08,1.36E-08,5.06E-08,1.23E-12,0.000204759
169,0.0223959,0.000416662,0.000182063,0.0105425,0.00267713,0.000226136,8.31E-05,3.47E-05,0.00252752,3.42E-08,1.38E-08,5.15E-08,1.25E-12,0.000202549
170,0.022621,0.000422234,0.000184558,0.0106719,0.00271308,0.000229426,8.43E-05,3.52E-05,0.00256324,3.48E-08,1.41E-08,5.24E-08,1.27E-12,0.000200384
171,0.022846,0.000427822,0.000187061,0.0108016,0.00274917,0.000232732,8.56E-05,3.58E-05,0.00259913,3.54E-08,1.43E-08,5.33E-08,1.29E-12,0.000198262
172,0.0230707,0.000433428,0.000189572,0.0109317,0.00278539,0.000236054,8.68E-05,3.63E-05,0.00263519,3.60E-08,1.46E-08,5.42E-08,1.31E-12,0.000196182
173,0.0232953,0.00043905,0.000192092,0.011062,0.00282174,0.000239391,8.81E-05,3.68E-05,0.00267143,3.66E-08,1.48E-08,5.51E-08,1.33E-12,0.000194143
174,0.0235197,0.000444689,0.00019462,0.0111927,0.00285822,0.000242745,8.93E-05,3.74E-05,0.00270784,3.72E-08,1.51E-08,5.60E-08,1.35E-12,0.000192145
175,0.023744,0.000450344,0.000197157,0.0113237,0.00289483,0.000246114,9.06E-05,3.79E-05,0.00274443,3.78E-08,1.53E-08,5.69E-08,1.37E-12,0.000190185
176,0.023968,0.000456014,0.000199701,0.0114549,0.00293156,0.000249498,9.19E-05,3.85E-05,0.00278118,3.84E-08,1.56E-08,5.78E-08,1.39E-12,0.000188263
177,0.0241918,0.0004617,0.000202253,0.0115865,0.00296842,0.000252898,9.31E-05,3.90E-05,0.00281811,3.91E-08,1.58E-08,5.87E-08,1.41E-12,0.000186377
178,0.0244154,0.000467401,0.000204812,0.0117183,0.00300541,0.000256313,9.44E-05,3.95E-05,0.0028552,3.97E-08,1.61E-08,5.97E-08,1.44E-12,0.000184528
179,0.0246388,0.000473118,0.00020738,0.0118504,0.00304251,0.000259743,9.57E-05,4.01E-05,0.00289245,4.03E-08,1.63E-08,6.06E-08,1.46E-12,0.000182713
180,0.0248619,0.000478849,0.000209955,0.0119827,0.00307974,0.000263187,9.70E-05,4.07E-05,0.00292988,4.10E-08,1.66E-08,6.16E-08,1.48E-12,0.000180933
181,0.0250849,0.000484595,0.000212537,0.0121154,0.00311708,0.000266647,9.83E-05,4.12E-05,0.00296746,4.16E-08,1.69E-08,6.26E-08,1.50E-12,0.000179185
182,0.0253075,0.000490355,0.000215126,0.0122483,0.00315454,0.000270121,9.96E-05,4.18E-05,0.00300521,4.23E-08,1.71E-08,6.35E-08,1.52E-12,0.00017747
183,0.02553,0.000496129,0.000217723,0.0123814,0.00319212,0.00027361,0.000100951,4.23E-05,0.00304312,4.29E-08,1.74E-08,6.45E-08,1.55E-12,0.000175786
184,0.0257522,0.000501916,0.000220327,0.0125148,0.00322981,0.000277113,0.000102274,4.29E-05,0.00308119,4.36E-08,1.77E-08,6.55E-08,1.57E-12,0.000174133
185,0.0259741,0.000507718,0.000222938,0.0126484,0.00326762,0.000280631,0.000103602,4.35E-05,0.00311942,4.43E-08,1.80E-08,6.65E-08,1.59E-12,0.00017251
186,0.0261958,0.000513533,0.000225555,0.0127823,0.00330554,0.000284163,0.000104936,4.40E-05,0.00315781,4.49E-08,1.82E-08,6.75E-08,1.62E-12,0.000170915
187,0.0264172,0.000519361,0.000228179,0.0129164,0.00334357,0.000287708,0.000106275,4.46E-05,0.00319636,4.56E-08,1.85E-08,6.85E-08,1.64E-12,0.00016935
188,0.0266384,0.000525201,0.00023081,0.0130508,0.00338171,0.000291268,0.000107621,4.52E-05,0.00323505,4.63E-08,1.88E-08,6.95E-08,1.66E-12,0.000167812
189,0.0268592,0.000531055,0.000233448,0.0131854,0.00341996,0.000294842,0.000108972,4.58E-05,0.00327391,4.70E-08,1.91E-08,7.05E-08,1.69E-12,0.0001663
190,0.0270798,0.000536921,0.000236091,0.0133202,0.00345831,0.000298429,0.000110328,4.63E-05,0.00331291,4.77E-08,1.93E-08,7.16E-08,1.71E-12,0.000164816
191,0.0273001,0.000542799,0.000238742,0.0134552,0.00349677,0.000302029,0.00011169,4.69E-05,0.00335207,4.84E-08,1.96E-08,7.26E-08,1.74E-12,0.000163356
192,0.0275201,0.000548689,0.000241398,0.0135905,0.00353534,0.000305644,0.000113057,4.75E-05,0.00339138,4.91E-08,1.99E-08,7.37E-08,1.76E-12,0.000161922
193,0.0277399,0.000554592,0.000244061,0.0137259,0.00357401,0.000309271,0.00011443,4.81E-05,0.00343084,4.98E-08,2.02E-08,7.47E-08,1.79E-12,0.000160513
194,0.0279593,0.000560505,0.000246729,0.0138616,0.00361278,0.000312912,0.000115809,4.87E-05,0.00347044,5.05E-08,2.05E-08,7.58E-08,1.81E-12,0.000159127
195,0.0281784,0.00056643,0.000249404,0.0139974,0.00365165,0.000316566,0.000117192,4.93E-05,0.0035102,5.12E-08,2.08E-08,7.69E-08,1.84E-12,0.000157765
196,0.0283972,0.000572367,0.000252084,0.0141335,0.00369062,0.000320232,0.000118581,4.99E-05,0.00355009,5.19E-08,2.11E-08,7.80E-08,1.86E-12,0.000156425
197,0.0286157,0.000578314,0.00025477,0.0142697,0.00372969,0.000323912,0.000119976,5.05E-05,0.00359014,5.27E-08,2.14E-08,7.91E-08,1.89E-12,0.000155108
198,0.0288339,0.000584272,0.000257462,0.0144062,0.00376885,0.000327605,0.000121375,5.11E-05,0.00363033,5.34E-08,2.17E-08,8.02E-08,1.92E-12,0.000153812
199,0.0290518,0.000590241,0.00026016,0.0145428,0.00380812,0.00033131,0.00012278,5.17E-05,0.00367065,5.41E-08,2.20E-08,8.13E-08,1.94E-12,0.000152538
200,0.0292693,0.00059622,0.000262863,0.0146796,0.00384747,0.000335027,0.00012419,5.23E-05,0.00371113,5.49E-08,2.23E-08,8.24E-08,1.97E-12,0.000151284
201,0.0294866,0.000602209,0.000265571,0.0148166,0.00388693,0.000338758,0.000125605,5.29E-05,0.00375174,5.56E-08,2.26E-08,8.35E-08,1.99E-12,0.000150051
202,0.0297034,0.000608209,0.000268285,0.0149538,0.00392647,0.0003425,0.000127025,5.35E-05,0.00379249,5.64E-08,2.29E-08,8.46E-08,2.02E-12,0.000148838
203,0.02992,0.000614218,0.000271003,0.0150911,0.0039661,0.000346255,0.00012845,5.41E-05,0.00383338,5.71E-08,2.32E-08,8.58E-08,2.05E-12,0.000147643
204,0.0301362,0.000620237,0.000273727,0.0152286,0.00400583,0.000350022,0.00012988,5.47E-05,0.0038744,5.79E-08,2.35E-08,8.69E-08,2.08E-12,0.000146468
205,0.0303521,0.000626266,0.000276457,0.0153663,0.00404564,0.000353801,0.000131315,5.53E-05,0.00391556,5.87E-08,2.38E-08,8.81E-08,2.10E-12,0.000145311
206,0.0305677,0.000632304,0.000279191,0.0155041,0.00408555,0.000357591,0.000132755,5.59E-05,0.00395686,5.94E-08,2.42E-08,8.92E-08,2.13E-12,0.000144173
207,0.0307829,0.000638351,0.00028193,0.0156421,0.00412554,0.000361394,0.0001342,5.66E-05,0.00399829,6.02E-08,2.45E-08,9.04E-08,2.16E-12,0.000143052
208,0.0309977,0.000644407,0.000284673,0.0157802,0.00416561,0.000365208,0.00013565,5.72E-05,0.00403985,6.10E-08,2.48E-08,9.16E-08,2.19E-12,0.000141948
209,0.0312122,0.000650471,0.000287422,0.0159185,0.00420578,0.000369034,0.000137104,5.78E-05,0.00408155,6.18E-08,2.51E-08,9.28E-08,2.22E-12,0.000140861
210,0.0314264,0.000656545,0.000290175,0.0160569,0.00424602,0.000372872,0.000138563,5.84E-05,0.00412337,6.26E-08,2.55E-08,9.40E-08,2.24E-12,0.000139791
211,0.0316401,0.000662627,0.000292933,0.0161955,0.00428635,0.000376721,0.000140027,5.91E-05,0.00416533,6.34E-08,2.58E-08,9.52E-08,2.27E-12,0.000138737
212,0.0318536,0.000668717,0.000295695,0.0163342,0.00432676,0.000380581,0.000141496,5.97E-05,0.00420741,6.42E-08,2.61E-08,9.64E-08,2.30E-12,0.000137699
213,0.0320666,0.000674816,0.000298462,0.0164731,0.00436725,0.000384453,0.000142969,6.03E-05,0.00424963,6.50E-08,2.64E-08,9.76E-08,2.33E-12,0.000136677
214,0.0322793,0.000680922,0.000301233,0.0166121,0.00440782,0.000388335,0.000144447,6.09E-05,0.00429197,6.58E-08,2.68E-08,9.88E-08,2.36E-12,0.000135669
215,0.0324917,0.000687036,0.000304009,0.0167512,0.00444847,0.000392229,0.00014593,6.16E-05,0.00433443,6.66E-08,2.71E-08,1.00E-07,2.39E-12,0.000134677
216,0.0327036,0.000693158,0.000306788,0.0168904,0.0044892,0.000396134,0.000147417,6.22E-05,0.00437702,6.74E-08,2.74E-08,1.01E-07,2.42E-12,0.000133699
217,0.0329152,0.000699288,0.000309572,0.0170298,0.00453001,0.000400049,0.000148908,6.29E-05,0.00441973,6.83E-08,2.78E-08,1.03E-07,2.45E-12,0.000132735
218,0.0331264,0.000705425,0.00031236,0.0171692,0.00457089,0.000403975,0.000150404,6.35E-05,0.00446257,6.91E-08,2.81E-08,1.04E-07,2.48E-12,0.000131786
219,0.0333373,0.000711569,0.000315152,0.0173088,0.00461184,0.000407912,0.000151905,6.42E-05,0.00450552,6.99E-08,2.85E-08,1.05E-07,2.51E-12,0.00013085
220,0.0335477,0.00071772,0.000317948,0.0174485,0.00465287,0.00041186,0.00015341,6.48E-05,0.0045486,7.08E-08,2.88E-08,1.06E-07,2.54E-12,0.000129927
221,0.0337578,0.000723878,0.000320748,0.0175884,0.00469398,0.000415818,0.000154919,6.54E-05,0.0045918,7.16E-08,2.92E-08,1.08E-07,2.57E-12,0.000129017
222,0.0339675,0.000730043,0.000323551,0.0177283,0.00473515,0.000419786,0.000156432,6.61E-05,0.00463512,7.25E-08,2.95E-08,1.09E-07,2.60E-12,0.000128121
223,0.0341768,0.000736215,0.000326358,0.0178683,0.0047764,0.000423765,0.00015795,6.68E-05,0.00467855,7.33E-08,2.99E-08,1.10E-07,2.63E-12,0.000127237
224,0.0343857,0.000742393,0.000329169,0.0180085,0.00481772,0.000427754,0.000159473,6.74E-05,0.0047221,7.42E-08,3.02E-08,1.12E-07,2.67E-12,0.000126365
225,0.0345942,0.000748577,0.000331984,0.0181487,0.00485911,0.000431753,0.000160999,6.81E-05,0.00476577,7.51E-08,3.06E-08,1.13E-07,2.70E-12,0.000125506
226,0.0348024,0.000754768,0.000334802,0.018289,0.00490056,0.000435762,0.00016253,6.87E-05,0.00480956,7.59E-08,3.09E-08,1.14E-07,2.73E-12,0.000124658
227,0.0350101,0.000760965,0.000337624,0.0184295,0.00494209,0.000439781,0.000164064,6.94E-05,0.00485345,7.68E-08,3.13E-08,1.15E-07,2.76E-12,0.000123822
228,0.0352175,0.000767168,0.000340449,0.01857,0.00498368,0.00044381,0.000165603,7.00E-05,0.00489747,7.77E-08,3.16E-08,1.17E-07,2.79E-12,0.000122997
229,0.0354244,0.000773376,0.000343277,0.0187106,0.00502534,0.000447849,0.000167146,7.07E-05,0.00494159,7.86E-08,3.20E-08,1.18E-07,2.83E-12,0.000122184
230,0.035631,0.000779591,0.000346109,0.0188513,0.00506706,0.000451897,0.000168693,7.14E-05,0.00498582,7.95E-08,3.24E-08,1.20E-07,2.86E-12,0.000121382
231,0.0358371,0.000785811,0.000348944,0.018992,0.00510885,0.000455956,0.000170245,7.20E-05,0.00503017,8.04E-08,3.27E-08,1.21E-07,2.89E-12,0.00012059
232,0.0360429,0.000792036,0.000351782,0.0191329,0.0051507,0.000460023,0.0001718,7.27E-05,0.00507463,8.13E-08,3.31E-08,1.22E-07,2.93E-12,0.000119809
233,0.0362483,0.000798267,0.000354623,0.0192738,0.00519261,0.000464101,0.000173359,7.34E-05,0.00511919,8.22E-08,3.35E-08,1.24E-07,2.96E-12,0.000119038
234,0.0364532,0.000804503,0.000357467,0.0194148,0.00523459,0.000468187,0.000174922,7.41E-05,0.00516386,8.31E-08,3.39E-08,1.25E-07,2.99E-12,0.000118277
235,0.0366578,0.000810744,0.000360314,0.0195559,0.00527663,0.000472283,0.000176489,7.47E-05,0.00520865,8.40E-08,3.42E-08,1.26E-07,3.03E-12,0.000117527
236,0.0368619,0.00081699,0.000363165,0.019697,0.00531873,0.000476388,0.00017806,7.54E-05,0.00525353,8.49E-08,3.46E-08,1.28E-07,3.06E-12,0.000116786
237,0.0370656,0.000823241,0.000366018,0.0198383,0.00536088,0.000480503,0.000179635,7.61E-05,0.00529852,8.58E-08,3.50E-08,1.29E-07,3.10E-12,0.000116054
238,0.037269,0.000829497,0.000368874,0.0199795,0.0054031,0.000484626,0.000181214,7.68E-05,0.00534362,8.67E-08,3.54E-08,1.31E-07,3.13E-12,0.000115333
239,0.0374719,0.000835757,0.000371732,0.0201209,0.00544537,0.000488758,0.000182796,7.75E-05,0.00538882,8.77E-08,3.57E-08,1.32E-07,3.17E-12,0.00011462
240,0.0376744,0.000842022,0.000374594,0.0202623,0.00548771,0.0004929,0.000184382,7.81E-05,0.00543413,8.86E-08,3.61E-08,1.33E-07,3.20E-12,0.000113916
241,0.0378765,0.000848292,0.000377458,0.0204037,0.00553009,0.00049705,0.000185972,7.88E-05,0.00547953,8.96E-08,3.65E-08,1.35E-07,3.24E-12,0.000113222
242,0.0380782,0.000854565,0.000380325,0.0205453,0.00557254,0.000501209,0.000187566,7.95E-05,0.00552504,9.05E-08,3.69E-08,1.36E-07,3.27E-12,0.000112536
243,0.0382794,0.000860843,0.000383194,0.0206868,0.00561504,0.000505377,0.000189163,8.02E-05,0.00557065,9.15E-08,3.73E-08,1.38E-07,3.31E-12,0.000111859
244,0.0384803,0.000867125,0.000386066,0.0208285,0.00565759,0.000509553,0.000190765,8.09E-05,0.00561636,9.24E-08,3.77E-08,1.39E-07,3.34E-12,0.00011119
245,0.0386807,0.000873411,0.00038894,0.0209701,0.0057002,0.000513738,0.000192369,8.16E-05,0.00566217,9.34E-08,3.81E-08,1.41E-07,3.38E-12,0.000110529
246,0.0388808,0.0008797,0.000391817,0.0211118,0.00574286,0.000517931,0.000193978,8.23E-05,0.00570807,9.43E-08,3.85E-08,1.42E-07,3.41E-12,0.000109877
247,0.0390804,0.000885994,0.000394696,0.0212536,0.00578557,0.000522133,0.000195589,8.30E-05,0.00575408,9.53E-08,3.89E-08,1.44E-07,3.45E-12,0.000109232
248,0.0392796,0.000892291,0.000397578,0.0213954,0.00582834,0.000526343,0.000197205,8.37E-05,0.00580018,9.63E-08,3.93E-08,1.45E-07,3.49E-12,0.000108596
249,0.0394783,0.000898592,0.000400461,0.0215373,0.00587115,0.000530562,0.000198824,8.44E-05,0.00584637,9.73E-08,3.97E-08,1.47E-07,3.52E-12,0.000107967
250,0.0396767,0.000904896,0.000403347,0.0216791,0.00591402,0.000534788,0.000200446,8.51E-05,0.00589266,9.82E-08,4.01E-08,1.48E-07,3.56E-12,0.000107345
251,0.0398746,0.000911203,0.000406235,0.0218211,0.00595693,0.000539023,0.000202072,8.58E-05,0.00593905,9.92E-08,4.05E-08,1.50E-07,3.60E-12,0.000106732
252,0.0400721,0.000917514,0.000409126,0.021963,0.0059999,0.000543266,0.000203702,8.65E-05,0.00598553,1.00E-07,4.09E-08,1.51E-07,3.64E-12,0.000106125
253,0.0402692,0.000923828,0.000412018,0.022105,0.00604291,0.000547517,0.000205335,8.72E-05,0.0060321,1.01E-07,4.13E-08,1.53E-07,3.67E-12,0.000105526
254,0.0404659,0.000930145,0.000414912,0.022247,0.00608597,0.000551776,0.000206971,8.79E-05,0.00607876,1.02E-07,4.17E-08,1.54E-07,3.71E-12,0.000104933
255,0.0406621,0.000936465,0.000417809,0.0223891,0.00612908,0.000556042,0.00020861,8.86E-05,0.00612552,1.03E-07,4.21E-08,1.56E-07,3.75E-12,0.000104348
256,0.0408579,0.000942788,0.000420707,0.0225311,0.00617223,0.000560317,0.000210253,8.93E-05,0.00617237,1.04E-07,4.25E-08,1.57E-07,3.79E-12,0.00010377
257,0.0410533,0.000949114,0.000423607,0.0226732,0.00621543,0.000564599,0.0002119,9.00E-05,0.0062193,1.05E-07,4.30E-08,1.59E-07,3.83E-12,0.000103198
258,0.0412483,0.000955442,0.00042651,0.0228153,0.00625867,0.000568889,0.000213549,9.07E-05,0.00626633,1.06E-07,4.34E-08,1.60E-07,3.87E-12,0.000102633
259,0.0414428,0.000961773,0.000429414,0.0229575,0.00630196,0.000573187,0.000215202,9.15E-05,0.00631344,1.07E-07,4.38E-08,1.62E-07,3.91E-12,0.000102074
260,0.041637,0.000968107,0.000432319,0.0230996,0.00634529,0.000577492,0.000216858,9.22E-05,0.00636065,1.08E-07,4.42E-08,1.64E-07,3.95E-12,0.000101522
261,0.0418306,0.000974443,0.000435227,0.0232418,0.00638867,0.000581804,0.000218518,9.29E-05,0.00640793,1.09E-07,4.47E-08,1.65E-07,3.99E-12,0.000100976
262,0.0420239,0.000980781,0.000438136,0.023384,0.00643208,0.000586124,0.00022018,9.36E-05,0.00645531,1.10E-07,4.51E-08,1.67E-07,4.02E-12,0.000100436
263,0.0422168,0.000987122,0.000441047,0.0235262,0.00647554,0.000590452,0.000221846,9.43E-05,0.00650277,1.11E-07,4.55E-08,1.68E-07,4.06E-12,9.99E-05
264,0.0424092,0.000993465,0.000443959,0.0236684,0.00651904,0.000594786,0.000223515,9.51E-05,0.00655032,1.12E-07,4.59E-08,1.70E-07,4.10E-12,9.94E-05
265,0.0426012,0.00099981,0.000446873,0.0238107,0.00656258,0.000599128,0.000225187,9.58E-05,0.00659795,1.14E-07,4.64E-08,1.72E-07,4.15E-12,9.89E-05
266,0.0427927,0.00100616,0.000449789,0.0239529,0.00660616,0.000603477,0.000226862,9.65E-05,0.00664566,1.15E-07,4.68E-08,1.73E-07,4.19E-12,9.83E-05
267,0.0429839,0.00101251,0.000452706,0.0240951,0.00664978,0.000607834,0.00022854,9.72E-05,0.00669346,1.16E-07,4.72E-08,1.75E-07,4.23E-12,9.78E-05
268,0.0431746,0.00101886,0.000455625,0.0242374,0.00669344,0.000612197,0.000230221,9.80E-05,0.00674134,1.17E-07,4.77E-08,1.77E-07,4.27E-12,9.73E-05
269,0.0433649,0.00102521,0.000458545,0.0243796,0.00673714,0.000616567,0.000231905,9.87E-05,0.0067893,1.18E-07,4.81E-08,1.78E-07,4.31E-12,9.68E-05
270,0.0435547,0.00103156,0.000461466,0.0245219,0.00678088,0.000620944,0.000233592,9.94E-05,0.00683734,1.19E-07,4.86E-08,1.80E-07,4.35E-12,9.63E-05
271,0.0437441,0.00103792,0.000464389,0.0246641,0.00682465,0.000625328,0.000235283,0.000100155,0.00688546,1.20E-07,4.90E-08,1.81E-07,4.39E-12,9.58E-05
272,0.0439331,0.00104428,0.000467313,0.0248064,0.00686846,0.000629719,0.000236976,0.000100889,0.00693367,1.21E-07,4.95E-08,1.83E-07,4.43E-12,9.54E-05
273,0.0441217,0.00105064,0.000470238,0.0249486,0.0069123,0.000634117,0.000238672,0.000101624,0.00698195,1.22E-07,4.99E-08,1.85E-07,4.48E-12,9.49E-05
274,0.0443098,0.001057,0.000473165,0.0250909,0.00695618,0.000638521,0.000240371,0.000102361,0.00703031,1.23E-07,5.04E-08,1.87E-07,4.52E-12,9.44E-05
275,0.0444976,0.00106336,0.000476092,0.0252331,0.0070001,0.000642932,0.000242073,0.0001031,0.00707874,1.24E-07,5.08E-08,1.88E-07,4.56E-12,9.39E-05
276,0.0446848,0.00106972,0.000479021,0.0253753,0.00704405,0.00064735,0.000243778,0.000103839,0.00712726,1.25E-07,5.13E-08,1.90E-07,4.60E-12,9.35E-05
277,0.0448717,0.00107608,0.000481951,0.0255175,0.00708804,0.000651774,0.000245486,0.00010458,0.00717585,1.26E-07,5.17E-08,1.92E-07,4.65E-12,9.30E-05
278,0.0450581,0.00108245,0.000484883,0.0256597,0.00713206,0.000656205,0.000247196,0.000105323,0.00722451,1.28E-07,5.22E-08,1.93E-07,4.69E-12,9.26E-05
279,0.0452441,0.00108882,0.000487815,0.0258019,0.00717611,0.000660642,0.00024891,0.000106066,0.00727326,1.29E-07,5.26E-08,1.95E-07,4.73E-12,9.21E-05
280,0.0454297,0.00109518,0.000490748,0.0259441,0.00722019,0.000665086,0.000250626,0.000106812,0.00732207,1.30E-07,5.31E-08,1.97E-07,4.78E-12,9.17E-05
281,0.0456148,0.00110155,0.000493682,0.0260863,0.00726431,0.000669535,0.000252345,0.000107558,0.00737096,1.31E-07,5.35E-08,1.99E-07,4.82E-12,9.12E-05
282,0.0457995,0.00110792,0.000496618,0.0262284,0.00730845,0.000673992,0.000254067,0.000108306,0.00741993,1.32E-07,5.40E-08,2.00E-07,4.86E-12,9.08E-05
283,0.0459838,0.00111429,0.000499554,0.0263705,0.00735263,0.000678454,0.000255791,0.000109054,0.00746896,1.33E-07,5.45E-08,2.02E-07,4.91E-12,9.04E-05
284,0.0461677,0.00112066,0.000502491,0.0265126,0.00739684,0.000682922,0.000257518,0.000109805,0.00751807,1.34E-07,5.49E-08,2.04E-07,4.95E-12,8.99E-05
285,0.0463511,0.00112703,0.000505429,0.0266547,0.00744108,0.000687397,0.000259248,0.000110556,0.00756725,1.35E-07,5.54E-08,2.06E-07,5.00E-12,8.95E-05
286,0.0465341,0.0011334,0.000508368,0.0267968,0.00748535,0.000691878,0.00026098,0.000111309,0.0076165,1.37E-07,5.59E-08,2.07E-07,5.04E-12,8.91E-05
287,0.0467167,0.00113978,0.000511307,0.0269388,0.00752965,0.000696364,0.000262716,0.000112063,0.00766583,1.38E-07,5.64E-08,2.09E-07,5.09E-12,8.87E-05
288,0.0468988,0.00114615,0.000514248,0.0270809,0.00757397,0.000700857,0.000264453,0.000112818,0.00771522,1.39E-07,5.68E-08,2.11E-07,5.13E-12,8.83E-05
289,0.0470806,0.00115252,0.000517189,0.0272229,0.00761833,0.000705356,0.000266194,0.000113575,0.00776468,1.40E-07,5.73E-08,2.13E-07,5.18E-12,8.79E-05
290,0.0472619,0.0011589,0.000520131,0.0273648,0.00766271,0.00070986,0.000267937,0.000114333,0.00781421,1.41E-07,5.78E-08,2.14E-07,5.22E-12,8.75E-05
291,0.0474427,0.00116527,0.000523074,0.0275068,0.00770712,0.000714371,0.000269683,0.000115092,0.0078638,1.42E-07,5.83E-08,2.16E-07,5.27E-12,8.71E-05
292,0.0476232,0.00117164,0.000526017,0.0276487,0.00775155,0.000718887,0.000271431,0.000115852,0.00791347,1.44E-07,5.88E-08,2.18E-07,5.32E-12,8.67E-05
293,0.0478032,0.00117802,0.000528961,0.0277905,0.00779601,0.000723408,0.000273181,0.000116613,0.0079632,1.45E-07,5.92E-08,2.20E-07,5.36E-12,8.63E-05
294,0.0479828,0.00118439,0.000531905,0.0279324,0.0078405,0.000727936,0.000274935,0.000117376,0.008013,1.46E-07,5.97E-08,2.22E-07,5.41E-12,8.59E-05
295,0.0481619,0.00119077,0.00053485,0.0280742,0.00788501,0.000732469,0.00027669,0.00011814,0.00806286,1.47E-07,6.02E-08,2.24E-07,5.46E-12,8.55E-05
