name,stra.14027,stra.14031,stra.14032,stra.14148,stra.14149,stra.14151,stra.14152,stra.14153,stra.14269,stra.14397,stra.14399,stra.14512,stra.14632,stra.14642
204100,0.000306321,0.0942498,0.0884148,9.58E-05,0.00959586,0.140958,0.146574,0.103292,0.000375173,2.01E-06,3.31E-05,1.03E-06,9.29E-11,3.43E-07
204200,0.000303103,0.0943286,0.0885656,9.50E-05,0.00955806,0.140971,0.146744,0.103484,0.000371777,2.00E-06,3.29E-05,1.00E-06,8.75E-11,3.27E-07
204300,0.000299072,0.094159,0.0885027,9.37E-05,0.00947132,0.140296,0.146226,0.103216,0.000365743,1.98E-06,3.25E-05,9.67E-07,8.21E-11,3.16E-07
204400,0.000297094,0.0944268,0.08884,9.32E-05,0.0094479,0.140436,0.146527,0.103512,0.000362958,1.97E-06,3.24E-05,9.48E-07,7.88E-11,3.10E-07
204500,0.000296437,0.0946933,0.0890903,9.31E-05,0.00946043,0.1408,0.146913,0.103768,0.000362219,1.95E-06,3.21E-05,9.32E-07,7.60E-11,3.05E-07
204600,0.000295629,0.0947339,0.0890906,9.31E-05,0.00947267,0.141072,0.147156,0.103889,0.000362013,1.95E-06,3.20E-05,9.24E-07,7.43E-11,3.03E-07
204700,0.000292671,0.0943928,0.0888317,9.25E-05,0.00943274,0.140784,0.146954,0.103799,0.000360421,1.94E-06,3.20E-05,9.18E-07,7.34E-11,2.97E-07
204800,0.000290014,0.0942326,0.0887269,9.15E-05,0.00936034,0.140034,0.146253,0.103342,0.000355261,1.91E-06,3.14E-05,8.91E-07,6.96E-11,2.95E-07
204900,0.000286883,0.0944165,0.0889904,9.08E-05,0.00933135,0.140167,0.146547,0.103629,0.000352505,1.90E-06,3.13E-05,8.75E-07,6.63E-11,2.84E-07
205000,0.00028331,0.0945181,0.0901945,9.01E-05,0.00930586,0.140447,0.147031,0.10407,0.00035032,1.91E-06,3.14E-05,8.65E-07,6.37E-11,2.71E-07
205100,0.000280005,0.0940674,0.0898112,8.94E-05,0.00925999,0.140048,0.146688,0.103863,0.000348237,1.90E-06,3.12E-05,8.55E-07,6.16E-11,2.59E-07
205200,0.000279417,0.0944808,0.0901746,8.93E-05,0.00928221,0.140565,0.147198,0.104174,0.000347245,1.88E-06,3.09E-05,8.38E-07,5.87E-11,2.49E-07
205300,0.00027663,0.0943951,0.0901517,8.87E-05,0.00925317,0.140539,0.147277,0.10428,0.000345357,1.88E-06,3.09E-05,8.30E-07,5.73E-11,2.39E-07
205400,0.000276693,0.0944843,0.0901908,8.87E-05,0.00926209,0.140624,0.147296,0.104234,0.000344606,1.86E-06,3.06E-05,8.16E-07,5.53E-11,2.37E-07
205500,0.000275849,0.0947367,0.0904768,8.88E-05,0.00928793,0.141282,0.148059,0.104811,0.000345604,1.87E-06,3.07E-05,8.17E-07,5.49E-11,2.32E-07
205600,0.000275106,0.094725,0.0904724,8.86E-05,0.00927907,0.14126,0.148053,0.104807,0.000344414,1.86E-06,3.05E-05,8.04E-07,5.30E-11,2.31E-07
205700,0.000273626,0.0945371,0.0903161,8.84E-05,0.0092658,0.14123,0.148066,0.104835,0.000343816,1.86E-06,3.05E-05,7.98E-07,5.19E-11,2.28E-07
205800,0.000273322,0.0946806,0.0904471,8.84E-05,0.00927641,0.141497,0.14835,0.105026,0.000343516,1.85E-06,3.04E-05,7.91E-07,5.09E-11,2.28E-07
205900,0.000270585,0.094606,0.0904573,8.78E-05,0.00924778,0.141534,0.148537,0.105239,0.000341973,1.85E-06,3.05E-05,7.88E-07,5.05E-11,2.21E-07
206000,0.000267229,0.0939351,0.0898179,8.69E-05,0.00917712,0.140645,0.147616,0.104576,0.00033853,1.83E-06,3.01E-05,7.73E-07,4.80E-11,2.15E-07
206100,0.000265226,0.0941192,0.0900344,8.65E-05,0.00917191,0.140947,0.148012,0.104887,0.000337036,1.83E-06,3.00E-05,7.62E-07,4.60E-11,2.06E-07
206200,0.000264116,0.0942029,0.0901275,8.62E-05,0.00916433,0.141013,0.148108,0.10496,0.000335606,1.82E-06,2.98E-05,7.51E-07,4.42E-11,2.03E-07
206300,0.000262435,0.0940354,0.0899989,8.59E-05,0.00914805,0.140965,0.148111,0.104988,0.000334767,1.81E-06,2.98E-05,7.46E-07,4.31E-11,2.00E-07
206400,0.000261387,0.0939556,0.0899342,8.56E-05,0.00912486,0.140731,0.147886,0.104833,0.000332894,1.80E-06,2.95E-05,7.33E-07,4.15E-11,1.99E-07
206500,0.000261447,0.0940883,0.0900372,8.57E-05,0.00913636,0.140912,0.14804,0.104907,0.000332427,1.78E-06,2.92E-05,7.22E-07,4.01E-11,1.97E-07
206600,0.000262068,0.0941766,0.0910475,8.57E-05,0.00913632,0.140758,0.147763,0.104623,0.000330781,1.75E-06,2.87E-05,7.05E-07,3.83E-11,1.99E-07
206700,0.000263299,0.0944867,0.0912848,8.60E-05,0.00917652,0.141212,0.148136,0.10481,0.000331459,1.74E-06,2.85E-05,6.95E-07,3.71E-11,1.99E-07
206800,0.000262189,0.094355,0.0911762,8.60E-05,0.009175,0.141283,0.148229,0.104881,0.000331459,1.74E-06,2.84E-05,6.90E-07,3.62E-11,1.95E-07
206900,0.000262973,0.0943879,0.0911166,8.62E-05,0.0091994,0.141402,0.148204,0.104755,0.000331692,1.72E-06,2.81E-05,6.78E-07,3.49E-11,1.96E-07
207000,0.000263648,0.0946061,0.0912803,8.66E-05,0.00923823,0.14193,0.148689,0.105042,0.000332755,1.71E-06,2.80E-05,6.73E-07,3.42E-11,1.97E-07
207100,0.000263556,0.0944593,0.0910845,8.67E-05,0.00924714,0.141941,0.148616,0.104927,0.000332891,1.70E-06,2.78E-05,6.66E-07,3.35E-11,1.98E-07
207200,0.000262864,0.0944136,0.091043,8.68E-05,0.00926229,0.142266,0.148968,0.105173,0.000333745,1.71E-06,2.79E-05,6.67E-07,3.33E-11,1.97E-07
207300,0.0002606,0.0940964,0.0907868,8.63E-05,0.0092267,0.141997,0.148775,0.105084,0.000332298,1.71E-06,2.79E-05,6.63E-07,3.28E-11,1.94E-07
207400,0.000260447,0.0942618,0.0909522,8.62E-05,0.00922469,0.142084,0.148888,0.105169,0.000330986,1.70E-06,2.77E-05,6.50E-07,3.11E-11,1.97E-07
207500,0.000259649,0.0942083,0.0908956,8.59E-05,0.00920545,0.141894,0.148693,0.105021,0.000329189,1.68E-06,2.74E-05,6.38E-07,2.98E-11,1.99E-07
207600,0.000258604,0.0941622,0.0908472,8.53E-05,0.00915602,0.141269,0.148046,0.104555,0.000325112,1.65E-06,2.69E-05,6.18E-07,2.81E-11,2.02E-07
207700,0.000259322,0.0945988,0.0912664,8.56E-05,0.00920195,0.142045,0.14886,0.105123,0.00032633,1.65E-06,2.69E-05,6.15E-07,2.75E-11,2.04E-07
207800,0.000258303,0.0943868,0.0910604,8.55E-05,0.0091911,0.141953,0.14877,0.105054,0.000325808,1.65E-06,2.68E-05,6.11E-07,2.69E-11,2.04E-07
207900,0.000259164,0.0944572,0.0910447,8.56E-05,0.00919746,0.141845,0.148533,0.104795,0.00032463,1.62E-06,2.64E-05,5.95E-07,2.57E-11,2.10E-07
208000,0.000257675,0.0942558,0.0908634,8.53E-05,0.00917764,0.141708,0.148424,0.104728,0.000323539,1.62E-06,2.63E-05,5.91E-07,2.53E-11,2.09E-07
208100,0.000256953,0.094157,0.0907048,8.49E-05,0.00915176,0.141245,0.147843,0.104241,0.000320853,1.59E-06,2.58E-05,5.76E-07,2.42E-11,2.08E-07
208200,0.000256006,0.0942575,0.0908027,8.46E-05,0.00914311,0.14125,0.147847,0.104231,0.000319426,1.58E-06,2.56E-05,5.68E-07,2.36E-11,2.05E-07
208300,0.000254399,0.0942371,0.0908115,8.43E-05,0.00913295,0.141343,0.147998,0.104356,0.000318477,1.57E-06,2.56E-05,5.63E-07,2.31E-11,2.00E-07
208400,0.000253255,0.0941868,0.09077,8.41E-05,0.00912209,0.141325,0.147995,0.104351,0.000317421,1.56E-06,2.54E-05,5.56E-07,2.26E-11,1.98E-07
208500,0.000252578,0.0942324,0.0908229,8.40E-05,0.00912517,0.141497,0.148197,0.1045,0.000317154,1.56E-06,2.54E-05,5.53E-07,2.23E-11,1.97E-07
208600,0.000250419,0.0941116,0.090759,8.37E-05,0.00911293,0.14165,0.148455,0.104731,0.000316757,1.57E-06,2.55E-05,5.53E-07,2.22E-11,1.90E-07
208700,0.000249345,0.0941604,0.0908255,8.35E-05,0.00911867,0.141921,0.148777,0.104972,0.000316711,1.57E-06,2.55E-05,5.52E-07,2.21E-11,1.86E-07
208800,0.000247263,0.0940385,0.0907454,8.31E-05,0.00909385,0.141873,0.148807,0.105029,0.000315173,1.57E-06,2.55E-05,5.48E-07,2.17E-11,1.82E-07
208900,0.00024587,0.0939311,0.0906458,8.28E-05,0.00907784,0.141818,0.148778,0.105009,0.000313804,1.56E-06,2.54E-05,5.40E-07,2.11E-11,1.80E-07
209000,0.000244176,0.0936392,0.0903323,8.23E-05,0.00905037,0.141446,0.148341,0.104657,0.000311962,1.55E-06,2.51E-05,5.32E-07,2.06E-11,1.75E-07
209100,0.000241928,0.0937443,0.0904788,8.19E-05,0.00904599,0.141828,0.14884,0.105048,0.000311146,1.55E-06,2.52E-05,5.30E-07,2.03E-11,1.62E-07
209200,0.000239593,0.0936535,0.0904641,8.15E-05,0.00902876,0.142003,0.149165,0.105355,0.000310348,1.56E-06,2.53E-05,5.29E-07,2.02E-11,1.54E-07
209300,0.00023771,0.093588,0.0904544,8.13E-05,0.00902666,0.142313,0.149592,0.105707,0.000310377,1.57E-06,2.54E-05,5.28E-07,2.00E-11,1.47E-07
209400,0.000235325,0.0931274,0.0900212,8.08E-05,0.00899299,0.141991,0.149286,0.105494,0.000309169,1.56E-06,2.53E-05,5.24E-07,1.97E-11,1.40E-07
209500,0.000234574,0.0934175,0.0903356,8.08E-05,0.00901032,0.142556,0.149949,0.105991,0.000309178,1.56E-06,2.54E-05,5.21E-07,1.94E-11,1.37E-07
209600,0.000232469,0.0933047,0.0902921,8.03E-05,0.0089884,0.142597,0.15011,0.106168,0.000308118,1.57E-06,2.54E-05,5.19E-07,1.92E-11,1.33E-07
209700,0.000231566,0.0932742,0.0902435,8.03E-05,0.00900506,0.142974,0.150488,0.106405,0.000308674,1.57E-06,2.54E-05,5.17E-07,1.89E-11,1.30E-07
209800,0.000228769,0.0928317,0.0898493,7.99E-05,0.00898564,0.142958,0.15053,0.106457,0.000308641,1.58E-06,2.56E-05,5.20E-07,1.89E-11,1.24E-07
209900,0.000228304,0.0928375,0.0898013,8.00E-05,0.00900393,0.143246,0.150758,0.106549,0.000308872,1.57E-06,2.54E-05,5.16E-07,1.86E-11,1.23E-07
210000,0.000226774,0.0927492,0.0897457,7.94E-05,0.0089667,0.142928,0.150485,0.106381,0.000306236,1.55E-06,2.52E-05,5.05E-07,1.80E-11,1.22E-07
210100,0.000227333,0.0929653,0.0899037,7.96E-05,0.00898714,0.143173,0.150665,0.106447,0.0003059,1.54E-06,2.49E-05,4.97E-07,1.74E-11,1.24E-07
210200,0.000225724,0.0927763,0.0897353,7.92E-05,0.00896685,0.143052,0.150569,0.106383,0.00030482,1.53E-06,2.48E-05,4.93E-07,1.72E-11,1.22E-07
210300,0.000225144,0.0927,0.0896282,7.92E-05,0.00896838,0.143085,0.150552,0.106322,0.000304475,1.53E-06,2.47E-05,4.88E-07,1.68E-11,1.22E-07
210400,0.000224492,0.0928711,0.0898047,7.91E-05,0.00897985,0.143438,0.150941,0.106594,0.000304328,1.52E-06,2.46E-05,4.84E-07,1.65E-11,1.21E-07
210500,0.00022369,0.0928762,0.0898331,7.92E-05,0.00899412,0.143811,0.151368,0.106909,0.000305069,1.53E-06,2.47E-05,4.84E-07,1.64E-11,1.20E-07
210600,0.000222278,0.092628,0.0896227,7.89E-05,0.00896831,0.143577,0.151175,0.106798,0.000304069,1.52E-06,2.46E-05,4.81E-07,1.62E-11,1.19E-07
210700,0.000222014,0.0927128,0.0897002,7.87E-05,0.00895813,0.143508,0.151107,0.106742,0.000302641,1.51E-06,2.44E-05,4.73E-07,1.58E-11,1.21E-07
210800,0.000221695,0.0930706,0.0900749,7.84E-05,0.00893757,0.143482,0.151159,0.106812,0.000299652,1.49E-06,2.41E-05,4.59E-07,1.50E-11,1.24E-07
210900,0.000221386,0.0930479,0.0900295,7.81E-05,0.00891829,0.143179,0.15081,0.106535,0.000297821,1.47E-06,2.38E-05,4.51E-07,1.46E-11,1.26E-07
211000,0.000220775,0.0930325,0.0900174,7.81E-05,0.00892062,0.143329,0.150981,0.106655,0.000297653,1.47E-06,2.38E-05,4.49E-07,1.45E-11,1.25E-07
211100,0.000219628,0.0930113,0.0900234,7.78E-05,0.00890317,0.143309,0.151022,0.106708,0.000296363,1.47E-06,2.37E-05,4.45E-07,1.42E-11,1.24E-07
211200,0.000218483,0.0929595,0.0899839,7.74E-05,0.00888339,0.143259,0.15102,0.10672,0.000294572,1.46E-06,2.36E-05,4.35E-07,1.35E-11,1.23E-07
211300,0.000217457,0.0928544,0.0898917,7.72E-05,0.00886742,0.143198,0.150995,0.106712,0.000293221,1.45E-06,2.35E-05,4.26E-07,1.27E-11,1.22E-07
211400,0.000216182,0.0928829,0.0899511,7.66E-05,0.00883011,0.142973,0.150855,0.106654,0.000289887,1.43E-06,2.32E-05,4.10E-07,1.14E-11,1.21E-07
211500,0.00021442,0.0928584,0.0899894,7.61E-05,0.00879951,0.142931,0.150946,0.106788,0.000287715,1.43E-06,2.31E-05,4.02E-07,1.08E-11,1.19E-07
211600,0.00021209,0.0926927,0.0898831,7.53E-05,0.00873796,0.14242,0.150535,0.106557,0.000283781,1.41E-06,2.29E-05,3.90E-07,1.01E-11,1.17E-07
211700,0.000211082,0.0928524,0.090044,7.49E-05,0.00872169,0.142424,0.150572,0.106585,0.000281446,1.40E-06,2.26E-05,3.80E-07,9.58E-12,1.15E-07
211800,0.000210952,0.0931864,0.0903196,7.46E-05,0.0087127,0.142402,0.150498,0.10647,0.000278717,1.37E-06,2.22E-05,3.67E-07,8.98E-12,1.14E-07
211900,0.000209884,0.0934535,0.0906188,7.43E-05,0.00870665,0.142688,0.150893,0.106785,0.000277283,1.36E-06,2.21E-05,3.61E-07,8.68E-12,1.11E-07
212000,0.000208469,0.0933386,0.090537,7.38E-05,0.00866813,0.142372,0.150639,0.106639,0.000274695,1.35E-06,2.19E-05,3.52E-07,8.22E-12,1.09E-07
212100,0.000208033,0.0934152,0.0906121,7.38E-05,0.00867903,0.142696,0.151,0.106892,0.00027461,1.35E-06,2.18E-05,3.48E-07,7.98E-12,1.07E-07
212200,0.000207367,0.0933228,0.0905017,7.37E-05,0.00867319,0.14268,0.150966,0.106842,0.000273729,1.34E-06,2.17E-05,3.43E-07,7.73E-12,1.06E-07
212300,0.000206926,0.0932983,0.0904489,7.36E-05,0.00866445,0.14256,0.150798,0.106682,0.00027258,1.33E-06,2.14E-05,3.37E-07,7.48E-12,1.05E-07
212400,0.000205831,0.0931088,0.0902796,7.34E-05,0.0086568,0.142584,0.150854,0.106731,0.000272377,1.33E-06,2.14E-05,3.36E-07,7.41E-12,1.03E-07
212500,0.000204812,0.0930203,0.0902171,7.33E-05,0.00866004,0.142823,0.151151,0.106958,0.000272691,1.33E-06,2.15E-05,3.36E-07,7.37E-12,1.01E-07
212600,0.000203771,0.0928188,0.0900003,7.32E-05,0.00865476,0.142829,0.151136,0.106915,0.000272383,1.33E-06,2.14E-05,3.34E-07,7.27E-12,9.94E-08
212700,0.000203117,0.0930157,0.0901932,7.31E-05,0.00867288,0.143337,0.15169,0.107299,0.000272501,1.33E-06,2.14E-05,3.33E-07,7.18E-12,9.76E-08
212800,0.000202436,0.0930961,0.0903027,7.32E-05,0.00869043,0.143847,0.152292,0.107753,0.000273305,1.34E-06,2.16E-05,3.34E-07,7.19E-12,9.65E-08
212900,0.000200385,0.0926782,0.0899456,7.28E-05,0.00866317,0.143697,0.152224,0.107751,0.000272902,1.34E-06,2.17E-05,3.35E-07,7.21E-12,9.42E-08
213000,0.000200329,0.0928167,0.0900843,7.30E-05,0.00869121,0.14424,0.15281,0.108168,0.000273937,1.35E-06,2.18E-05,3.36E-07,7.19E-12,9.40E-08
213100,0.000199236,0.0925368,0.0898115,7.28E-05,0.00867417,0.144049,0.152613,0.108021,0.00027329,1.35E-06,2.17E-05,3.34E-07,7.11E-12,9.30E-08
213200,0.000199728,0.0924605,0.0896481,7.28E-05,0.00867457,0.143781,0.15218,0.107611,0.000272384,1.33E-06,2.14E-05,3.27E-07,6.88E-12,9.37E-08
213300,0.000200682,0.0926268,0.089716,7.32E-05,0.00870867,0.144051,0.152297,0.107574,0.00027291,1.31E-06,2.11E-05,3.22E-07,6.66E-12,9.32E-08
213400,0.000200456,0.0926516,0.0897112,7.30E-05,0.00870095,0.143951,0.152157,0.107438,0.000271701,1.30E-06,2.09E-05,3.17E-07,6.49E-12,9.18E-08
213500,0.000199254,0.0926479,0.0897379,7.27E-05,0.00868274,0.143939,0.152207,0.107498,0.000270368,1.29E-06,2.08E-05,3.14E-07,6.38E-12,8.83E-08
213600,0.00019947,0.0926566,0.0896674,7.26E-05,0.00866692,0.143513,0.151634,0.106999,0.000268324,1.27E-06,2.04E-05,3.05E-07,6.12E-12,8.74E-08
213700,0.000198225,0.0927694,0.0897746,7.22E-05,0.00865364,0.143589,0.151736,0.107058,0.000266562,1.26E-06,2.02E-05,3.01E-07,5.97E-12,8.38E-08
213800,0.000197755,0.0928533,0.0898188,7.21E-05,0.00865851,0.143733,0.151839,0.107081,0.000265832,1.25E-06,2.00E-05,2.97E-07,5.83E-12,8.14E-08
213900,0.000196452,0.0926515,0.0896463,7.19E-05,0.00864636,0.143703,0.151842,0.107094,0.000265416,1.25E-06,2.00E-05,2.96E-07,5.76E-12,7.64E-08
214000,0.000196531,0.0927923,0.0897707,7.21E-05,0.00867958,0.144232,0.152368,0.10744,0.000266509,1.25E-06,2.00E-05,2.94E-07,5.68E-12,7.30E-08
214100,0.000195606,0.092471,0.0894458,7.21E-05,0.0086768,0.144187,0.152289,0.107355,0.000266785,1.25E-06,2.00E-05,2.94E-07,5.62E-12,6.97E-08
214200,0.000195647,0.0925533,0.089489,7.24E-05,0.00871602,0.144779,0.152847,0.107693,0.000268333,1.25E-06,2.00E-05,2.94E-07,5.57E-12,6.72E-08
214300,0.000194253,0.0922769,0.089253,7.23E-05,0.00872713,0.145167,0.153312,0.108045,0.000269741,1.26E-06,2.02E-05,2.97E-07,5.63E-12,6.37E-08
214400,0.000193548,0.0921508,0.0891353,7.24E-05,0.00874584,0.145576,0.153757,0.108358,0.000270906,1.27E-06,2.04E-05,2.99E-07,5.64E-12,6.14E-08
214500,0.000193526,0.0919681,0.0888932,7.25E-05,0.00875716,0.145565,0.15363,0.108187,0.000271181,1.26E-06,2.02E-05,2.96E-07,5.53E-12,6.02E-08
214600,0.000194019,0.0921979,0.0890506,7.26E-05,0.00876769,0.145621,0.153586,0.108077,0.000269984,1.24E-06,1.99E-05,2.88E-07,5.27E-12,5.97E-08
214700,0.000193125,0.0922624,0.0891103,7.24E-05,0.00876591,0.145809,0.153798,0.108215,0.000269168,1.24E-06,1.98E-05,2.85E-07,5.16E-12,5.83E-08
214800,0.000191268,0.0916815,0.0885153,7.18E-05,0.00870817,0.144928,0.152827,0.107484,0.000266451,1.22E-06,1.95E-05,2.78E-07,4.96E-12,5.70E-08
214900,0.00019153,0.0920065,0.0888116,7.19E-05,0.00874005,0.145508,0.153416,0.107872,0.00026686,1.22E-06,1.94E-05,2.77E-07,4.88E-12,5.68E-08
215000,0.000192302,0.0922558,0.0889556,7.20E-05,0.00875304,0.145536,0.153296,0.107673,0.000265616,1.20E-06,1.91E-05,2.69E-07,4.66E-12,5.75E-08
215100,0.000191976,0.0924173,0.0890888,7.17E-05,0.00873518,0.145347,0.153077,0.10749,0.000263156,1.18E-06,1.87E-05,2.60E-07,4.32E-12,5.76E-08
215200,0.000191119,0.0927907,0.0894789,7.14E-05,0.00873211,0.145711,0.15354,0.107839,0.000261501,1.17E-06,1.86E-05,2.55E-07,4.12E-12,5.71E-08
215300,0.000189897,0.0926429,0.0893731,7.12E-05,0.00871668,0.145698,0.153598,0.107916,0.000260812,1.17E-06,1.86E-05,2.53E-07,4.02E-12,5.62E-08
215400,0.000189139,0.0928244,0.0895645,7.11E-05,0.00872583,0.146134,0.154105,0.108282,0.00026053,1.17E-06,1.86E-05,2.51E-07,3.95E-12,5.56E-08
215500,0.000188329,0.0926972,0.0894425,7.07E-05,0.00869336,0.145719,0.153679,0.10798,0.000258546,1.16E-06,1.84E-05,2.47E-07,3.82E-12,5.60E-08
215600,0.00118576,0.0927239,0.0894967,7.02E-05,0.00866091,0.145506,0.153532,0.107908,0.00025623,1.15E-06,1.83E-05,2.42E-07,3.70E-12,5.61E-08
215700,0.00118656,0.0928649,0.0896086,7.04E-05,0.00868024,0.145832,0.153844,0.108096,0.000256419,1.14E-06,1.82E-05,2.39E-07,3.61E-12,5.66E-08
215800,0.00118848,0.0929263,0.0896191,7.06E-05,0.00870982,0.146223,0.154181,0.108275,0.000257275,1.14E-06,1.82E-05,2.38E-07,3.56E-12,5.70E-08
215900,0.00118411,0.0928581,0.089581,7.06E-05,0.00872239,0.146591,0.15462,0.108611,0.000258102,1.15E-06,1.83E-05,2.39E-07,3.56E-12,5.65E-08
216000,0.00117248,0.0922735,0.0890472,7.01E-05,0.00866629,0.145851,0.153904,0.10814,0.000256266,1.14E-06,1.82E-05,2.37E-07,3.50E-12,5.62E-08
216100,0.00117041,0.0924579,0.0892433,7.00E-05,0.00866911,0.14609,0.1542,0.108363,0.000255656,1.14E-06,1.81E-05,2.34E-07,3.42E-12,5.67E-08
216200,0.00116354,0.0924379,0.0892422,6.98E-05,0.00866003,0.146192,0.154353,0.108484,0.000254906,1.14E-06,1.81E-05,2.32E-07,3.37E-12,5.64E-08
216300,0.00115989,0.0922666,0.0890656,6.96E-05,0.00863858,0.145863,0.153991,0.108211,0.000253697,1.13E-06,1.79E-05,2.29E-07,3.29E-12,5.71E-08
216400,0.00116432,0.0923558,0.0890783,6.96E-05,0.00864033,0.145642,0.153629,0.107869,0.000252702,1.11E-06,1.76E-05,2.24E-07,3.18E-12,5.90E-08
216500,0.00116812,0.0926304,0.0892641,6.98E-05,0.00865882,0.145838,0.153719,0.107838,0.000252041,1.10E-06,1.74E-05,2.19E-07,3.04E-12,6.02E-08
216600,0.00116415,0.0927746,0.0893773,6.95E-05,0.00864619,0.145854,0.153736,0.107821,0.000250101,1.08E-06,1.72E-05,2.13E-07,2.86E-12,6.04E-08
216700,0.00115821,0.0928144,0.089451,6.90E-05,0.00861203,0.145575,0.153523,0.107711,0.000247823,1.07E-06,1.70E-05,2.08E-07,2.72E-12,6.07E-08
216800,0.00116056,0.0932099,0.0897813,6.90E-05,0.00862368,0.145804,0.153702,0.107774,0.000246583,1.06E-06,1.68E-05,2.02E-07,2.56E-12,6.13E-08
216900,0.00114693,0.0931269,0.0897913,6.84E-05,0.00857544,0.145557,0.153615,0.107804,0.000244321,1.05E-06,1.67E-05,1.99E-07,2.49E-12,6.02E-08
217000,0.00114453,0.093297,0.0899543,6.82E-05,0.0085599,0.145439,0.153499,0.107713,0.000242586,1.04E-06,1.65E-05,1.94E-07,2.39E-12,6.09E-08
217100,0.00114158,0.0936052,0.090276,6.80E-05,0.00855623,0.145653,0.153782,0.107929,0.000241304,1.03E-06,1.64E-05,1.91E-07,2.30E-12,6.15E-08
217200,0.00113352,0.093503,0.0901983,6.75E-05,0.00852357,0.145377,0.153542,0.107777,0.000239444,1.03E-06,1.62E-05,1.88E-07,2.24E-12,6.16E-08
217300,0.00113084,0.0934832,0.0901374,6.73E-05,0.00851318,0.14519,0.153279,0.107537,0.00023821,1.01E-06,1.60E-05,1.84E-07,2.16E-12,6.17E-08
217400,0.00112978,0.0938387,0.090436,6.73E-05,0.00853487,0.145675,0.153743,0.107806,0.000237696,1.01E-06,1.59E-05,1.81E-07,2.09E-12,6.12E-08
217500,0.00113031,0.0938151,0.0903455,6.75E-05,0.00855511,0.145836,0.153793,0.107758,0.00023804,1.00E-06,1.58E-05,1.80E-07,2.04E-12,6.14E-08
217600,0.00112897,0.0935978,0.0900358,6.72E-05,0.00853311,0.145243,0.153006,0.107088,0.000236263,9.81E-07,1.55E-05,1.75E-07,1.96E-12,6.23E-08
217700,0.00112498,0.0940321,0.0904811,6.70E-05,0.00853487,0.145636,0.153489,0.107449,0.000235036,9.76E-07,1.54E-05,1.73E-07,1.91E-12,6.22E-08
217800,0.00112089,0.0940697,0.0905075,6.68E-05,0.00852753,0.145655,0.153507,0.107445,0.000234107,9.70E-07,1.53E-05,1.71E-07,1.87E-12,6.22E-08
217900,0.00111395,0.0938419,0.0902765,6.65E-05,0.00850732,0.145406,0.153226,0.107219,0.000233138,9.63E-07,1.52E-05,1.68E-07,1.82E-12,6.08E-08
218000,0.00111226,0.0940286,0.0904459,6.65E-05,0.00851822,0.1457,0.153524,0.107405,0.000232826,9.58E-07,1.51E-05,1.66E-07,1.78E-12,6.02E-08
218100,0.00110642,0.094237,0.0906505,6.63E-05,0.00852115,0.146053,0.153924,0.107677,0.000232201,9.55E-07,1.50E-05,1.65E-07,1.75E-12,5.88E-08
218200,0.00109769,0.0942153,0.090677,6.60E-05,0.00850944,0.146258,0.154245,0.107949,0.000231634,9.58E-07,1.51E-05,1.65E-07,1.73E-12,5.77E-08
218300,0.0010852,0.0937493,0.0902737,6.55E-05,0.00845555,0.145653,0.153695,0.107606,0.000229836,9.54E-07,1.50E-05,1.63E-07,1.71E-12,5.63E-08
218400,0.00107807,0.093821,0.0903814,6.53E-05,0.00846224,0.146058,0.154188,0.10798,0.000229918,9.57E-07,1.51E-05,1.63E-07,1.70E-12,5.38E-08
218500,0.00106519,0.0936888,0.09032,6.47E-05,0.0084226,0.145869,0.154112,0.107985,0.000228133,9.55E-07,1.50E-05,1.62E-07,1.67E-12,5.18E-08
218600,0.00105431,0.0934954,0.0901904,6.42E-05,0.00838767,0.145659,0.153992,0.107947,0.000226732,9.52E-07,1.50E-05,1.60E-07,1.64E-12,5.03E-08
218700,0.00104943,0.0935168,0.090245,6.40E-05,0.00837308,0.145637,0.154029,0.108,0.000225734,9.46E-07,1.49E-05,1.58E-07,1.60E-12,4.98E-08
218800,0.00104495,0.0935814,0.0903508,6.38E-05,0.00835375,0.145566,0.154035,0.108045,0.000224527,9.41E-07,1.48E-05,1.56E-07,1.57E-12,4.96E-08
218900,0.00104919,0.0938898,0.0905631,6.39E-05,0.00837162,0.145736,0.154085,0.107975,0.000223821,9.26E-07,1.46E-05,1.52E-07,1.50E-12,5.04E-08
219000,0.00105123,0.09426,0.0908776,6.40E-05,0.00839754,0.146199,0.154514,0.108219,0.000223662,9.20E-07,1.44E-05,1.50E-07,1.46E-12,5.05E-08
219100,0.00104967,0.0942385,0.090823,6.39E-05,0.0083934,0.14614,0.154411,0.108107,0.000222913,9.13E-07,1.43E-05,1.48E-07,1.43E-12,5.07E-08
219200,0.00104044,0.0938914,0.0904944,6.35E-05,0.00835523,0.145678,0.153947,0.107782,0.000221265,9.05E-07,1.42E-05,1.46E-07,1.39E-12,4.92E-08
219300,0.0010362,0.093915,0.0905301,6.35E-05,0.00837312,0.146161,0.154486,0.108165,0.000221923,9.10E-07,1.43E-05,1.46E-07,1.39E-12,4.77E-08
219400,0.00102656,0.0936274,0.0902812,6.31E-05,0.00834961,0.146046,0.154428,0.108148,0.000221131,9.10E-07,1.43E-05,1.46E-07,1.37E-12,4.64E-08
