name,stra.112,stra.1443,stra.2774,stra.4105,stra.13542,stra.13663,stra.13784,stra.13905,stra.14026,stra.14642,stra.13321
15,7.75E-05,7.27E-05,6.76E-05,6.27E-05,3.50E-05,2.67E-05,1.95E-05,1.34E-05,8.51E-06,4.37E-05,2.28E-05
16,7.43E-05,6.96E-05,6.46E-05,5.98E-05,3.37E-05,2.54E-05,1.82E-05,1.23E-05,7.64E-06,4.26E-05,1.84E-05
17,7.11E-05,6.65E-05,6.15E-05,5.68E-05,3.26E-05,2.42E-05,1.72E-05,1.14E-05,6.91E-06,4.16E-05,1.47E-05
18,6.78E-05,6.33E-05,5.85E-05,5.39E-05,3.15E-05,2.32E-05,1.62E-05,1.06E-05,6.29E-06,4.07E-05,1.17E-05
19,6.46E-05,6.02E-05,5.56E-05,5.11E-05,3.06E-05,2.23E-05,1.54E-05,9.89E-06,5.76E-06,3.99E-05,9.21E-06
20,6.14E-05,5.72E-05,5.27E-05,4.84E-05,2.98E-05,2.15E-05,1.47E-05,9.30E-06,5.32E-06,3.92E-05,7.23E-06
21,5.83E-05,5.42E-05,4.99E-05,4.58E-05,2.91E-05,2.08E-05,1.40E-05,8.78E-06,4.93E-06,3.86E-05,5.64E-06
22,5.53E-05,5.14E-05,4.72E-05,4.32E-05,2.85E-05,2.02E-05,1.35E-05,8.33E-06,4.61E-06,3.81E-05,4.37E-06
23,5.24E-05,4.87E-05,4.47E-05,4.09E-05,2.79E-05,1.97E-05,1.30E-05,7.94E-06,4.32E-06,3.77E-05,3.38E-06
24,4.97E-05,4.60E-05,4.22E-05,3.86E-05,2.74E-05,1.92E-05,1.26E-05,7.60E-06,4.08E-06,3.73E-05,2.60E-06
25,4.70E-05,4.35E-05,3.99E-05,3.64E-05,2.70E-05,1.88E-05,1.22E-05,7.31E-06,3.87E-06,3.70E-05,1.99E-06
26,4.45E-05,4.12E-05,3.77E-05,3.44E-05,2.67E-05,1.84E-05,1.19E-05,7.05E-06,3.68E-06,3.68E-05,1.52E-06
27,4.21E-05,3.89E-05,3.56E-05,3.24E-05,2.64E-05,1.81E-05,1.16E-05,6.82E-06,3.52E-06,3.66E-05,1.16E-06
28,3.97E-05,3.67E-05,3.36E-05,3.06E-05,2.61E-05,1.79E-05,1.14E-05,6.61E-06,3.38E-06,3.65E-05,8.80E-07
29,3.76E-05,3.47E-05,3.17E-05,2.88E-05,2.59E-05,1.76E-05,1.12E-05,6.44E-06,3.25E-06,3.64E-05,6.65E-07
30,3.55E-05,3.27E-05,2.99E-05,2.72E-05,2.57E-05,1.74E-05,1.10E-05,6.28E-06,3.14E-06,3.63E-05,5.02E-07
31,3.35E-05,3.09E-05,2.82E-05,2.56E-05,2.56E-05,1.73E-05,1.08E-05,6.14E-06,3.04E-06,3.63E-05,3.77E-07
32,3.16E-05,2.92E-05,2.66E-05,2.41E-05,2.55E-05,1.71E-05,1.07E-05,6.01E-06,2.95E-06,3.63E-05,2.83E-07
33,2.98E-05,2.75E-05,2.51E-05,2.28E-05,2.54E-05,1.70E-05,1.05E-05,5.90E-06,2.87E-06,3.64E-05,2.12E-07
34,2.81E-05,2.59E-05,2.36E-05,2.14E-05,2.53E-05,1.69E-05,1.04E-05,5.80E-06,2.80E-06,3.64E-05,1.58E-07
35,2.65E-05,2.44E-05,2.23E-05,2.02E-05,2.53E-05,1.68E-05,1.03E-05,5.71E-06,2.73E-06,3.65E-05,1.18E-07
36,2.50E-05,2.30E-05,2.10E-05,1.90E-05,2.52E-05,1.67E-05,1.02E-05,5.63E-06,2.67E-06,3.66E-05,8.72E-08
37,2.36E-05,2.17E-05,1.98E-05,1.79E-05,2.52E-05,1.66E-05,1.01E-05,5.55E-06,2.62E-06,3.67E-05,6.46E-08
38,2.22E-05,2.05E-05,1.86E-05,1.69E-05,2.52E-05,1.66E-05,1.01E-05,5.49E-06,2.57E-06,3.69E-05,4.78E-08
39,2.10E-05,1.93E-05,1.75E-05,1.59E-05,2.52E-05,1.66E-05,1.00E-05,5.43E-06,2.52E-06,3.70E-05,3.52E-08
40,1.98E-05,1.82E-05,1.65E-05,1.49E-05,2.53E-05,1.65E-05,9.96E-06,5.38E-06,2.48E-06,3.72E-05,2.59E-08
41,1.86E-05,1.71E-05,1.55E-05,1.41E-05,2.53E-05,1.65E-05,9.91E-06,5.33E-06,2.44E-06,3.74E-05,1.90E-08
42,1.75E-05,1.61E-05,1.46E-05,1.32E-05,2.53E-05,1.65E-05,9.88E-06,5.28E-06,2.41E-06,3.75E-05,1.39E-08
43,1.65E-05,1.52E-05,1.38E-05,1.25E-05,2.54E-05,1.65E-05,9.84E-06,5.24E-06,2.38E-06,3.77E-05,1.02E-08
44,1.55E-05,1.43E-05,1.29E-05,1.17E-05,2.55E-05,1.65E-05,9.82E-06,5.21E-06,2.35E-06,3.79E-05,7.45E-09
45,1.46E-05,1.34E-05,1.22E-05,1.10E-05,2.55E-05,1.65E-05,9.80E-06,5.18E-06,2.32E-06,3.82E-05,5.43E-09
46,1.38E-05,1.26E-05,1.15E-05,1.04E-05,2.56E-05,1.65E-05,9.78E-06,5.15E-06,2.30E-06,3.84E-05,3.95E-09
47,1.29E-05,1.19E-05,1.08E-05,9.75E-06,2.57E-05,1.66E-05,9.77E-06,5.12E-06,2.27E-06,3.86E-05,2.87E-09
48,1.22E-05,1.12E-05,1.01E-05,9.16E-06,2.58E-05,1.66E-05,9.76E-06,5.10E-06,2.25E-06,3.89E-05,2.08E-09
49,1.15E-05,1.05E-05,9.53E-06,8.62E-06,2.59E-05,1.66E-05,9.75E-06,5.08E-06,2.23E-06,3.91E-05,1.50E-09
50,1.08E-05,9.88E-06,8.96E-06,8.10E-06,2.60E-05,1.67E-05,9.75E-06,5.06E-06,2.21E-06,3.93E-05,1.09E-09
51,1.01E-05,9.29E-06,8.42E-06,7.61E-06,2.61E-05,1.67E-05,9.75E-06,5.05E-06,2.19E-06,3.96E-05,7.84E-10
52,9.53E-06,8.74E-06,7.91E-06,7.15E-06,2.63E-05,1.68E-05,9.76E-06,5.03E-06,2.18E-06,3.99E-05,5.65E-10
53,8.96E-06,8.21E-06,7.44E-06,6.72E-06,2.64E-05,1.68E-05,9.77E-06,5.02E-06,2.16E-06,4.01E-05,4.06E-10
54,8.42E-06,7.72E-06,6.99E-06,6.31E-06,2.65E-05,1.69E-05,9.78E-06,5.01E-06,2.15E-06,4.04E-05,2.92E-10
55,7.92E-06,7.25E-06,6.57E-06,5.93E-06,2.67E-05,1.69E-05,9.79E-06,5.00E-06,2.14E-06,4.07E-05,2.09E-10
56,7.44E-06,6.82E-06,6.17E-06,5.57E-06,2.68E-05,1.70E-05,9.80E-06,4.99E-06,2.12E-06,4.10E-05,1.50E-10
57,6.99E-06,6.40E-06,5.80E-06,5.23E-06,2.70E-05,1.71E-05,9.82E-06,4.99E-06,2.11E-06,4.13E-05,1.07E-10
58,6.57E-06,6.02E-06,5.44E-06,4.92E-06,2.71E-05,1.71E-05,9.84E-06,4.98E-06,2.10E-06,4.16E-05,7.67E-11
59,6.17E-06,5.65E-06,5.11E-06,4.62E-06,2.73E-05,1.72E-05,9.86E-06,4.98E-06,2.09E-06,4.19E-05,5.47E-11
60,5.80E-06,5.31E-06,4.80E-06,4.33E-06,2.74E-05,1.73E-05,9.89E-06,4.98E-06,2.08E-06,4.22E-05,3.90E-11
61,5.45E-06,4.99E-06,4.51E-06,4.07E-06,2.76E-05,1.73E-05,9.91E-06,4.98E-06,2.07E-06,4.25E-05,2.78E-11
62,5.12E-06,4.68E-06,4.23E-06,3.82E-06,2.78E-05,1.74E-05,9.94E-06,4.98E-06,2.06E-06,4.28E-05,1.97E-11
63,4.80E-06,4.40E-06,3.97E-06,3.59E-06,2.79E-05,1.75E-05,9.97E-06,4.98E-06,2.06E-06,4.31E-05,1.40E-11
64,4.51E-06,4.13E-06,3.73E-06,3.37E-06,2.81E-05,1.76E-05,1.00E-05,4.98E-06,2.05E-06,4.34E-05,9.95E-12
65,4.24E-06,3.87E-06,3.50E-06,3.16E-06,2.83E-05,1.77E-05,1.00E-05,4.98E-06,2.04E-06,4.38E-05,7.06E-12
66,3.98E-06,3.64E-06,3.29E-06,2.97E-06,2.85E-05,1.78E-05,1.01E-05,4.99E-06,2.04E-06,4.41E-05,5.00E-12
67,3.73E-06,3.41E-06,3.09E-06,2.78E-06,2.87E-05,1.79E-05,1.01E-05,4.99E-06,2.03E-06,4.44E-05,3.54E-12
68,3.51E-06,3.20E-06,2.90E-06,2.61E-06,2.89E-05,1.80E-05,1.01E-05,5.00E-06,2.02E-06,4.48E-05,2.50E-12
69,3.29E-06,3.01E-06,2.72E-06,2.45E-06,2.91E-05,1.81E-05,1.02E-05,5.00E-06,2.02E-06,4.51E-05,1.76E-12
70,3.09E-06,2.82E-06,2.55E-06,2.30E-06,2.93E-05,1.82E-05,1.02E-05,5.01E-06,2.02E-06,4.55E-05,1.24E-12
71,2.90E-06,2.65E-06,2.39E-06,2.16E-06,2.95E-05,1.83E-05,1.03E-05,5.02E-06,2.01E-06,4.58E-05,8.77E-13
72,2.72E-06,2.48E-06,2.24E-06,2.02E-06,2.97E-05,1.84E-05,1.03E-05,5.03E-06,2.01E-06,4.62E-05,6.18E-13
73,2.55E-06,2.33E-06,2.10E-06,1.90E-06,2.99E-05,1.85E-05,1.04E-05,5.04E-06,2.00E-06,4.66E-05,4.35E-13
74,2.39E-06,2.19E-06,1.97E-06,1.78E-06,3.02E-05,1.86E-05,1.04E-05,5.05E-06,2.00E-06,4.69E-05,3.06E-13
75,2.25E-06,2.05E-06,1.85E-06,1.67E-06,3.04E-05,1.88E-05,1.04E-05,5.06E-06,2.00E-06,4.73E-05,2.15E-13
76,2.11E-06,1.92E-06,1.74E-06,1.57E-06,3.06E-05,1.89E-05,1.05E-05,5.07E-06,2.00E-06,4.77E-05,1.51E-13
77,1.98E-06,1.81E-06,1.63E-06,1.47E-06,3.09E-05,1.90E-05,1.05E-05,5.08E-06,1.99E-06,4.81E-05,1.06E-13
78,1.85E-06,1.69E-06,1.53E-06,1.38E-06,3.11E-05,1.91E-05,1.06E-05,5.09E-06,1.99E-06,4.84E-05,7.41E-14
79,1.74E-06,1.59E-06,1.43E-06,1.29E-06,3.13E-05,1.92E-05,1.06E-05,5.11E-06,1.99E-06,4.88E-05,5.19E-14
80,1.63E-06,1.49E-06,1.34E-06,1.21E-06,3.16E-05,1.94E-05,1.07E-05,5.12E-06,1.99E-06,4.92E-05,3.63E-14
81,1.53E-06,1.40E-06,1.26E-06,1.13E-06,3.18E-05,1.95E-05,1.08E-05,5.13E-06,1.99E-06,4.96E-05,2.54E-14
82,1.43E-06,1.31E-06,1.18E-06,1.06E-06,3.21E-05,1.96E-05,1.08E-05,5.15E-06,1.99E-06,5.00E-05,1.77E-14
83,1.34E-06,1.23E-06,1.11E-06,9.97E-07,3.24E-05,1.98E-05,1.09E-05,5.17E-06,1.98E-06,5.05E-05,1.24E-14
84,1.26E-06,1.15E-06,1.04E-06,9.35E-07,3.26E-05,1.99E-05,1.09E-05,5.18E-06,1.98E-06,5.09E-05,8.65E-15
85,1.18E-06,1.08E-06,9.73E-07,8.76E-07,3.29E-05,2.01E-05,1.10E-05,5.20E-06,1.98E-06,5.13E-05,6.03E-15
86,1.11E-06,1.01E-06,9.12E-07,8.21E-07,3.32E-05,2.02E-05,1.11E-05,5.22E-06,1.98E-06,5.17E-05,4.20E-15
87,1.04E-06,9.48E-07,8.54E-07,7.70E-07,3.34E-05,2.04E-05,1.11E-05,5.23E-06,1.98E-06,5.22E-05,2.93E-15
88,9.74E-07,8.88E-07,8.01E-07,7.21E-07,3.37E-05,2.05E-05,1.12E-05,5.25E-06,1.99E-06,5.26E-05,2.04E-15
89,9.13E-07,8.33E-07,7.51E-07,6.76E-07,3.40E-05,2.07E-05,1.12E-05,5.27E-06,1.99E-06,5.30E-05,1.42E-15
90,8.56E-07,7.80E-07,7.03E-07,6.33E-07,3.43E-05,2.08E-05,1.13E-05,5.29E-06,1.99E-06,5.35E-05,9.87E-16
91,8.02E-07,7.31E-07,6.59E-07,5.94E-07,3.46E-05,2.10E-05,1.14E-05,5.31E-06,1.99E-06,5.39E-05,6.86E-16
92,7.52E-07,6.85E-07,6.18E-07,5.56E-07,3.49E-05,2.11E-05,1.15E-05,5.33E-06,1.99E-06,5.44E-05,4.76E-16
93,7.04E-07,6.42E-07,5.79E-07,5.21E-07,3.52E-05,2.13E-05,1.15E-05,5.35E-06,1.99E-06,5.48E-05,3.31E-16
94,6.60E-07,6.02E-07,5.42E-07,4.88E-07,3.55E-05,2.15E-05,1.16E-05,5.38E-06,1.99E-06,5.53E-05,2.30E-16
95,6.18E-07,5.64E-07,5.08E-07,4.57E-07,3.58E-05,2.16E-05,1.17E-05,5.40E-06,1.99E-06,5.58E-05,1.59E-16
96,5.79E-07,5.28E-07,4.76E-07,4.28E-07,3.62E-05,2.18E-05,1.17E-05,5.42E-06,2.00E-06,5.63E-05,1.10E-16
97,5.43E-07,4.95E-07,4.46E-07,4.01E-07,3.65E-05,2.20E-05,1.18E-05,5.45E-06,2.00E-06,5.67E-05,7.65E-17
98,5.09E-07,4.63E-07,4.17E-07,3.76E-07,3.68E-05,2.22E-05,1.19E-05,5.47E-06,2.00E-06,5.72E-05,5.30E-17
99,4.76E-07,4.34E-07,3.91E-07,3.52E-07,3.72E-05,2.23E-05,1.20E-05,5.50E-06,2.00E-06,5.77E-05,3.67E-17
100,4.46E-07,4.07E-07,3.66E-07,3.30E-07,3.75E-05,2.25E-05,1.21E-05,5.52E-06,2.01E-06,5.82E-05,2.54E-17
101,4.18E-07,3.81E-07,3.43E-07,3.09E-07,3.79E-05,2.27E-05,1.21E-05,5.55E-06,2.01E-06,5.87E-05,1.75E-17
102,3.92E-07,3.57E-07,3.21E-07,2.89E-07,3.82E-05,2.29E-05,1.22E-05,5.57E-06,2.01E-06,5.92E-05,1.21E-17
103,3.67E-07,3.34E-07,3.01E-07,2.71E-07,3.86E-05,2.31E-05,1.23E-05,5.60E-06,2.02E-06,5.97E-05,8.38E-18
104,3.44E-07,3.13E-07,2.82E-07,2.54E-07,3.89E-05,2.33E-05,1.24E-05,5.63E-06,2.02E-06,6.03E-05,5.79E-18
105,3.22E-07,2.93E-07,2.64E-07,2.37E-07,3.93E-05,2.35E-05,1.25E-05,5.66E-06,2.02E-06,6.08E-05,4.00E-18
106,3.01E-07,2.74E-07,2.47E-07,2.22E-07,3.97E-05,2.37E-05,1.26E-05,5.68E-06,2.03E-06,6.13E-05,2.76E-18
107,2.82E-07,2.57E-07,2.31E-07,2.08E-07,4.01E-05,2.39E-05,1.27E-05,5.71E-06,2.03E-06,6.19E-05,1.90E-18
108,2.64E-07,2.41E-07,2.17E-07,1.95E-07,4.05E-05,2.41E-05,1.28E-05,5.74E-06,2.04E-06,6.24E-05,1.31E-18
109,2.47E-07,2.25E-07,2.03E-07,1.82E-07,4.09E-05,2.43E-05,1.29E-05,5.77E-06,2.04E-06,6.30E-05,9.05E-19
110,2.32E-07,2.11E-07,1.90E-07,1.71E-07,4.13E-05,2.45E-05,1.30E-05,5.81E-06,2.04E-06,6.35E-05,6.24E-19
111,2.17E-07,1.97E-07,1.78E-07,1.60E-07,4.17E-05,2.48E-05,1.31E-05,5.84E-06,2.05E-06,6.41E-05,4.30E-19
112,2.03E-07,1.85E-07,1.66E-07,1.50E-07,4.21E-05,2.50E-05,1.31E-05,5.87E-06,2.05E-06,6.46E-05,2.96E-19
113,1.90E-07,1.73E-07,1.56E-07,1.40E-07,4.25E-05,2.52E-05,1.33E-05,5.90E-06,2.06E-06,6.52E-05,2.04E-19
114,1.78E-07,1.62E-07,1.46E-07,1.31E-07,4.29E-05,2.54E-05,1.34E-05,5.94E-06,2.06E-06,6.58E-05,1.40E-19
115,1.67E-07,1.52E-07,1.36E-07,1.23E-07,4.34E-05,2.57E-05,1.35E-05,5.97E-06,2.07E-06,6.64E-05,9.64E-20
116,1.56E-07,1.42E-07,1.28E-07,1.15E-07,4.38E-05,2.59E-05,1.36E-05,6.01E-06,2.08E-06,6.70E-05,6.63E-20
117,1.46E-07,1.33E-07,1.20E-07,1.08E-07,4.43E-05,2.61E-05,1.37E-05,6.04E-06,2.08E-06,6.76E-05,4.56E-20
118,1.37E-07,1.24E-07,1.12E-07,1.01E-07,4.47E-05,2.64E-05,1.38E-05,6.08E-06,2.09E-06,6.82E-05,3.13E-20
119,1.28E-07,1.16E-07,1.05E-07,9.42E-08,4.52E-05,2.66E-05,1.39E-05,6.11E-06,2.09E-06,6.88E-05,2.15E-20
120,1.20E-07,1.09E-07,9.80E-08,8.82E-08,4.57E-05,2.69E-05,1.40E-05,6.15E-06,2.10E-06,6.94E-05,1.48E-20
121,1.12E-07,1.02E-07,9.17E-08,8.25E-08,4.61E-05,2.72E-05,1.41E-05,6.19E-06,2.11E-06,7.01E-05,1.02E-20
122,1.05E-07,9.54E-08,8.58E-08,7.72E-08,4.66E-05,2.74E-05,1.42E-05,6.23E-06,2.12E-06,7.07E-05,6.97E-21
123,9.81E-08,8.93E-08,8.03E-08,7.22E-08,4.71E-05,2.77E-05,1.44E-05,6.27E-06,2.12E-06,7.13E-05,4.78E-21
124,9.18E-08,8.35E-08,7.51E-08,6.76E-08,4.76E-05,2.80E-05,1.45E-05,6.31E-06,2.13E-06,7.20E-05,3.28E-21
125,8.59E-08,7.82E-08,7.03E-08,6.33E-08,4.81E-05,2.82E-05,1.46E-05,6.35E-06,2.14E-06,7.26E-05,2.25E-21
126,8.04E-08,7.31E-08,6.58E-08,5.92E-08,4.87E-05,2.85E-05,1.47E-05,6.39E-06,2.15E-06,7.33E-05,1.54E-21
127,7.52E-08,6.84E-08,6.15E-08,5.54E-08,4.92E-05,2.88E-05,1.49E-05,6.44E-06,2.15E-06,7.40E-05,1.06E-21
128,7.04E-08,6.40E-08,5.76E-08,5.18E-08,4.97E-05,2.91E-05,1.50E-05,6.48E-06,2.16E-06,7.46E-05,7.25E-22
129,6.59E-08,5.99E-08,5.39E-08,4.85E-08,5.03E-05,2.94E-05,1.51E-05,6.53E-06,2.17E-06,7.53E-05,4.97E-22
130,6.16E-08,5.60E-08,5.04E-08,4.53E-08,5.08E-05,2.97E-05,1.53E-05,6.57E-06,2.18E-06,7.60E-05,3.41E-22
131,5.77E-08,5.24E-08,4.71E-08,4.24E-08,5.14E-05,3.00E-05,1.54E-05,6.62E-06,2.19E-06,7.67E-05,2.33E-22
132,5.39E-08,4.90E-08,4.41E-08,3.97E-08,5.19E-05,3.03E-05,1.55E-05,6.66E-06,2.20E-06,7.74E-05,1.60E-22
133,5.05E-08,4.59E-08,4.12E-08,3.71E-08,5.25E-05,3.06E-05,1.57E-05,6.71E-06,2.21E-06,7.82E-05,1.09E-22
134,4.72E-08,4.29E-08,3.86E-08,3.47E-08,5.31E-05,3.09E-05,1.58E-05,6.76E-06,2.22E-06,7.89E-05,7.48E-23
135,4.42E-08,4.01E-08,3.61E-08,3.25E-08,5.37E-05,3.12E-05,1.60E-05,6.81E-06,2.23E-06,7.96E-05,5.12E-23
136,4.13E-08,3.75E-08,3.38E-08,3.04E-08,5.43E-05,3.16E-05,1.61E-05,6.86E-06,2.24E-06,8.04E-05,3.50E-23
137,3.86E-08,3.51E-08,3.16E-08,2.84E-08,5.49E-05,3.19E-05,1.63E-05,6.91E-06,2.25E-06,8.11E-05,2.40E-23
138,3.61E-08,3.28E-08,2.95E-08,2.66E-08,5.56E-05,3.22E-05,1.64E-05,6.96E-06,2.26E-06,8.19E-05,1.64E-23
139,3.38E-08,3.07E-08,2.76E-08,2.49E-08,5.62E-05,3.26E-05,1.66E-05,7.02E-06,2.27E-06,8.26E-05,1.12E-23
140,3.16E-08,2.87E-08,2.58E-08,2.32E-08,5.69E-05,3.29E-05,1.67E-05,7.07E-06,2.28E-06,8.34E-05,7.67E-24
141,2.96E-08,2.69E-08,2.42E-08,2.17E-08,5.75E-05,3.33E-05,1.69E-05,7.13E-06,2.29E-06,8.42E-05,5.24E-24
142,2.77E-08,2.51E-08,2.26E-08,2.03E-08,5.82E-05,3.37E-05,1.71E-05,7.18E-06,2.30E-06,8.50E-05,3.58E-24
143,2.59E-08,2.35E-08,2.11E-08,1.90E-08,5.89E-05,3.40E-05,1.72E-05,7.24E-06,2.31E-06,8.58E-05,2.45E-24
144,2.42E-08,2.20E-08,1.98E-08,1.78E-08,5.96E-05,3.44E-05,1.74E-05,7.30E-06,2.33E-06,8.66E-05,1.67E-24
145,2.26E-08,2.06E-08,1.85E-08,1.66E-08,6.03E-05,3.48E-05,1.76E-05,7.36E-06,2.34E-06,8.74E-05,1.14E-24
146,2.12E-08,1.92E-08,1.73E-08,1.56E-08,6.10E-05,3.52E-05,1.77E-05,7.42E-06,2.35E-06,8.83E-05,7.81E-25
147,1.98E-08,1.80E-08,1.62E-08,1.45E-08,6.17E-05,3.56E-05,1.79E-05,7.48E-06,2.36E-06,8.91E-05,5.33E-25
148,1.85E-08,1.68E-08,1.51E-08,1.36E-08,6.25E-05,3.60E-05,1.81E-05,7.55E-06,2.38E-06,9.00E-05,3.64E-25
149,1.73E-08,1.57E-08,1.41E-08,1.27E-08,6.32E-05,3.64E-05,1.83E-05,7.61E-06,2.39E-06,9.08E-05,2.49E-25
150,1.62E-08,1.47E-08,1.32E-08,1.19E-08,6.40E-05,3.68E-05,1.85E-05,7.68E-06,2.41E-06,9.17E-05,1.70E-25
151,1.51E-08,1.37E-08,1.24E-08,1.11E-08,6.48E-05,3.72E-05,1.87E-05,7.74E-06,2.42E-06,9.26E-05,1.16E-25
152,1.41E-08,1.28E-08,1.15E-08,1.04E-08,6.56E-05,3.77E-05,1.89E-05,7.81E-06,2.43E-06,9.35E-05,7.91E-26
153,1.32E-08,1.20E-08,1.08E-08,9.72E-09,6.64E-05,3.81E-05,1.91E-05,7.88E-06,2.45E-06,9.44E-05,5.40E-26
154,1.24E-08,1.12E-08,1.01E-08,9.09E-09,6.72E-05,3.86E-05,1.93E-05,7.95E-06,2.46E-06,9.53E-05,3.68E-26
155,1.16E-08,1.05E-08,9.44E-09,8.50E-09,6.81E-05,3.90E-05,1.95E-05,8.02E-06,2.48E-06,9.62E-05,2.51E-26
156,1.08E-08,9.82E-09,8.82E-09,7.94E-09,6.89E-05,3.95E-05,1.97E-05,8.10E-06,2.50E-06,9.72E-05,1.71E-26
157,1.01E-08,9.18E-09,8.25E-09,7.43E-09,6.98E-05,4.00E-05,1.99E-05,8.17E-06,2.51E-06,9.81E-05,1.17E-26
158,9.45E-09,8.58E-09,7.71E-09,6.94E-09,7.07E-05,4.04E-05,2.01E-05,8.25E-06,2.53E-06,9.91E-05,7.98E-27
159,8.84E-09,8.02E-09,7.21E-09,6.49E-09,7.16E-05,4.09E-05,2.03E-05,8.33E-06,2.55E-06,0.000100043,5.44E-27
160,8.26E-09,7.50E-09,6.74E-09,6.07E-09,7.25E-05,4.14E-05,2.06E-05,8.41E-06,2.56E-06,0.000101027,3.71E-27
161,7.72E-09,7.01E-09,6.30E-09,5.67E-09,7.35E-05,4.19E-05,2.08E-05,8.49E-06,2.58E-06,0.000102024,2.53E-27
162,7.22E-09,6.56E-09,5.89E-09,5.30E-09,7.44E-05,4.25E-05,2.10E-05,8.57E-06,2.60E-06,0.000103033,1.73E-27
163,6.75E-09,6.13E-09,5.51E-09,4.96E-09,7.54E-05,4.30E-05,2.13E-05,8.65E-06,2.62E-06,0.000104055,1.18E-27
164,6.31E-09,5.73E-09,5.15E-09,4.64E-09,7.64E-05,4.35E-05,2.15E-05,8.74E-06,2.64E-06,0.000105089,8.03E-28
165,5.90E-09,5.36E-09,4.81E-09,4.33E-09,7.74E-05,4.41E-05,2.18E-05,8.83E-06,2.66E-06,0.000106136,5.48E-28
166,5.51E-09,5.01E-09,4.50E-09,4.05E-09,7.84E-05,4.46E-05,2.20E-05,8.92E-06,2.68E-06,0.000107197,3.73E-28
167,5.16E-09,4.68E-09,4.21E-09,3.79E-09,7.95E-05,4.52E-05,2.23E-05,9.01E-06,2.70E-06,0.000108271,2.55E-28
168,4.82E-09,4.37E-09,3.93E-09,3.54E-09,8.05E-05,4.58E-05,2.26E-05,9.10E-06,2.72E-06,0.000109359,1.74E-28
169,4.50E-09,4.09E-09,3.68E-09,3.31E-09,8.16E-05,4.64E-05,2.28E-05,9.20E-06,2.74E-06,0.00011046,1.18E-28
170,4.21E-09,3.82E-09,3.44E-09,3.09E-09,8.27E-05,4.70E-05,2.31E-05,9.29E-06,2.76E-06,0.000111576,8.07E-29
171,3.94E-09,3.57E-09,3.21E-09,2.89E-09,8.38E-05,4.76E-05,2.34E-05,9.39E-06,2.79E-06,0.000112706,5.50E-29
172,3.68E-09,3.34E-09,3.00E-09,2.70E-09,8.50E-05,4.82E-05,2.37E-05,9.49E-06,2.81E-06,0.000113851,3.75E-29
173,3.44E-09,3.12E-09,2.81E-09,2.53E-09,8.62E-05,4.89E-05,2.40E-05,9.60E-06,2.83E-06,0.00011501,2.56E-29
174,3.22E-09,2.92E-09,2.62E-09,2.36E-09,8.74E-05,4.95E-05,2.43E-05,9.70E-06,2.86E-06,0.000116185,1.74E-29
