name,stra.13320,stra.13321,stra.13463,stra.13563,stra.13682,stra.13695,stra.13926,stra.14642
614900,1.97E-13,0.999259,5.33591e-322,1.37E-45,4.34778e-322,4.59481e-322,3.31E-168,4.9E-324
615000,1.84E-13,0.999588,5.33591e-322,1.08E-45,4.34778e-322,4.59481e-322,1.29E-168,4.9E-324
615100,1.72E-13,0.998357,5.33591e-322,8.60E-46,4.34778e-322,4.59481e-322,5.03E-169,4.9E-324
615200,1.61E-13,0.998737,5.33591e-322,6.83E-46,4.34778e-322,4.59481e-322,1.97E-169,4.9E-324
615300,1.51E-13,0.998752,5.33591e-322,5.43E-46,4.34778e-322,4.59481e-322,7.68E-170,4.9E-324
615400,1.42E-13,0.999678,5.33591e-322,4.31E-46,4.34778e-322,4.59481e-322,3.00E-170,4.9E-324
615500,1.33E-13,0.999733,5.33591e-322,3.42E-46,4.34778e-322,4.59481e-322,1.17E-170,4.9E-324
615600,1.24E-13,0.999388,5.33591e-322,2.72E-46,4.34778e-322,4.59481e-322,4.57E-171,4.9E-324
615700,1.16E-13,0.999531,5.33591e-322,2.16E-46,4.34778e-322,4.59481e-322,1.78E-171,4.9E-324
615800,1.09E-13,0.999165,5.33591e-322,1.71E-46,4.34778e-322,4.59481e-322,6.94E-172,4.9E-324
615900,1.02E-13,0.999168,5.33591e-322,1.36E-46,4.34778e-322,4.59481e-322,2.71E-172,4.9E-324
616000,9.52E-14,0.997733,5.33591e-322,1.08E-46,4.34778e-322,4.59481e-322,1.06E-172,4.9E-324
616100,8.91E-14,0.998521,5.33591e-322,8.57E-47,4.34778e-322,4.59481e-322,4.13E-173,4.9E-324
616200,8.34E-14,0.998124,5.33591e-322,6.80E-47,4.34778e-322,4.59481e-322,1.61E-173,4.9E-324
616300,7.80E-14,0.998373,5.33591e-322,5.40E-47,4.34778e-322,4.59481e-322,6.29E-174,4.9E-324
616400,7.30E-14,0.997573,5.33591e-322,4.29E-47,4.34778e-322,4.59481e-322,2.45E-174,4.9E-324
616500,6.83E-14,0.997911,5.33591e-322,3.41E-47,4.34778e-322,4.59481e-322,9.58E-175,4.9E-324
616600,6.40E-14,0.997849,5.33591e-322,2.70E-47,4.34778e-322,4.59481e-322,3.73E-175,4.9E-324
616700,5.99E-14,0.998384,5.33591e-322,2.15E-47,4.34778e-322,4.59481e-322,1.46E-175,4.9E-324
616800,5.61E-14,0.998849,5.33591e-322,1.70E-47,4.34778e-322,4.59481e-322,5.68E-176,4.9E-324
616900,5.25E-14,0.999134,5.33591e-322,1.35E-47,4.34778e-322,4.59481e-322,2.22E-176,4.9E-324
617000,4.92E-14,0.999048,5.33591e-322,1.07E-47,4.34778e-322,4.59481e-322,8.64E-177,4.9E-324
617100,4.59E-14,0.99793,5.33591e-322,8.52E-48,4.34778e-322,4.59481e-322,3.37E-177,4.9E-324
617200,4.30E-14,0.998073,5.33591e-322,6.77E-48,4.34778e-322,4.59481e-322,1.32E-177,4.9E-324
617300,4.03E-14,0.998903,5.33591e-322,5.38E-48,4.34778e-322,4.59481e-322,5.14E-178,4.9E-324
617400,3.77E-14,0.998804,5.33591e-322,4.27E-48,4.34778e-322,4.59481e-322,2.00E-178,4.9E-324
617500,3.53E-14,0.998198,5.33591e-322,3.39E-48,4.34778e-322,4.59481e-322,7.82E-179,4.9E-324
617600,3.30E-14,0.998833,5.33591e-322,2.69E-48,4.34778e-322,4.59481e-322,3.05E-179,4.9E-324
617700,3.10E-14,0.999628,5.33591e-322,2.14E-48,4.34778e-322,4.59481e-322,1.19E-179,4.9E-324
617800,2.90E-14,0.999658,5.33591e-322,1.70E-48,4.34778e-322,4.59481e-322,4.65E-180,4.9E-324
617900,2.71E-14,0.99941,5.33591e-322,1.35E-48,4.34778e-322,4.59481e-322,1.82E-180,4.9E-324
618000,2.53E-14,0.997872,5.33591e-322,1.07E-48,4.34778e-322,4.59481e-322,7.08E-181,4.9E-324
618100,2.38E-14,0.998517,5.33591e-322,8.49E-49,4.34778e-322,4.59481e-322,2.76E-181,4.9E-324
618200,2.23E-14,0.998651,5.33591e-322,6.74E-49,4.34778e-322,4.59481e-322,1.07E-181,4.9E-324
618300,2.08E-14,0.999095,5.33591e-322,5.35E-49,4.34778e-322,4.59481e-322,4.20E-182,4.9E-324
618400,1.95E-14,0.99898,5.33591e-322,4.25E-49,4.34778e-322,4.59481e-322,1.64E-182,4.9E-324
618500,1.82E-14,0.998268,5.33591e-322,3.37E-49,4.34778e-322,4.59481e-322,6.38E-183,4.9E-324
618600,1.71E-14,0.998851,5.33591e-322,2.68E-49,4.34778e-322,4.59481e-322,2.49E-183,4.9E-324
618700,1.60E-14,0.998765,5.33591e-322,2.13E-49,4.34778e-322,4.59481e-322,9.72E-184,4.9E-324
618800,1.49E-14,0.998379,5.33591e-322,1.69E-49,4.34778e-322,4.59481e-322,3.79E-184,4.9E-324
618900,1.40E-14,0.998191,5.33591e-322,1.34E-49,4.34778e-322,4.59481e-322,1.48E-184,4.9E-324
619000,1.31E-14,0.998647,5.33591e-322,1.06E-49,4.34778e-322,4.59481e-322,5.77E-185,4.9E-324
619100,1.23E-14,0.999541,5.33591e-322,8.47E-50,4.34778e-322,4.59481e-322,2.26E-185,4.9E-324
619200,1.15E-14,0.99974,5.33591e-322,6.73E-50,4.34778e-322,4.59481e-322,8.81E-186,4.9E-324
619300,1.07E-14,0.999641,5.33591e-322,5.34E-50,4.34778e-322,4.59481e-322,3.44E-186,4.9E-324
619400,1.01E-14,0.999773,5.33591e-322,4.24E-50,4.34778e-322,4.59481e-322,1.34E-186,4.9E-324
619500,9.41E-15,0.999714,5.33591e-322,3.37E-50,4.34778e-322,4.59481e-322,5.25E-187,4.9E-324
619600,8.81E-15,0.999781,5.33591e-322,2.68E-50,4.34778e-322,4.59481e-322,2.05E-187,4.9E-324
619700,8.23E-15,0.998652,5.33591e-322,2.12E-50,4.34778e-322,4.59481e-322,7.97E-188,4.9E-324
619800,7.70E-15,0.99875,5.33591e-322,1.68E-50,4.34778e-322,4.59481e-322,3.11E-188,4.9E-324
619900,7.21E-15,0.99891,5.33591e-322,1.34E-50,4.34778e-322,4.59481e-322,1.21E-188,4.9E-324
620000,6.74E-15,0.998658,5.33591e-322,1.06E-50,4.34778e-322,4.59481e-322,4.74E-189,4.9E-324
620100,6.31E-15,0.998777,5.33591e-322,8.43E-51,4.34778e-322,4.59481e-322,1.85E-189,4.9E-324
620200,5.91E-15,0.999257,5.33591e-322,6.69E-51,4.34778e-322,4.59481e-322,7.21E-190,4.9E-324
620300,5.53E-15,0.999017,5.33591e-322,5.31E-51,4.34778e-322,4.59481e-322,2.81E-190,4.9E-324
620400,5.18E-15,0.999861,5.33591e-322,4.22E-51,4.34778e-322,4.59481e-322,1.10E-190,4.9E-324
620500,4.85E-15,0.998956,5.33591e-322,3.35E-51,4.34778e-322,4.59481e-322,4.28E-191,4.9E-324
620600,4.53E-15,0.998836,5.33591e-322,2.66E-51,4.34778e-322,4.59481e-322,1.67E-191,4.9E-324
620700,4.25E-15,0.999251,5.33591e-322,2.11E-51,4.34778e-322,4.59481e-322,6.51E-192,4.9E-324
620800,3.98E-15,0.998967,5.33591e-322,1.68E-51,4.34778e-322,4.59481e-322,2.54E-192,4.9E-324
620900,3.73E-15,0.999424,5.33591e-322,1.33E-51,4.34778e-322,4.59481e-322,9.90E-193,4.9E-324
621000,3.49E-15,0.999935,5.33591e-322,1.06E-51,4.34778e-322,4.59481e-322,3.87E-193,4.9E-324
621100,3.26E-15,0.999748,5.33591e-322,8.39E-52,4.34778e-322,4.59481e-322,1.51E-193,4.9E-324
621200,3.05E-15,0.99971,5.33591e-322,6.67E-52,4.34778e-322,4.59481e-322,5.89E-194,4.9E-324
621300,2.86E-15,0.999782,5.33591e-322,5.29E-52,4.34778e-322,4.59481e-322,2.29E-194,4.9E-324
621400,2.67E-15,0.999443,5.33591e-322,4.20E-52,4.34778e-322,4.59481e-322,8.94E-195,4.9E-324
621500,2.50E-15,0.99988,5.33591e-322,3.33E-52,4.34778e-322,4.59481e-322,3.49E-195,4.9E-324
621600,2.34E-15,0.99974,5.33591e-322,2.65E-52,4.34778e-322,4.59481e-322,1.36E-195,4.9E-324
621700,2.19E-15,0.999976,5.33591e-322,2.10E-52,4.34778e-322,4.59481e-322,5.33E-196,4.9E-324
621800,2.05E-15,0.999407,5.33591e-322,1.67E-52,4.34778e-322,4.59481e-322,2.08E-196,4.9E-324
621900,1.92E-15,0.999876,5.33591e-322,1.33E-52,4.34778e-322,4.59481e-322,8.12E-197,4.9E-324
622000,1.80E-15,0.999573,5.33591e-322,1.05E-52,4.34778e-322,4.59481e-322,3.17E-197,4.9E-324
622100,1.68E-15,0.999234,5.33591e-322,8.36E-53,4.34778e-322,4.59481e-322,1.24E-197,4.9E-324
622200,1.57E-15,0.999851,5.33591e-322,6.65E-53,4.34778e-322,4.59481e-322,4.84E-198,4.9E-324
622300,1.47E-15,0.999538,5.33591e-322,5.27E-53,4.34778e-322,4.59481e-322,1.89E-198,4.9E-324
622400,1.38E-15,0.999659,5.33591e-322,4.19E-53,4.34778e-322,4.59481e-322,7.36E-199,4.9E-324
622500,1.29E-15,0.998615,5.33591e-322,3.32E-53,4.34778e-322,4.59481e-322,2.87E-199,4.9E-324
622600,1.21E-15,0.999477,5.33591e-322,2.64E-53,4.34778e-322,4.496e-322,1.12E-199,4.9E-324
622700,1.13E-15,0.999862,5.33591e-322,2.10E-53,4.34778e-322,4.39718e-322,4.37E-200,4.9E-324
622800,1.06E-15,0.999139,5.33591e-322,1.66E-53,4.34778e-322,4.34778e-322,1.70E-200,4.9E-324
622900,9.89E-16,0.998601,5.33591e-322,1.32E-53,4.34778e-322,4.34778e-322,6.63E-201,4.9E-324
623000,9.27E-16,0.999848,5.33591e-322,1.05E-53,4.34778e-322,4.34778e-322,2.59E-201,4.9E-324
623100,8.67E-16,0.99999,5.33591e-322,8.33E-54,4.34778e-322,4.34778e-322,1.01E-201,4.9E-324
623200,8.11E-16,0.998695,5.33591e-322,6.61E-54,4.34778e-322,4.34778e-322,3.94E-202,4.9E-324
623300,7.59E-16,0.999919,5.33591e-322,5.25E-54,4.34778e-322,4.34778e-322,1.54E-202,4.9E-324
623400,7.11E-16,0.999962,5.33591e-322,4.17E-54,4.34778e-322,4.34778e-322,6.01E-203,4.9E-324
623500,6.65E-16,0.999828,5.33591e-322,3.31E-54,4.34778e-322,4.34778e-322,2.35E-203,4.9E-324
623600,6.22E-16,0.998872,5.33591e-322,2.63E-54,4.34778e-322,4.34778e-322,9.15E-204,4.9E-324
623700,5.82E-16,0.999509,5.33591e-322,2.09E-54,4.34778e-322,4.34778e-322,3.57E-204,4.9E-324
623800,5.45E-16,0.99969,5.33591e-322,1.66E-54,4.34778e-322,4.34778e-322,1.39E-204,4.9E-324
623900,5.10E-16,0.999745,5.33591e-322,1.32E-54,4.34778e-322,4.34778e-322,5.43E-205,4.9E-324
624000,4.78E-16,0.999952,5.33591e-322,1.04E-54,4.34778e-322,4.34778e-322,2.12E-205,4.9E-324
624100,4.47E-16,0.999551,5.33591e-322,8.29E-55,4.34778e-322,4.34778e-322,8.27E-206,4.9E-324
624200,4.18E-16,0.999978,5.33591e-322,6.59E-55,4.34778e-322,4.34778e-322,3.23E-206,4.9E-324
624300,3.91E-16,0.999316,5.33591e-322,5.23E-55,4.34778e-322,4.34778e-322,1.26E-206,4.9E-324
624400,3.65E-16,0.997586,5.33591e-322,4.15E-55,4.34778e-322,4.34778e-322,4.93E-207,4.9E-324
624500,3.42E-16,0.998702,5.33591e-322,3.30E-55,4.34778e-322,4.34778e-322,1.93E-207,4.9E-324
624600,3.21E-16,0.999112,5.33591e-322,2.62E-55,4.34778e-322,4.34778e-322,7.52E-208,4.9E-324
624700,3.00E-16,0.999932,5.33591e-322,2.08E-55,4.34778e-322,4.34778e-322,2.93E-208,4.9E-324
624800,2.81E-16,0.999421,5.33591e-322,1.65E-55,4.34778e-322,4.34778e-322,1.15E-208,4.9E-324
624900,2.63E-16,0.999164,5.33591e-322,1.31E-55,4.34778e-322,4.34778e-322,4.47E-209,4.9E-324
625000,2.46E-16,0.999236,5.33591e-322,1.04E-55,4.34778e-322,4.34778e-322,1.75E-209,4.9E-324
625100,2.30E-16,0.999028,5.33591e-322,8.27E-56,4.34778e-322,4.34778e-322,6.81E-210,4.9E-324
625200,2.16E-16,0.999756,5.33591e-322,6.57E-56,4.34778e-322,4.34778e-322,2.66E-210,4.9E-324
625300,2.02E-16,0.998881,5.33591e-322,5.22E-56,4.34778e-322,4.34778e-322,1.04E-210,4.9E-324
625400,1.89E-16,0.999815,5.33591e-322,4.15E-56,4.34778e-322,4.34778e-322,4.07E-211,4.9E-324
625500,1.77E-16,0.999267,5.33591e-322,3.29E-56,4.34778e-322,4.34778e-322,1.59E-211,4.9E-324
625600,1.65E-16,0.999851,5.33591e-322,2.62E-56,4.34778e-322,4.34778e-322,6.19E-212,4.9E-324
625700,1.55E-16,0.998393,5.33591e-322,2.07E-56,4.34778e-322,4.34778e-322,2.41E-212,4.9E-324
625800,1.45E-16,0.999678,5.33591e-322,1.65E-56,4.34778e-322,4.34778e-322,9.44E-213,4.9E-324
625900,1.36E-16,0.999949,5.33591e-322,1.31E-56,4.34778e-322,4.34778e-322,3.69E-213,4.9E-324
626000,1.27E-16,0.999299,5.33591e-322,1.04E-56,4.34778e-322,4.34778e-322,1.44E-213,4.9E-324
626100,1.19E-16,0.999384,5.33591e-322,8.26E-57,4.34778e-322,4.34778e-322,5.61E-214,4.9E-324
626200,1.11E-16,0.998905,5.33591e-322,6.55E-57,4.34778e-322,4.34778e-322,2.19E-214,4.9E-324
626300,1.04E-16,0.999967,5.33591e-322,5.21E-57,4.34778e-322,4.34778e-322,8.54E-215,4.9E-324
626400,9.72E-17,0.999051,5.33591e-322,4.13E-57,4.34778e-322,4.34778e-322,3.33E-215,4.9E-324
626500,9.10E-17,0.998456,5.33591e-322,0.000896172,4.34778e-322,4.34778e-322,1.30E-215,4.9E-324
626600,8.52E-17,0.999267,5.33591e-322,0.000711834,4.34778e-322,4.34778e-322,5.05E-216,4.9E-324
626700,7.98E-17,0.999426,5.33591e-322,0.000565585,4.34778e-322,4.34778e-322,1.98E-216,4.9E-324
626800,7.46E-17,0.99943,5.33591e-322,0.000449079,4.34778e-322,4.34778e-322,7.71E-217,4.9E-324
626900,6.98E-17,0.998644,5.33591e-322,0.000356287,4.34778e-322,4.34778e-322,3.01E-217,4.9E-324
627000,6.54E-17,0.999612,5.33591e-322,0.000283194,4.34778e-322,4.34778e-322,1.17E-217,4.9E-324
627100,6.12E-17,0.99908,5.33591e-322,0.000224721,4.34778e-322,4.34778e-322,4.58E-218,4.9E-324
627200,5.72E-17,0.999312,5.33591e-322,0.000178454,4.34778e-322,4.34778e-322,1.79E-218,4.9E-324
627300,5.36E-17,0.999307,5.33591e-322,0.000141695,4.34778e-322,4.34778e-322,6.98E-219,4.9E-324
627400,5.02E-17,0.999887,5.33591e-322,0.000112576,4.34778e-322,4.34778e-322,2.72E-219,4.9E-324
627500,4.69E-17,0.998971,5.33591e-322,8.93E-05,4.34778e-322,4.34778e-322,1.06E-219,4.9E-324
627600,4.39E-17,0.998601,5.33591e-322,7.08E-05,4.34778e-322,4.34778e-322,4.14E-220,4.9E-324
627700,4.11E-17,0.999255,5.33591e-322,5.63E-05,4.34778e-322,4.34778e-322,1.61E-220,4.9E-324
627800,3.85E-17,0.999103,5.33591e-322,4.47E-05,4.34778e-322,4.34778e-322,6.29E-221,4.9E-324
627900,3.61E-17,0.999538,5.33591e-322,3.55E-05,4.34778e-322,4.34778e-322,2.46E-221,4.9E-324
628000,3.37E-17,0.998537,5.33591e-322,2.82E-05,4.34778e-322,4.34778e-322,9.59E-222,4.9E-324
628100,3.16E-17,0.999977,5.33591e-322,2.24E-05,4.34778e-322,4.34778e-322,3.75E-222,4.9E-324
628200,2.96E-17,0.999978,5.33591e-322,1.78E-05,4.34778e-322,4.34778e-322,1.46E-222,4.9E-324
628300,2.77E-17,0.999631,5.33591e-322,1.41E-05,4.34778e-322,4.34778e-322,5.71E-223,4.9E-324
628400,2.59E-17,0.999781,5.33591e-322,1.12E-05,4.34778e-322,4.34778e-322,2.23E-223,4.9E-324
628500,2.43E-17,0.999791,5.33591e-322,8.89E-06,4.34778e-322,4.34778e-322,8.67E-224,4.9E-324
628600,2.27E-17,0.999757,5.33591e-322,7.06E-06,4.34778e-322,4.34778e-322,3.39E-224,4.9E-324
628700,2.12E-17,0.998173,5.33591e-322,5.60E-06,4.34778e-322,4.34778e-322,1.32E-224,4.9E-324
628800,1.99E-17,0.999758,5.33591e-322,4.46E-06,4.34778e-322,4.34778e-322,5.17E-225,4.9E-324
628900,1.86E-17,0.999866,5.33591e-322,3.54E-06,4.34778e-322,4.34778e-322,2.02E-225,4.9E-324
629000,1.74E-17,0.999562,5.33591e-322,2.81E-06,4.34778e-322,4.34778e-322,7.88E-226,4.9E-324
629100,1.63E-17,0.999842,5.33591e-322,2.23E-06,4.34778e-322,4.34778e-322,3.07E-226,4.9E-324
629200,1.52E-17,0.999752,5.33591e-322,1.77E-06,4.34778e-322,4.34778e-322,1.20E-226,4.9E-324
629300,1.42E-17,0.998992,5.33591e-322,1.41E-06,4.34778e-322,4.34778e-322,4.68E-227,4.9E-324
629400,1.33E-17,0.999256,5.33591e-322,1.12E-06,4.34778e-322,4.34778e-322,1.83E-227,4.9E-324
629500,1.25E-17,0.999306,5.33591e-322,8.87E-07,4.34778e-322,4.34778e-322,7.13E-228,4.9E-324
629600,1.17E-17,0.999953,5.33591e-322,7.05E-07,4.34778e-322,4.34778e-322,2.79E-228,4.9E-324
629700,1.09E-17,0.999287,5.33591e-322,5.59E-07,4.34778e-322,4.34778e-322,1.09E-228,4.9E-324
629800,1.02E-17,0.998448,5.33591e-322,4.44E-07,4.34778e-322,4.34778e-322,4.24E-229,4.9E-324
629900,9.58E-18,0.999781,5.33591e-322,3.53E-07,4.34778e-322,4.34778e-322,1.66E-229,4.9E-324
630000,8.96E-18,0.999297,5.33591e-322,2.80E-07,4.34778e-322,4.34778e-322,6.46E-230,4.9E-324
630100,8.39E-18,0.999172,5.33591e-322,2.22E-07,4.34778e-322,4.34778e-322,2.52E-230,4.9E-324
630200,7.85E-18,0.999994,5.33591e-322,1.77E-07,4.34778e-322,4.34778e-322,9.86E-231,4.9E-324
630300,7.34E-18,0.999578,5.33591e-322,1.40E-07,4.34778e-322,4.34778e-322,3.85E-231,4.9E-324
630400,6.87E-18,0.998911,5.33591e-322,1.11E-07,4.34778e-322,4.34778e-322,1.50E-231,4.9E-324
630500,6.43E-18,0.998791,5.33591e-322,8.83E-08,4.34778e-322,4.34778e-322,5.84E-232,4.9E-324
630600,6.02E-18,0.998994,5.33591e-322,7.02E-08,4.34778e-322,4.34778e-322,2.28E-232,4.9E-324
630700,5.63E-18,0.998853,5.33591e-322,5.57E-08,4.34778e-322,4.34778e-322,8.92E-233,4.9E-324
630800,5.27E-18,0.999145,5.33591e-322,4.43E-08,4.34778e-322,4.34778e-322,3.48E-233,4.9E-324
630900,4.94E-18,0.999716,5.33591e-322,3.52E-08,4.34778e-322,4.34778e-322,1.36E-233,4.9E-324
631000,4.61E-18,0.998581,5.33591e-322,2.79E-08,4.34778e-322,4.34778e-322,5.30E-234,4.9E-324
631100,4.32E-18,0.999686,5.33591e-322,2.22E-08,4.34778e-322,4.34778e-322,2.07E-234,4.9E-324
631200,4.04E-18,0.998791,5.33591e-322,1.76E-08,4.34778e-322,4.34778e-322,8.07E-235,4.9E-324
631300,3.78E-18,0.998464,5.33591e-322,1.40E-08,4.34778e-322,4.34778e-322,3.15E-235,4.9E-324
631400,3.54E-18,0.998764,5.33591e-322,1.11E-08,4.34778e-322,4.34778e-322,1.23E-235,4.9E-324
631500,3.31E-18,0.998927,5.33591e-322,8.81E-09,4.34778e-322,4.34778e-322,4.80E-236,4.9E-324
631600,3.10E-18,0.999486,5.33591e-322,7.00E-09,4.34778e-322,4.34778e-322,1.87E-236,4.9E-324
631700,2.90E-18,0.998974,5.33591e-322,5.56E-09,4.34778e-322,4.34778e-322,7.32E-237,4.9E-324
631800,2.71E-18,0.998601,5.33591e-322,4.41E-09,4.34778e-322,4.34778e-322,2.86E-237,4.9E-324
631900,2.54E-18,0.999181,5.33591e-322,3.51E-09,4.34778e-322,4.34778e-322,1.12E-237,4.9E-324
632000,2.38E-18,0.999407,5.33591e-322,2.78E-09,4.34778e-322,4.34778e-322,4.34E-238,4.9E-324
632100,2.23E-18,0.999088,5.33591e-322,2.21E-09,4.34778e-322,4.34778e-322,1.70E-238,4.9E-324
632200,2.09E-18,0.999889,5.33591e-322,1.76E-09,4.34778e-322,4.34778e-322,6.62E-239,4.9E-324
632300,1.95E-18,0.999923,5.33591e-322,1.39E-09,4.34778e-322,4.34778e-322,2.58E-239,4.9E-324
632400,1.83E-18,0.999872,5.33591e-322,1.11E-09,4.34778e-322,4.34778e-322,1.01E-239,4.9E-324
632500,1.71E-18,0.999719,5.33591e-322,8.79E-10,4.34778e-322,4.34778e-322,3.94E-240,4.9E-324
632600,1.60E-18,0.999967,5.33591e-322,6.99E-10,4.34778e-322,4.34778e-322,1.54E-240,4.9E-324
632700,1.50E-18,0.999817,5.33591e-322,5.55E-10,4.34778e-322,4.34778e-322,6.01E-241,4.9E-324
632800,1.40E-18,0.998906,5.33591e-322,4.40E-10,4.34778e-322,4.34778e-322,2.35E-241,4.9E-324
632900,1.31E-18,0.999522,5.33591e-322,3.50E-10,4.34778e-322,4.34778e-322,9.16E-242,4.9E-324
633000,1.23E-18,0.999193,5.33591e-322,2.78E-10,4.34778e-322,4.34778e-322,3.58E-242,4.9E-324
633100,1.15E-18,0.99923,5.33591e-322,2.21E-10,4.34778e-322,4.34778e-322,1.40E-242,4.9E-324
633200,1.07E-18,0.99961,5.33591e-322,1.75E-10,4.34778e-322,4.34778e-322,5.46E-243,4.9E-324
633300,1.00E-18,0.999032,5.33591e-322,1.39E-10,4.34778e-322,4.34778e-322,2.13E-243,4.9E-324
633400,9.41E-19,0.999933,5.33591e-322,1.11E-10,4.34778e-322,4.34778e-322,8.32E-244,4.9E-324
633500,8.81E-19,0.999972,5.33591e-322,8.78E-11,4.34778e-322,4.34778e-322,3.25E-244,4.9E-324
633600,8.24E-19,0.999967,5.33591e-322,6.97E-11,4.34778e-322,4.34778e-322,1.27E-244,4.9E-324
633700,7.71E-19,0.999999,5.33591e-322,5.53E-11,4.34778e-322,4.34778e-322,4.94E-245,4.9E-324
633800,7.22E-19,0.999826,5.33591e-322,4.39E-11,4.34778e-322,4.34778e-322,1.93E-245,4.9E-324
633900,6.75E-19,1,5.33591e-322,3.49E-11,4.34778e-322,4.34778e-322,7.53E-246,4.9E-324
634000,6.32E-19,0.999999,5.33591e-322,2.77E-11,4.34778e-322,4.34778e-322,2.93E-246,4.9E-324
634100,5.92E-19,0.999993,5.33591e-322,2.20E-11,4.34778e-322,4.34778e-322,1.14E-246,4.9E-324
634200,5.54E-19,1,5.33591e-322,1.75E-11,4.34778e-322,4.34778e-322,4.47E-247,4.9E-324
634300,5.18E-19,0.999909,5.33591e-322,1.39E-11,4.34778e-322,4.34778e-322,1.75E-247,4.9E-324
634400,4.85E-19,0.999787,5.33591e-322,1.10E-11,4.34778e-322,4.34778e-322,6.82E-248,4.9E-324
634500,4.53E-19,0.998643,5.33591e-322,8.74E-12,4.34778e-322,4.34778e-322,2.66E-248,4.9E-324
634600,4.25E-19,0.999682,5.33591e-322,6.95E-12,4.34778e-322,4.34778e-322,1.04E-248,4.9E-324
634700,3.97E-19,0.999477,5.33591e-322,5.52E-12,4.34778e-322,4.34778e-322,4.06E-249,4.9E-324
634800,3.72E-19,0.999765,5.33591e-322,4.39E-12,4.34778e-322,4.34778e-322,1.59E-249,4.9E-324
634900,3.48E-19,0.999404,5.33591e-322,3.48E-12,4.34778e-322,4.34778e-322,6.18E-250,4.9E-324
635000,3.26E-19,0.999562,5.33591e-322,2.76E-12,4.34778e-322,4.34778e-322,2.41E-250,4.9E-324
635100,3.05E-19,0.999851,5.33591e-322,2.19E-12,4.34778e-322,4.34778e-322,9.41E-251,4.9E-324
635200,2.86E-19,0.9991,5.33591e-322,1.74E-12,4.34778e-322,4.34778e-322,3.67E-251,4.9E-324
635300,2.67E-19,0.999083,5.33591e-322,1.38E-12,4.34778e-322,4.34778e-322,1.43E-251,4.9E-324
635400,2.50E-19,0.999663,5.33591e-322,1.10E-12,4.34778e-322,4.34778e-322,5.57E-252,4.9E-324
635500,2.34E-19,0.999337,5.33591e-322,8.71E-13,4.34778e-322,4.34778e-322,2.17E-252,4.9E-324
635600,2.19E-19,0.999118,5.33591e-322,6.91E-13,4.34778e-322,4.34778e-322,8.48E-253,4.9E-324
635700,2.05E-19,0.999574,5.33591e-322,5.49E-13,4.34778e-322,4.34778e-322,3.31E-253,4.9E-324
635800,1.92E-19,0.998876,5.33591e-322,4.35E-13,4.34778e-322,4.34778e-322,1.29E-253,4.9E-324
635900,1.80E-19,0.999876,5.33591e-322,3.46E-13,4.34778e-322,4.34778e-322,5.04E-254,4.9E-324
636000,1.68E-19,0.999274,5.33591e-322,2.75E-13,4.34778e-322,4.34778e-322,1.96E-254,4.9E-324
636100,1.57E-19,0.99991,5.33591e-322,2.18E-13,4.34778e-322,4.34778e-322,7.67E-255,4.9E-324
636200,1.47E-19,0.999976,5.33591e-322,1.73E-13,4.34778e-322,4.34778e-322,3.00E-255,4.9E-324
636300,1.38E-19,0.999441,5.33591e-322,1.37E-13,4.34778e-322,4.34778e-322,1.17E-255,4.9E-324
636400,1.29E-19,0.999027,5.33591e-322,1.09E-13,4.34778e-322,4.34778e-322,4.56E-256,4.9E-324
636500,1.20E-19,0.99767,5.33591e-322,8.66E-14,4.34778e-322,4.34778e-322,1.78E-256,4.9E-324
636600,1.13E-19,0.99959,5.33591e-322,6.89E-14,4.34778e-322,4.34778e-322,6.96E-257,4.9E-324
636700,1.06E-19,0.999487,5.33591e-322,5.47E-14,4.34778e-322,4.34778e-322,2.72E-257,4.9E-324
636800,9.89E-20,0.999789,5.33591e-322,4.34E-14,4.34778e-322,4.34778e-322,1.06E-257,4.9E-324
636900,9.25E-20,0.998997,5.33591e-322,3.45E-14,4.34778e-322,4.34778e-322,4.13E-258,4.9E-324
637000,8.65E-20,0.998548,5.33591e-322,2.73E-14,4.34778e-322,4.34778e-322,1.61E-258,4.9E-324
637100,8.11E-20,0.999723,5.33591e-322,2.17E-14,4.34778e-322,4.34778e-322,6.28E-259,4.9E-324
637200,7.59E-20,0.999881,5.33591e-322,1.73E-14,4.34778e-322,4.34778e-322,2.45E-259,4.9E-324
637300,7.10E-20,0.998935,5.33591e-322,1.37E-14,4.34778e-322,4.34778e-322,9.55E-260,4.9E-324
637400,6.64E-20,0.998964,5.33591e-322,1.09E-14,4.34778e-322,4.34778e-322,3.73E-260,4.9E-324
637500,6.22E-20,0.999853,5.33591e-322,8.64E-15,4.34778e-322,4.34778e-322,1.46E-260,4.9E-324
637600,5.82E-20,0.999122,5.33591e-322,6.85E-15,4.34778e-322,4.34778e-322,5.68E-261,4.9E-324
637700,5.45E-20,0.999073,5.33591e-322,5.44E-15,4.34778e-322,4.34778e-322,2.21E-261,4.9E-324
637800,5.09E-20,0.9978,5.33591e-322,4.32E-15,4.34778e-322,4.34778e-322,8.64E-262,4.9E-324
637900,4.77E-20,0.999724,5.33591e-322,3.43E-15,4.34778e-322,4.34778e-322,3.38E-262,4.9E-324
638000,4.47E-20,0.999943,5.33591e-322,2.73E-15,4.34778e-322,4.34778e-322,1.32E-262,4.9E-324
