name,stra.13320,stra.13321,stra.13463,stra.13563,stra.13682,stra.13695,stra.13926,stra.14642
591700,9.27E-07,0.999531,5.33591e-322,2.36E-22,4.34778e-322,4.59481e-322,2.12E-73,4.9E-324
591800,8.67E-07,0.999796,5.33591e-322,1.87E-22,4.34778e-322,4.59481e-322,8.27E-74,4.9E-324
591900,8.12E-07,0.99985,5.33591e-322,1.49E-22,4.34778e-322,4.59481e-322,3.22E-74,4.9E-324
592000,7.60E-07,0.999505,5.33591e-322,1.18E-22,4.34778e-322,4.59481e-322,1.25E-74,4.9E-324
592100,7.11E-07,0.999883,5.33591e-322,9.36E-23,4.34778e-322,4.59481e-322,4.90E-75,4.9E-324
592200,6.65E-07,0.999735,5.33591e-322,7.44E-23,4.34778e-322,4.59481e-322,1.92E-75,4.9E-324
592300,6.22E-07,0.998777,5.33591e-322,5.90E-23,4.34778e-322,4.59481e-322,7.47E-76,4.9E-324
592400,5.82E-07,0.998919,5.33591e-322,4.69E-23,4.34778e-322,4.59481e-322,2.91E-76,4.9E-324
592500,5.45E-07,0.998777,5.33591e-322,3.72E-23,4.34778e-322,4.59481e-322,1.14E-76,4.9E-324
592600,5.10E-07,0.999553,5.33591e-322,2.96E-23,4.34778e-322,4.59481e-322,4.44E-77,4.9E-324
592700,4.78E-07,0.999471,5.33591e-322,2.35E-23,4.34778e-322,4.59481e-322,1.74E-77,4.9E-324
592800,4.47E-07,0.999846,5.33591e-322,1.87E-23,4.34778e-322,4.59481e-322,6.77E-78,4.9E-324
592900,4.18E-07,0.998893,5.33591e-322,1.48E-23,4.34778e-322,4.59481e-322,2.64E-78,4.9E-324
593000,3.92E-07,0.999836,5.33591e-322,1.18E-23,4.34778e-322,4.59481e-322,1.03E-78,4.9E-324
593100,3.65E-07,0.996986,5.33591e-322,9.30E-24,4.34778e-322,4.59481e-322,4.00E-79,4.9E-324
593200,3.43E-07,0.999435,5.33591e-322,7.40E-24,4.34778e-322,4.59481e-322,1.57E-79,4.9E-324
593300,3.21E-07,0.999773,5.33591e-322,5.88E-24,4.34778e-322,4.59481e-322,6.12E-80,4.9E-324
593400,3.00E-07,0.999701,5.33591e-322,4.67E-24,4.34778e-322,4.59481e-322,2.38E-80,4.9E-324
593500,2.81E-07,0.999187,5.33591e-322,3.71E-24,4.34778e-322,4.59481e-322,9.30E-81,4.9E-324
593600,2.63E-07,0.999072,5.33591e-322,2.94E-24,4.34778e-322,4.59481e-322,3.63E-81,4.9E-324
593700,2.46E-07,0.999409,5.33591e-322,2.34E-24,4.34778e-322,4.59481e-322,1.42E-81,4.9E-324
593800,2.30E-07,0.999767,5.33591e-322,1.86E-24,4.34778e-322,4.59481e-322,5.55E-82,4.9E-324
593900,2.16E-07,0.999423,5.33591e-322,1.47E-24,4.34778e-322,4.59481e-322,2.16E-82,4.9E-324
594000,2.02E-07,0.999018,5.33591e-322,1.17E-24,4.34778e-322,4.59481e-322,8.44E-83,4.9E-324
594100,1.89E-07,0.999637,5.33591e-322,9.29E-25,4.34778e-322,4.59481e-322,3.29E-83,4.9E-324
594200,1.77E-07,0.999854,5.33591e-322,7.38E-25,4.34778e-322,4.59481e-322,1.29E-83,4.9E-324
594300,1.65E-07,0.99887,5.33591e-322,5.85E-25,4.34778e-322,4.59481e-322,5.01E-84,4.9E-324
594400,1.55E-07,0.997681,5.33591e-322,4.64E-25,4.34778e-322,4.59481e-322,1.95E-84,4.9E-324
594500,1.45E-07,0.998406,5.33591e-322,3.69E-25,4.34778e-322,4.59481e-322,7.63E-85,4.9E-324
594600,1.35E-07,0.998131,5.33591e-322,2.93E-25,4.34778e-322,4.59481e-322,2.99E-85,4.9E-324
594700,1.27E-07,0.998383,5.33591e-322,2.33E-25,4.34778e-322,4.59481e-322,1.17E-85,4.9E-324
594800,1.19E-07,0.999335,5.33591e-322,1.85E-25,4.34778e-322,4.59481e-322,4.56E-86,4.9E-324
594900,1.11E-07,0.998531,5.33591e-322,1.47E-25,4.34778e-322,4.59481e-322,1.78E-86,4.9E-324
595000,1.04E-07,0.99703,5.33591e-322,1.16E-25,4.34778e-322,4.59481e-322,6.92E-87,4.9E-324
595100,9.73E-08,0.998788,5.33591e-322,9.26E-26,4.34778e-322,4.59481e-322,2.70E-87,4.9E-324
595200,9.11E-08,0.999441,5.33591e-322,7.36E-26,4.34778e-322,4.59481e-322,1.05E-87,4.9E-324
595300,8.52E-08,0.999605,5.33591e-322,5.84E-26,4.34778e-322,4.59481e-322,4.12E-88,4.9E-324
595400,7.97E-08,0.998766,5.33591e-322,4.64E-26,4.34778e-322,4.59481e-322,1.61E-88,4.9E-324
595500,7.45E-08,0.998153,5.33591e-322,3.68E-26,4.34778e-322,4.59481e-322,6.25E-89,4.9E-324
595600,6.98E-08,0.999152,5.33591e-322,2.92E-26,4.34778e-322,4.59481e-322,2.44E-89,4.9E-324
595700,6.53E-08,0.999268,5.33591e-322,2.32E-26,4.34778e-322,4.59481e-322,9.55E-90,4.9E-324
595800,6.11E-08,0.999613,5.33591e-322,1.85E-26,4.34778e-322,4.59481e-322,3.73E-90,4.9E-324
595900,5.72E-08,0.999621,5.33591e-322,1.47E-26,4.34778e-322,4.59481e-322,1.46E-90,4.9E-324
596000,5.35E-08,0.999695,5.33591e-322,1.16E-26,4.34778e-322,4.59481e-322,5.69E-91,4.9E-324
596100,5.01E-08,0.999668,5.33591e-322,9.25E-27,4.34778e-322,4.59481e-322,2.22E-91,4.9E-324
596200,4.69E-08,0.999286,5.33591e-322,7.34E-27,4.34778e-322,4.59481e-322,8.67E-92,4.9E-324
596300,4.39E-08,0.999854,5.33591e-322,5.83E-27,4.34778e-322,4.59481e-322,3.38E-92,4.9E-324
596400,4.10E-08,0.998372,5.33591e-322,4.62E-27,4.34778e-322,4.59481e-322,1.32E-92,4.9E-324
596500,3.84E-08,0.998934,5.33591e-322,3.67E-27,4.34778e-322,4.59481e-322,5.15E-93,4.9E-324
596600,3.59E-08,0.999285,5.33591e-322,2.92E-27,4.34778e-322,4.59481e-322,2.01E-93,4.9E-324
596700,3.37E-08,0.999532,5.33591e-322,2.32E-27,4.34778e-322,4.59481e-322,7.86E-94,4.9E-324
596800,3.15E-08,0.999052,5.33591e-322,1.84E-27,4.34778e-322,4.59481e-322,3.07E-94,4.9E-324
596900,2.95E-08,0.999816,5.33591e-322,1.46E-27,4.34778e-322,4.59481e-322,1.20E-94,4.9E-324
597000,2.76E-08,0.999801,5.33591e-322,1.16E-27,4.34778e-322,4.59481e-322,4.67E-95,4.9E-324
597100,2.59E-08,0.999785,5.33591e-322,9.21E-28,4.34778e-322,4.59481e-322,1.82E-95,4.9E-324
597200,2.42E-08,0.999911,5.33591e-322,7.31E-28,4.34778e-322,4.59481e-322,7.10E-96,4.9E-324
597300,2.26E-08,0.999274,5.33591e-322,5.80E-28,4.34778e-322,4.59481e-322,2.77E-96,4.9E-324
597400,2.12E-08,0.999618,5.33591e-322,4.61E-28,4.34778e-322,4.59481e-322,1.08E-96,4.9E-324
597500,1.99E-08,0.999603,5.33591e-322,3.66E-28,4.34778e-322,4.59481e-322,4.22E-97,4.9E-324
597600,1.86E-08,0.999546,5.33591e-322,2.91E-28,4.34778e-322,4.59481e-322,1.65E-97,4.9E-324
597700,1.74E-08,0.999866,5.33591e-322,2.31E-28,4.34778e-322,4.59481e-322,6.43E-98,4.9E-324
597800,1.63E-08,0.999956,5.33591e-322,1.83E-28,4.34778e-322,4.59481e-322,2.51E-98,4.9E-324
597900,1.52E-08,0.998982,5.33591e-322,1.45E-28,4.34778e-322,4.59481e-322,9.79E-99,4.9E-324
598000,1.43E-08,0.999912,5.33591e-322,1.16E-28,4.34778e-322,4.59481e-322,3.83E-99,4.9E-324
598100,1.33E-08,0.998854,5.33591e-322,9.17E-29,4.34778e-322,4.59481e-322,1.49E-99,4.9E-324
598200,1.25E-08,0.999929,5.33591e-322,7.29E-29,4.34778e-322,4.59481e-322,5.84E-100,4.9E-324
598300,1.17E-08,0.999965,5.33591e-322,5.79E-29,4.34778e-322,4.59481e-322,2.28E-100,4.9E-324
598400,1.09E-08,0.99972,5.33591e-322,4.60E-29,4.34778e-322,4.59481e-322,8.91E-101,4.9E-324
598500,1.02E-08,0.999665,5.33591e-322,3.65E-29,4.34778e-322,4.59481e-322,3.47E-101,4.9E-324
598600,9.56E-09,0.998405,5.33591e-322,2.90E-29,4.34778e-322,4.59481e-322,1.35E-101,4.9E-324
598700,8.95E-09,0.998907,5.33591e-322,2.30E-29,4.34778e-322,4.59481e-322,5.29E-102,4.9E-324
598800,8.38E-09,0.998893,5.33591e-322,1.83E-29,4.34778e-322,4.59481e-322,2.07E-102,4.9E-324
598900,7.84E-09,0.998825,5.33591e-322,1.45E-29,4.34778e-322,4.59481e-322,8.07E-103,4.9E-324
599000,7.34E-09,0.999386,5.33591e-322,1.15E-29,4.34778e-322,4.59481e-322,3.16E-103,4.9E-324
599100,6.86E-09,0.998769,5.33591e-322,9.16E-30,4.34778e-322,4.59481e-322,1.23E-103,4.9E-324
599200,6.43E-09,0.999348,5.33591e-322,7.28E-30,4.34778e-322,4.59481e-322,4.81E-104,4.9E-324
599300,6.01E-09,0.999669,5.33591e-322,5.78E-30,4.34778e-322,4.59481e-322,1.88E-104,4.9E-324
599400,5.63E-09,0.999561,5.33591e-322,4.59E-30,4.34778e-322,4.59481e-322,7.33E-105,4.9E-324
599500,5.27E-09,0.999172,5.33591e-322,3.64E-30,4.34778e-322,4.59481e-322,2.86E-105,4.9E-324
599600,4.93E-09,0.998807,5.33591e-322,2.89E-30,4.34778e-322,4.59481e-322,1.12E-105,4.9E-324
599700,4.61E-09,0.999126,5.33591e-322,2.30E-30,4.34778e-322,4.59481e-322,4.36E-106,4.9E-324
599800,4.31E-09,0.997543,5.33591e-322,1.82E-30,4.34778e-322,4.59481e-322,1.70E-106,4.9E-324
599900,4.04E-09,0.999471,5.33591e-322,1.45E-30,4.34778e-322,4.59481e-322,6.63E-107,4.9E-324
600000,3.78E-09,0.999032,5.33591e-322,1.15E-30,4.34778e-322,4.59481e-322,2.59E-107,4.9E-324
600100,3.54E-09,0.998817,5.33591e-322,9.13E-31,4.34778e-322,4.59481e-322,1.01E-107,4.9E-324
600200,3.31E-09,0.999391,5.33591e-322,7.24E-31,4.34778e-322,4.59481e-322,3.93E-108,4.9E-324
600300,3.10E-09,0.998624,5.33591e-322,5.75E-31,4.34778e-322,4.59481e-322,1.53E-108,4.9E-324
600400,2.90E-09,0.998874,5.33591e-322,4.57E-31,4.34778e-322,4.59481e-322,5.98E-109,4.9E-324
600500,2.71E-09,0.999358,5.33591e-322,3.63E-31,4.34778e-322,4.59481e-322,2.34E-109,4.9E-324
600600,2.54E-09,0.999595,5.33591e-322,2.89E-31,4.34778e-322,4.59481e-322,9.17E-110,4.9E-324
600700,2.38E-09,0.99916,5.33591e-322,2.29E-31,4.34778e-322,4.59481e-322,3.58E-110,4.9E-324
600800,2.22E-09,0.999352,5.33591e-322,1.82E-31,4.34778e-322,4.59481e-322,1.40E-110,4.9E-324
600900,2.08E-09,0.999842,5.33591e-322,1.45E-31,4.34778e-322,4.59481e-322,5.46E-111,4.9E-324
601000,1.95E-09,0.999936,5.33591e-322,1.15E-31,4.34778e-322,4.59481e-322,2.13E-111,4.9E-324
601100,1.82E-09,0.999553,5.33591e-322,9.12E-32,4.34778e-322,4.59481e-322,8.30E-112,4.9E-324
601200,1.71E-09,0.999962,5.33591e-322,7.24E-32,4.34778e-322,4.59481e-322,3.24E-112,4.9E-324
601300,1.60E-09,0.999803,5.33591e-322,5.74E-32,4.34778e-322,4.59481e-322,1.26E-112,4.9E-324
601400,1.50E-09,0.999799,5.33591e-322,4.56E-32,4.34778e-322,4.59481e-322,4.92E-113,4.9E-324
601500,1.40E-09,0.999546,5.33591e-322,3.62E-32,4.34778e-322,4.59481e-322,1.92E-113,4.9E-324
601600,1.31E-09,0.999806,5.33591e-322,2.88E-32,4.34778e-322,4.59481e-322,7.51E-114,4.9E-324
601700,1.23E-09,0.999685,5.33591e-322,2.28E-32,4.34778e-322,4.59481e-322,2.93E-114,4.9E-324
601800,1.15E-09,0.999705,5.33591e-322,1.81E-32,4.34778e-322,4.59481e-322,1.15E-114,4.9E-324
601900,1.07E-09,0.998716,5.33591e-322,1.44E-32,4.34778e-322,4.59481e-322,4.47E-115,4.9E-324
602000,1.01E-09,0.999801,5.33591e-322,1.14E-32,4.34778e-322,4.59481e-322,1.74E-115,4.9E-324
602100,9.42E-10,0.999635,5.33591e-322,9.09E-33,4.34778e-322,4.59481e-322,6.81E-116,4.9E-324
602200,8.81E-10,0.999143,5.33591e-322,7.21E-33,4.34778e-322,4.59481e-322,2.66E-116,4.9E-324
602300,8.24E-10,0.998195,5.33591e-322,5.72E-33,4.34778e-322,4.59481e-322,1.03E-116,4.9E-324
602400,7.71E-10,0.998895,5.33591e-322,4.54E-33,4.34778e-322,4.59481e-322,4.04E-117,4.9E-324
602500,7.22E-10,0.999744,5.33591e-322,3.61E-33,4.34778e-322,4.59481e-322,1.58E-117,4.9E-324
602600,6.76E-10,0.99991,5.33591e-322,2.87E-33,4.34778e-322,4.59481e-322,6.17E-118,4.9E-324
602700,6.34E-10,0.999932,5.33591e-322,2.28E-33,4.34778e-322,4.59481e-322,2.40E-118,4.9E-324
602800,5.93E-10,0.999004,5.33591e-322,1.81E-33,4.34778e-322,4.59481e-322,9.38E-119,4.9E-324
602900,5.55E-10,0.999942,5.33591e-322,1.44E-33,4.34778e-322,4.59481e-322,3.67E-119,4.9E-324
603000,5.19E-10,0.999843,5.33591e-322,1.14E-33,4.34778e-322,4.59481e-322,1.43E-119,4.9E-324
603100,4.86E-10,0.999712,5.33591e-322,9.05E-34,4.34778e-322,4.59481e-322,5.58E-120,4.9E-324
603200,4.55E-10,0.998834,5.33591e-322,7.18E-34,4.34778e-322,4.59481e-322,2.18E-120,4.9E-324
603300,4.26E-10,0.999293,5.33591e-322,5.70E-34,4.34778e-322,4.59481e-322,8.49E-121,4.9E-324
603400,3.99E-10,0.999696,5.33591e-322,4.53E-34,4.34778e-322,4.59481e-322,3.32E-121,4.9E-324
603500,3.73E-10,0.999706,5.33591e-322,3.60E-34,4.34778e-322,4.59481e-322,1.30E-121,4.9E-324
603600,3.49E-10,0.999977,5.33591e-322,2.86E-34,4.34778e-322,4.59481e-322,5.06E-122,4.9E-324
603700,3.27E-10,0.998851,5.33591e-322,2.27E-34,4.34778e-322,4.59481e-322,1.97E-122,4.9E-324
603800,3.06E-10,0.99945,5.33591e-322,1.80E-34,4.34778e-322,4.59481e-322,7.67E-123,4.9E-324
603900,2.86E-10,0.999448,5.33591e-322,1.43E-34,4.34778e-322,4.59481e-322,2.99E-123,4.9E-324
604000,2.68E-10,0.999905,5.33591e-322,1.13E-34,4.34778e-322,4.59481e-322,1.17E-123,4.9E-324
604100,2.51E-10,0.999024,5.33591e-322,9.00E-35,4.34778e-322,4.59481e-322,4.55E-124,4.9E-324
604200,2.35E-10,0.999877,5.33591e-322,7.15E-35,4.34778e-322,4.59481e-322,1.78E-124,4.9E-324
604300,2.20E-10,0.99977,5.33591e-322,5.67E-35,4.34778e-322,4.59481e-322,6.91E-125,4.9E-324
604400,2.06E-10,0.999728,5.33591e-322,4.50E-35,4.34778e-322,4.59481e-322,2.69E-125,4.9E-324
604500,1.93E-10,0.99963,5.33591e-322,3.57E-35,4.34778e-322,4.59481e-322,1.05E-125,4.9E-324
604600,1.80E-10,0.998983,5.33591e-322,2.84E-35,4.34778e-322,4.59481e-322,4.10E-126,4.9E-324
604700,1.69E-10,0.999914,5.33591e-322,2.26E-35,4.34778e-322,4.59481e-322,1.61E-126,4.9E-324
604800,1.58E-10,0.999795,5.33591e-322,1.79E-35,4.34778e-322,4.59481e-322,6.26E-127,4.9E-324
604900,1.48E-10,0.999325,5.33591e-322,1.42E-35,4.34778e-322,4.59481e-322,2.44E-127,4.9E-324
605000,1.39E-10,0.999728,5.33591e-322,1.13E-35,4.34778e-322,4.59481e-322,9.50E-128,4.9E-324
605100,1.30E-10,0.999966,5.33591e-322,8.95E-36,4.34778e-322,4.59481e-322,3.71E-128,4.9E-324
605200,1.21E-10,0.999601,5.33591e-322,7.10E-36,4.34778e-322,4.59481e-322,1.44E-128,4.9E-324
605300,1.14E-10,0.999976,5.33591e-322,5.64E-36,4.34778e-322,4.59481e-322,5.65E-129,4.9E-324
605400,1.06E-10,0.998724,5.33591e-322,4.47E-36,4.34778e-322,4.59481e-322,2.20E-129,4.9E-324
605500,9.96E-11,0.999298,5.33591e-322,3.55E-36,4.34778e-322,4.59481e-322,8.59E-130,4.9E-324
605600,9.32E-11,0.999483,5.33591e-322,2.82E-36,4.34778e-322,4.59481e-322,3.35E-130,4.9E-324
605700,8.71E-11,0.998311,5.33591e-322,2.24E-36,4.34778e-322,4.59481e-322,1.31E-130,4.9E-324
605800,8.15E-11,0.997406,5.33591e-322,1.78E-36,4.34778e-322,4.59481e-322,5.09E-131,4.9E-324
605900,7.64E-11,0.99951,5.33591e-322,1.41E-36,4.34778e-322,4.59481e-322,1.99E-131,4.9E-324
606000,7.14E-11,0.998207,5.33591e-322,1.12E-36,4.34778e-322,4.59481e-322,7.77E-132,4.9E-324
606100,6.69E-11,0.998947,5.33591e-322,8.91E-37,4.34778e-322,4.59481e-322,3.03E-132,4.9E-324
606200,6.26E-11,0.999187,5.33591e-322,7.08E-37,4.34778e-322,4.59481e-322,1.18E-132,4.9E-324
606300,5.85E-11,0.999099,5.33591e-322,5.62E-37,4.34778e-322,4.59481e-322,4.63E-133,4.9E-324
606400,5.48E-11,0.999032,5.33591e-322,4.46E-37,4.34778e-322,4.59481e-322,1.80E-133,4.9E-324
606500,5.13E-11,0.998001,5.33591e-322,3.53E-37,4.34778e-322,4.59481e-322,7.00E-134,4.9E-324
606600,4.81E-11,0.999614,5.33591e-322,2.81E-37,4.34778e-322,4.59481e-322,2.74E-134,4.9E-324
606700,4.50E-11,0.999802,5.33591e-322,2.23E-37,4.34778e-322,4.59481e-322,1.07E-134,4.9E-324
606800,4.21E-11,0.999853,5.33591e-322,1.77E-37,4.34778e-322,4.59481e-322,4.18E-135,4.9E-324
606900,3.94E-11,0.999805,5.33591e-322,1.41E-37,4.34778e-322,4.59481e-322,1.63E-135,4.9E-324
607000,3.68E-11,0.998267,5.33591e-322,1.12E-37,4.34778e-322,4.59481e-322,6.36E-136,4.9E-324
607100,3.45E-11,0.999324,5.33591e-322,8.88E-38,4.34778e-322,4.59481e-322,2.49E-136,4.9E-324
607200,3.23E-11,0.999859,5.33591e-322,7.05E-38,4.34778e-322,4.59481e-322,9.71E-137,4.9E-324
607300,3.02E-11,0.998692,5.33591e-322,5.60E-38,4.34778e-322,4.59481e-322,3.79E-137,4.9E-324
607400,2.83E-11,0.999014,5.33591e-322,4.45E-38,4.34778e-322,4.59481e-322,1.48E-137,4.9E-324
607500,2.65E-11,0.999508,5.33591e-322,3.53E-38,4.34778e-322,4.59481e-322,5.77E-138,4.9E-324
607600,2.48E-11,0.998715,5.33591e-322,2.80E-38,4.34778e-322,4.59481e-322,2.25E-138,4.9E-324
607700,2.32E-11,0.998041,5.33591e-322,2.22E-38,4.34778e-322,4.59481e-322,8.76E-139,4.9E-324
607800,2.17E-11,0.999545,5.33591e-322,1.77E-38,4.34778e-322,4.59481e-322,3.43E-139,4.9E-324
607900,2.03E-11,0.999571,5.33591e-322,1.40E-38,4.34778e-322,4.59481e-322,1.34E-139,4.9E-324
608000,1.90E-11,0.999853,5.33591e-322,1.12E-38,4.34778e-322,4.59481e-322,5.24E-140,4.9E-324
608100,1.78E-11,0.999965,5.33591e-322,8.86E-39,4.34778e-322,4.59481e-322,2.04E-140,4.9E-324
608200,1.67E-11,0.999335,5.33591e-322,7.03E-39,4.34778e-322,4.59481e-322,7.98E-141,4.9E-324
608300,1.56E-11,0.999693,5.33591e-322,5.58E-39,4.34778e-322,4.59481e-322,3.12E-141,4.9E-324
608400,1.46E-11,0.999069,5.33591e-322,4.43E-39,4.34778e-322,4.59481e-322,1.22E-141,4.9E-324
608500,1.37E-11,0.999935,5.33591e-322,3.52E-39,4.34778e-322,4.59481e-322,4.76E-142,4.9E-324
608600,1.28E-11,0.999758,5.33591e-322,2.80E-39,4.34778e-322,4.59481e-322,1.85E-142,4.9E-324
608700,1.20E-11,0.999875,5.33591e-322,2.22E-39,4.34778e-322,4.59481e-322,7.23E-143,4.9E-324
608800,1.12E-11,0.999564,5.33591e-322,1.76E-39,4.34778e-322,4.59481e-322,2.83E-143,4.9E-324
608900,1.05E-11,0.999015,5.33591e-322,1.40E-39,4.34778e-322,4.59481e-322,1.10E-143,4.9E-324
609000,9.80E-12,0.998098,5.33591e-322,1.11E-39,4.34778e-322,4.59481e-322,4.29E-144,4.9E-324
609100,9.17E-12,0.998426,5.33591e-322,8.81E-40,4.34778e-322,4.59481e-322,1.68E-144,4.9E-324
609200,8.59E-12,0.999177,5.33591e-322,7.01E-40,4.34778e-322,4.59481e-322,6.55E-145,4.9E-324
609300,8.04E-12,0.999626,5.33591e-322,5.56E-40,4.34778e-322,4.59481e-322,2.56E-145,4.9E-324
609400,7.52E-12,0.999766,5.33591e-322,4.42E-40,4.34778e-322,4.59481e-322,1.00E-145,4.9E-324
609500,7.04E-12,0.999859,5.33591e-322,3.51E-40,4.34778e-322,4.59481e-322,3.90E-146,4.9E-324
609600,6.59E-12,0.999373,5.33591e-322,2.79E-40,4.34778e-322,4.59481e-322,1.52E-146,4.9E-324
609700,6.16E-12,0.998204,5.33591e-322,2.21E-40,4.34778e-322,4.59481e-322,5.93E-147,4.9E-324
609800,5.76E-12,0.998426,5.33591e-322,1.76E-40,4.34778e-322,4.59481e-322,2.32E-147,4.9E-324
609900,5.40E-12,0.99981,5.33591e-322,1.40E-40,4.34778e-322,4.59481e-322,9.05E-148,4.9E-324
610000,5.05E-12,0.999534,5.33591e-322,1.11E-40,4.34778e-322,4.59481e-322,3.53E-148,4.9E-324
610100,4.74E-12,0.999894,5.33591e-322,8.80E-41,4.34778e-322,4.59481e-322,1.38E-148,4.9E-324
610200,4.43E-12,0.998539,5.33591e-322,6.97E-41,4.34778e-322,4.59481e-322,5.37E-149,4.9E-324
610300,4.15E-12,0.999166,5.33591e-322,5.54E-41,4.34778e-322,4.59481e-322,2.10E-149,4.9E-324
610400,3.88E-12,0.999254,5.33591e-322,4.40E-41,4.34778e-322,4.59481e-322,8.18E-150,4.9E-324
610500,3.63E-12,0.998666,5.33591e-322,3.49E-41,4.34778e-322,4.59481e-322,3.18E-150,4.9E-324
610600,3.40E-12,0.999536,5.33591e-322,2.77E-41,4.34778e-322,4.59481e-322,1.24E-150,4.9E-324
610700,3.19E-12,0.999319,5.33591e-322,2.20E-41,4.34778e-322,4.59481e-322,4.84E-151,4.9E-324
610800,2.98E-12,0.998883,5.33591e-322,1.75E-41,4.34778e-322,4.59481e-322,1.89E-151,4.9E-324
610900,2.79E-12,0.998813,5.33591e-322,1.39E-41,4.34778e-322,4.59481e-322,7.38E-152,4.9E-324
611000,2.61E-12,0.999696,5.33591e-322,1.10E-41,4.34778e-322,4.59481e-322,2.88E-152,4.9E-324
611100,2.44E-12,0.99845,5.33591e-322,8.74E-42,4.34778e-322,4.59481e-322,1.12E-152,4.9E-324
611200,2.29E-12,0.998791,5.33591e-322,6.94E-42,4.34778e-322,4.59481e-322,4.39E-153,4.9E-324
611300,2.14E-12,0.999802,5.33591e-322,5.52E-42,4.34778e-322,4.59481e-322,1.71E-153,4.9E-324
611400,2.00E-12,0.999505,5.33591e-322,4.38E-42,4.34778e-322,4.59481e-322,6.70E-154,4.9E-324
611500,1.87E-12,0.999114,5.33591e-322,3.48E-42,4.34778e-322,4.59481e-322,2.62E-154,4.9E-324
611600,1.76E-12,0.999902,5.33591e-322,2.76E-42,4.34778e-322,4.59481e-322,1.02E-154,4.9E-324
611700,1.64E-12,0.998883,5.33591e-322,2.19E-42,4.34778e-322,4.59481e-322,3.98E-155,4.9E-324
611800,1.54E-12,0.999801,5.33591e-322,1.74E-42,4.34778e-322,4.59481e-322,1.55E-155,4.9E-324
611900,1.44E-12,0.99986,5.33591e-322,1.38E-42,4.34778e-322,4.59481e-322,6.06E-156,4.9E-324
612000,1.35E-12,0.99963,5.33591e-322,1.10E-42,4.34778e-322,4.59481e-322,2.36E-156,4.9E-324
612100,1.26E-12,0.999978,5.33591e-322,8.73E-43,4.34778e-322,4.59481e-322,9.25E-157,4.9E-324
612200,1.18E-12,0.99992,5.33591e-322,6.94E-43,4.34778e-322,4.59481e-322,3.61E-157,4.9E-324
612300,1.10E-12,0.999581,5.33591e-322,5.51E-43,4.34778e-322,4.59481e-322,1.41E-157,4.9E-324
612400,1.03E-12,0.998733,5.33591e-322,4.37E-43,4.34778e-322,4.59481e-322,5.50E-158,4.9E-324
612500,9.66E-13,0.999276,5.33591e-322,3.47E-43,4.34778e-322,4.59481e-322,2.15E-158,4.9E-324
612600,9.04E-13,0.99994,5.33591e-322,2.76E-43,4.34778e-322,4.59481e-322,8.40E-159,4.9E-324
612700,8.45E-13,0.998033,5.33591e-322,2.19E-43,4.34778e-322,4.59481e-322,3.27E-159,4.9E-324
612800,7.91E-13,0.998839,5.33591e-322,1.74E-43,4.34778e-322,4.59481e-322,1.28E-159,4.9E-324
612900,7.39E-13,0.998216,5.33591e-322,1.38E-43,4.34778e-322,4.59481e-322,5.00E-160,4.9E-324
613000,6.93E-13,0.999482,5.33591e-322,1.10E-43,4.34778e-322,4.59481e-322,1.95E-160,4.9E-324
613100,6.49E-13,0.999675,5.33591e-322,8.71E-44,4.34778e-322,4.59481e-322,7.62E-161,4.9E-324
613200,6.07E-13,0.998415,5.33591e-322,6.91E-44,4.34778e-322,4.59481e-322,2.97E-161,4.9E-324
613300,5.69E-13,0.999129,5.33591e-322,5.49E-44,4.34778e-322,4.59481e-322,1.16E-161,4.9E-324
613400,5.32E-13,0.999494,5.33591e-322,4.36E-44,4.34778e-322,4.59481e-322,4.53E-162,4.9E-324
613500,4.98E-13,0.99888,5.33591e-322,3.46E-44,4.34778e-322,4.59481e-322,1.77E-162,4.9E-324
613600,4.66E-13,0.999036,5.33591e-322,2.75E-44,4.34778e-322,4.59481e-322,6.89E-163,4.9E-324
613700,4.36E-13,0.998871,5.33591e-322,2.18E-44,4.34778e-322,4.59481e-322,2.69E-163,4.9E-324
613800,4.08E-13,0.998853,5.33591e-322,1.73E-44,4.34778e-322,4.59481e-322,1.04E-163,4.9E-324
613900,3.82E-13,0.999687,5.33591e-322,1.37E-44,4.34778e-322,4.59481e-322,4.08E-164,4.9E-324
614000,3.58E-13,0.999803,5.33591e-322,1.09E-44,4.34778e-322,4.59481e-322,1.59E-164,4.9E-324
614100,3.35E-13,0.999926,5.33591e-322,8.66E-45,4.34778e-322,4.59481e-322,6.20E-165,4.9E-324
614200,3.13E-13,0.999688,5.33591e-322,6.88E-45,4.34778e-322,4.59481e-322,2.42E-165,4.9E-324
614300,2.94E-13,0.999971,5.33591e-322,5.46E-45,4.34778e-322,4.59481e-322,9.43E-166,4.9E-324
614400,2.75E-13,0.999955,5.33591e-322,4.33E-45,4.34778e-322,4.59481e-322,3.68E-166,4.9E-324
614500,2.57E-13,0.998948,5.33591e-322,3.44E-45,4.34778e-322,4.59481e-322,1.43E-166,4.9E-324
614600,2.41E-13,0.999238,5.33591e-322,2.73E-45,4.34778e-322,4.59481e-322,5.58E-167,4.9E-324
614700,2.25E-13,0.999146,5.33591e-322,2.17E-45,4.34778e-322,4.59481e-322,2.18E-167,4.9E-324
614800,2.11E-13,0.999515,5.33591e-322,1.72E-45,4.34778e-322,4.59481e-322,8.49E-168,4.9E-324
