name,stra.13200,stra.13663,stra.13664,stra.13784,stra.13785,stra.13786,stra.13905,stra.13906,stra.14026,stra.14027,stra.14147,stra.14393,stra.14399,stra.14511,stra.14512,stra.14642
356100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.48E-258,1.03754e-321,0.102838,0.0322135,3.44E-05,0.00142285,0.66852
356200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.75E-258,1.03754e-321,0.103032,0.0323504,3.39E-05,0.00140703,0.668162
356300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.10E-258,1.03754e-321,0.103224,0.0324873,3.34E-05,0.00139133,0.667805
356400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.53E-258,1.03754e-321,0.103415,0.0326242,3.30E-05,0.00137575,0.66745
356500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.02E-258,1.03754e-321,0.103605,0.0327611,3.25E-05,0.00136031,0.667097
356600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.57E-258,1.03754e-321,0.103793,0.0328979,3.21E-05,0.00134499,0.666745
356700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.16E-258,1.03754e-321,0.10398,0.0330347,3.16E-05,0.0013298,0.666395
356800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.81E-258,1.03754e-321,0.104166,0.0331714,3.12E-05,0.00131473,0.666046
356900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.50E-258,1.03754e-321,0.10435,0.0333081,3.08E-05,0.00129979,0.6657
357000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.22E-258,1.03754e-321,0.104532,0.0334448,3.03E-05,0.00128498,0.665354
357100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.97E-258,1.03754e-321,0.104714,0.0335814,2.99E-05,0.00127029,0.665011
357200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.75E-258,1.03754e-321,0.104894,0.033718,2.95E-05,0.00125573,0.664669
357300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.55E-258,1.03754e-321,0.105072,0.0338546,2.91E-05,0.00124129,0.664328
357400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.38E-258,1.03754e-321,0.105249,0.0339911,2.87E-05,0.00122698,0.663989
357500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.23E-258,1.03754e-321,0.105425,0.0341275,2.83E-05,0.0012128,0.663652
357600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.09E-258,1.03754e-321,0.1056,0.0342639,2.79E-05,0.00119873,0.663316
357700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.69E-259,1.03754e-321,0.105773,0.0344002,2.75E-05,0.0011848,0.662981
357800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.62E-259,1.03754e-321,0.105944,0.0345365,2.71E-05,0.00117098,0.662648
357900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.66E-259,1.03754e-321,0.106115,0.0346727,2.67E-05,0.00115729,0.662317
358000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.81E-259,1.03754e-321,0.106284,0.0348088,2.63E-05,0.00114372,0.661987
358100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.06E-259,1.03754e-321,0.106451,0.0349449,2.59E-05,0.00113028,0.661658
358200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.39E-259,1.03754e-321,0.106617,0.0350809,2.56E-05,0.00111696,0.661331
358300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.80E-259,1.03754e-321,0.106782,0.0352168,2.52E-05,0.00110375,0.661006
358400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.27E-259,1.03754e-321,0.106945,0.0353527,2.48E-05,0.00109067,0.660682
358500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.80E-259,1.03754e-321,0.107107,0.0354884,2.45E-05,0.00107771,0.660359
358600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.38E-259,1.03754e-321,0.107267,0.0356241,2.41E-05,0.00106487,0.660038
358700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.01E-259,1.03754e-321,0.107427,0.0357597,2.38E-05,0.00105214,0.659719
358800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.68E-259,1.03754e-321,0.107584,0.0358951,2.34E-05,0.00103954,0.659401
358900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.39E-259,1.03754e-321,0.10774,0.0360305,2.31E-05,0.00102705,0.659085
359000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.12E-259,1.03754e-321,0.107895,0.0361657,2.28E-05,0.00101468,0.658771
359100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.89E-259,1.03754e-321,0.108048,0.0363009,2.24E-05,0.00100242,0.658458
359200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.69E-259,1.03754e-321,0.1082,0.0364359,2.21E-05,0.000990281,0.658147
359300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.50E-259,1.03754e-321,0.108351,0.0365708,2.18E-05,0.000978255,0.657838
359400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.34E-259,1.03754e-321,0.108499,0.0367055,2.15E-05,0.000966342,0.65753
359500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.19E-259,1.03754e-321,0.108647,0.0368401,2.11E-05,0.000954542,0.657224
359600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.06E-259,1.03754e-321,0.108793,0.0369746,2.08E-05,0.000942855,0.65692
359700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.47E-260,1.03754e-321,0.108937,0.0371089,2.05E-05,0.000931279,0.656618
359800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.44E-260,1.03754e-321,0.10908,0.037243,2.02E-05,0.000919814,0.656317
359900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.52E-260,1.03754e-321,0.109221,0.037377,1.99E-05,0.00090846,0.656019
360000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.71E-260,1.03754e-321,0.109361,0.0375109,1.96E-05,0.000897215,0.655722
360100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.98E-260,1.03754e-321,0.109499,0.0376445,1.93E-05,0.000886078,0.655428
360200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.33E-260,1.03754e-321,0.109636,0.037778,1.90E-05,0.000875051,0.655135
360300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.76E-260,1.03754e-321,0.109771,0.0379113,1.88E-05,0.00086413,0.654844
360400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.24E-260,1.03754e-321,0.109905,0.0380444,1.85E-05,0.000853317,0.654556
360500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.79E-260,1.03754e-321,0.110037,0.0381773,1.82E-05,0.000842611,0.654269
360600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.38E-260,1.03754e-321,0.110168,0.03831,1.79E-05,0.00083201,0.653984
360700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.01E-260,1.03754e-321,0.110297,0.0384425,1.77E-05,0.000821515,0.653702
360800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.69E-260,1.03754e-321,0.110424,0.0385748,1.74E-05,0.000811125,0.653421
360900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.40E-260,1.03754e-321,0.11055,0.0387069,1.71E-05,0.000800838,0.653142
361000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.14E-260,1.03754e-321,0.110674,0.0388388,1.69E-05,0.000790656,0.652866
361100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.91E-260,1.03754e-321,0.110797,0.0389705,1.66E-05,0.000780576,0.652591
361200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.71E-260,1.03754e-321,0.110918,0.039102,1.64E-05,0.0007706,0.652319
361300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.53E-260,1.03754e-321,0.111038,0.0392333,1.61E-05,0.000760725,0.652048
361400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.36E-260,1.03754e-321,0.111156,0.0393644,1.59E-05,0.000750952,0.65178
361500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.22E-260,1.03754e-321,0.111273,0.0394952,1.56E-05,0.00074128,0.651513
361600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.09E-260,1.03754e-321,0.111388,0.0396258,1.54E-05,0.000731709,0.651249
361700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.71E-261,1.03754e-321,0.111501,0.0397562,1.51E-05,0.000722237,0.650987
361800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.68E-261,1.03754e-321,0.111613,0.0398864,1.49E-05,0.000712865,0.650726
361900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.75E-261,1.03754e-321,0.111724,0.0400164,1.47E-05,0.000703592,0.650468
362000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.93E-261,1.03754e-321,0.111833,0.0401461,1.44E-05,0.000694418,0.650211
362100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.19E-261,1.03754e-321,0.11194,0.0402756,1.42E-05,0.000685341,0.649957
362200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.53E-261,1.03754e-321,0.112046,0.0404049,1.40E-05,0.000676362,0.649704
362300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.95E-261,1.03754e-321,0.112151,0.040534,1.38E-05,0.000667479,0.649453
362400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.42E-261,1.03754e-321,0.112254,0.0406628,1.36E-05,0.000658693,0.649204
362500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.95E-261,1.03754e-321,0.112356,0.0407914,1.34E-05,0.000650002,0.648957
362600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.54E-261,1.03754e-321,0.112456,0.0409198,1.31E-05,0.000641406,0.648712
362700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.16E-261,1.03754e-321,0.112554,0.041048,1.29E-05,0.000632904,0.648469
362800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.83E-261,1.03754e-321,0.112651,0.0411759,1.27E-05,0.000624496,0.648227
362900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.53E-261,1.03754e-321,0.112747,0.0413036,1.25E-05,0.000616181,0.647988
363000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.26E-261,1.03754e-321,0.112841,0.0414311,1.23E-05,0.000607958,0.64775
363100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.02E-261,1.03754e-321,0.112934,0.0415583,1.21E-05,0.000599827,0.647514
363200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.81E-261,1.03754e-321,0.113025,0.0416854,1.19E-05,0.000591788,0.64728
363300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.62E-261,1.03754e-321,0.113115,0.0418121,1.18E-05,0.000583839,0.647048
363400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.45E-261,1.03754e-321,0.113204,0.0419387,1.16E-05,0.000575979,0.646817
363500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.30E-261,1.03754e-321,0.113291,0.042065,1.14E-05,0.000568208,0.646588
363600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.16E-261,1.03754e-321,0.113377,0.042191,1.12E-05,0.000560526,0.646361
363700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.04E-261,1.03754e-321,0.113461,0.0423169,1.10E-05,0.000552932,0.646136
363800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.31E-262,1.03754e-321,0.113543,0.0424424,1.08E-05,0.000545424,0.645913
363900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.34E-262,1.03754e-321,0.113625,0.0425678,1.07E-05,0.000538003,0.645691
364000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.46E-262,1.03754e-321,0.113705,0.0426929,1.05E-05,0.000530667,0.645472
364100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.68E-262,1.03754e-321,0.113783,0.0428177,1.03E-05,0.000523416,0.645254
364200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.99E-262,1.03754e-321,0.11386,0.0429423,1.02E-05,0.000516249,0.645038
364300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.36E-262,1.03754e-321,0.113936,0.0430666,1.00E-05,0.000509165,0.644824
364400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.80E-262,1.03754e-321,0.11401,0.0431906,9.84E-06,0.000502164,0.644611
364500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.30E-262,1.03754e-321,0.114083,0.0433144,9.68E-06,0.000495245,0.644401
364600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.85E-262,1.03754e-321,0.114154,0.043438,9.53E-06,0.000488407,0.644192
364700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.45E-262,1.03754e-321,0.114224,0.0435612,9.37E-06,0.000481649,0.643985
364800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.09E-262,1.03754e-321,0.114293,0.0436842,9.22E-06,0.000474972,0.643781
364900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.77E-262,1.03754e-321,0.11436,0.043807,9.07E-06,0.000468373,0.643578
365000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.48E-262,1.03754e-321,0.114426,0.0439294,8.92E-06,0.000461853,0.643377
365100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.23E-262,1.03754e-321,0.11449,0.0440516,8.77E-06,0.00045541,0.643177
365200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.00E-262,1.03754e-321,0.114553,0.0441735,8.63E-06,0.000449045,0.64298
365300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.79E-262,1.03754e-321,0.114615,0.0442951,8.49E-06,0.000442756,0.642785
365400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.60E-262,1.03754e-321,0.114675,0.0444164,8.35E-06,0.000436542,0.642591
365500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.44E-262,1.03754e-321,0.114734,0.0445375,8.21E-06,0.000430403,0.6424
365600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.29E-262,1.03754e-321,0.114791,0.0446583,8.07E-06,0.000424339,0.64221
365700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.16E-262,1.03754e-321,0.114847,0.0447787,7.94E-06,0.000418349,0.642023
365800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.04E-262,1.03754e-321,0.114902,0.0448989,7.81E-06,0.000412431,0.641837
365900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.29E-263,1.03754e-321,0.114955,0.0450188,7.68E-06,0.000406586,0.641653
366000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.34E-263,1.03754e-321,0.115007,0.0451385,7.55E-06,0.000400812,0.641471
366100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.48E-263,1.03754e-321,0.115057,0.0452578,7.43E-06,0.00039511,0.641291
366200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.71E-263,1.03754e-321,0.115107,0.0453768,7.30E-06,0.000389478,0.641113
366300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.02E-263,1.03754e-321,0.115154,0.0454956,7.18E-06,0.000383916,0.640937
366400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.40E-263,1.03754e-321,0.115201,0.0456141,7.06E-06,0.000378423,0.640762
366500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.84E-263,1.03754e-321,0.115246,0.0457323,6.94E-06,0.000372999,0.64059
366600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.35E-263,1.03754e-321,0.11529,0.0458502,6.83E-06,0.000367643,0.640419
366700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.90E-263,1.03754e-321,0.115333,0.0459678,6.71E-06,0.000362354,0.64025
366800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.50E-263,1.03754e-321,0.115374,0.0460851,6.60E-06,0.000357131,0.640083
366900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.14E-263,1.03754e-321,0.115414,0.0462022,6.49E-06,0.000351975,0.639918
367000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.82E-263,1.03754e-321,0.115453,0.046319,6.38E-06,0.000346885,0.639755
367100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.53E-263,1.03754e-321,0.11549,0.0464354,6.27E-06,0.000341859,0.639593
367200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.27E-263,1.03754e-321,0.115526,0.0465517,6.16E-06,0.000336898,0.639433
367300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.04E-263,1.03754e-321,0.115561,0.0466676,6.06E-06,0.000332001,0.639275
367400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.83E-263,1.03754e-321,0.115595,0.0467833,5.96E-06,0.000327166,0.639119
367500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.64E-263,1.03754e-321,0.115628,0.0468987,5.86E-06,0.000322394,0.638964
367600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.48E-263,1.03754e-321,0.115659,0.0470138,5.76E-06,0.000317685,0.638811
