name,stra.13200,stra.13663,stra.13664,stra.13784,stra.13785,stra.13786,stra.13905,stra.13906,stra.14026,stra.14027,stra.14147,stra.14393,stra.14399,stra.14511,stra.14512,stra.14642
289600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.74E-213,1.03754e-321,0.00293152,5.16E-05,0.0297275,0.111128,0.78505
289700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.70E-213,1.03754e-321,0.00296006,5.26E-05,0.0296073,0.111257,0.784243
289800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.81E-213,1.03754e-321,0.0029881,5.35E-05,0.0294591,0.111282,0.783588
289900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.07E-213,1.03754e-321,0.00301543,5.44E-05,0.0292776,0.111181,0.78313
290000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.44E-213,1.03754e-321,0.00304191,5.54E-05,0.0290602,0.110943,0.782901
290100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.91E-213,1.03754e-321,0.00306743,5.63E-05,0.0288061,0.110563,0.782917
290200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.46E-213,1.03754e-321,0.00309198,5.72E-05,0.0285176,0.110048,0.78318
290300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.08E-213,1.03754e-321,0.00311564,5.82E-05,0.0281997,0.109413,0.783673
290400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.76E-213,1.03754e-321,0.00313856,5.91E-05,0.0278598,0.108686,0.784361
290500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.49E-213,1.03754e-321,0.00316098,6.00E-05,0.0275073,0.1079,0.785191
290600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.26E-213,1.03754e-321,0.00318321,6.10E-05,0.0271525,0.107094,0.786097
290700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.06E-213,1.03754e-321,0.00320562,6.19E-05,0.026806,0.106309,0.787009
290800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.99E-214,1.03754e-321,0.00322853,6.29E-05,0.0264773,0.105581,0.787855
290900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.59E-214,1.03754e-321,0.00325229,6.39E-05,0.0261743,0.104941,0.78857
291000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.40E-214,1.03754e-321,0.00327715,6.50E-05,0.0259023,0.104414,0.789102
291100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.40E-214,1.03754e-321,0.00330331,6.61E-05,0.0256645,0.104011,0.789414
291200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.55E-214,1.03754e-321,0.00333087,6.72E-05,0.025461,0.103736,0.789486
291300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.84E-214,1.03754e-321,0.00335985,6.83E-05,0.0252903,0.103585,0.789317
291400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.24E-214,1.03754e-321,0.0033902,6.95E-05,0.0251484,0.103544,0.788921
291500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.73E-214,1.03754e-321,0.00342177,7.07E-05,0.0250303,0.103594,0.788324
291600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.30E-214,1.03754e-321,0.00345438,7.20E-05,0.0249297,0.103712,0.787565
291700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.94E-214,1.03754e-321,0.0034878,7.32E-05,0.0248397,0.10387,0.78669
291800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.64E-214,1.03754e-321,0.00352175,7.45E-05,0.0247531,0.10404,0.78575
291900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.38E-214,1.03754e-321,0.00355596,7.59E-05,0.0246625,0.104193,0.7848
292000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.17E-214,1.03754e-321,0.00359011,7.72E-05,0.0245612,0.104299,0.783895
292100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.89E-215,1.03754e-321,0.00362391,7.86E-05,0.0244426,0.104331,0.783088
292200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.36E-215,1.03754e-321,0.00365709,7.99E-05,0.0243014,0.104267,0.78243
292300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.08E-215,1.03754e-321,0.0036894,8.13E-05,0.0241334,0.104087,0.781963
292400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.99E-215,1.03754e-321,0.00372064,8.27E-05,0.0239363,0.10378,0.781718
292500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.07E-215,1.03754e-321,0.00375071,8.40E-05,0.0237096,0.103341,0.781713
292600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.29E-215,1.03754e-321,0.00377958,8.54E-05,0.0234551,0.102778,0.78195
292700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.64E-215,1.03754e-321,0.00380733,8.68E-05,0.0231768,0.102104,0.782414
292800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.08E-215,1.03754e-321,0.00383416,8.81E-05,0.0228808,0.101345,0.78307
292900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.61E-215,1.03754e-321,0.00386035,8.95E-05,0.0225745,0.100531,0.783867
293000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.20E-215,1.03754e-321,0.00388629,9.09E-05,0.0222665,0.099698,0.784742
293100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.86E-215,1.03754e-321,0.00391239,9.23E-05,0.0219652,0.0988832,0.785626
293200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.58E-215,1.03754e-321,0.00393908,9.37E-05,0.0216785,0.0981209,0.786447
293300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.33E-215,1.03754e-321,0.00396675,9.52E-05,0.0214126,0.0974398,0.787144
293400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.12E-215,1.03754e-321,0.00399573,9.67E-05,0.021172,0.096861,0.787662
293500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.50E-216,1.03754e-321,0.00402625,9.82E-05,0.0209592,0.0963969,0.787966
293600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.02E-216,1.03754e-321,0.00405845,9.98E-05,0.0207746,0.0960509,0.788037
293700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.76E-216,1.03754e-321,0.00409234,0.0001015,0.0206166,0.0958182,0.78787
293800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.71E-216,1.03754e-321,0.00412786,0.000103214,0.0204822,0.095687,0.78748
293900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.82E-216,1.03754e-321,0.00416484,0.000104978,0.0203673,0.0956398,0.786892
294000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.07E-216,1.03754e-321,0.00420306,0.000106788,0.0202668,0.0956547,0.786143
294100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.44E-216,1.03754e-321,0.00424223,0.000108641,0.0201751,0.095707,0.785279
294200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.90E-216,1.03754e-321,0.00428203,0.00011053,0.0200864,0.0957702,0.78435
294300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.45E-216,1.03754e-321,0.00432211,0.000112449,0.0199947,0.0958172,0.783409
294400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.08E-216,1.03754e-321,0.00436209,0.00011439,0.0198945,0.0958218,0.782512
294500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.76E-216,1.03754e-321,0.00440162,0.000116348,0.0197806,0.0957593,0.781711
294600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.49E-216,1.03754e-321,0.00444037,0.000118315,0.0196487,0.0956085,0.781055
294700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.26E-216,1.03754e-321,0.00447803,0.000120285,0.0194956,0.0953527,0.780586
294800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.07E-216,1.03754e-321,0.00451437,0.000122254,0.0193194,0.0949814,0.780335
294900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.04E-217,1.03754e-321,0.00454927,0.000124218,0.0191197,0.0944917,0.78032
295000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.66E-217,1.03754e-321,0.00458269,0.000126177,0.0188981,0.0938889,0.780542
295100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.49E-217,1.03754e-321,0.00461473,0.000128131,0.0186578,0.0931873,0.780986
295200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.50E-217,1.03754e-321,0.00464563,0.000130087,0.0184037,0.092409,0.781618
295300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.66E-217,1.03754e-321,0.00467575,0.00013205,0.0181419,0.0915825,0.782388
295400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.95E-217,1.03754e-321,0.00470554,0.000134031,0.017879,0.0907403,0.783236
295500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.34E-217,1.03754e-321,0.0047355,0.000136041,0.0176219,0.0899155,0.784091
295600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.83E-217,1.03754e-321,0.00476615,0.000138091,0.0173768,0.089139,0.784887
295700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.39E-217,1.03754e-321,0.00479795,0.000140193,0.0171485,0.0884366,0.78556
295800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.02E-217,1.03754e-321,0.0048313,0.000142356,0.0169407,0.0878271,0.786059
295900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.71E-217,1.03754e-321,0.00486648,0.000144587,0.0167552,0.0873214,0.786348
296000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.44E-217,1.03754e-321,0.00490365,0.000146892,0.0165923,0.0869224,0.786407
296100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.22E-217,1.03754e-321,0.00494283,0.000149271,0.0164507,0.0866255,0.786234
296200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.03E-217,1.03754e-321,0.00498393,0.000151726,0.0163281,0.0864198,0.785842
296300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.71E-218,1.03754e-321,0.00502677,0.000154251,0.016221,0.0862895,0.785255
296400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.37E-218,1.03754e-321,0.00507105,0.000156843,0.0161254,0.0862146,0.784511
296500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.23E-218,1.03754e-321,0.00511644,0.000159494,0.0160369,0.0861728,0.783653
296600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.27E-218,1.03754e-321,0.00516254,0.000162194,0.0159508,0.0861403,0.782732
296700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.46E-218,1.03754e-321,0.00520893,0.000164936,0.0158624,0.0860929,0.781801
296800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.77E-218,1.03754e-321,0.00525516,0.000167708,0.0157673,0.0860069,0.780913
296900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.20E-218,1.03754e-321,0.00530079,0.000170501,0.0156616,0.0858606,0.78012
297000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.71E-218,1.03754e-321,0.00534543,0.000173304,0.0155418,0.0856351,0.779471
297100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.30E-218,1.03754e-321,0.00538871,0.00017611,0.0154054,0.0853162,0.779007
297200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.95E-218,1.03754e-321,0.00543038,0.00017891,0.0152511,0.0848949,0.778757
297300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.65E-218,1.03754e-321,0.00547027,0.0001817,0.0150786,0.0843691,0.778738
297400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.40E-218,1.03754e-321,0.00550836,0.000184479,0.0148894,0.0837441,0.778952
297500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.19E-218,1.03754e-321,0.00554477,0.000187251,0.0146859,0.0830332,0.779383
297600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.01E-218,1.03754e-321,0.0055798,0.000190021,0.0144722,0.0822562,0.779998
297700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.56E-219,1.03754e-321,0.00561388,0.000192801,0.0142529,0.0814389,0.780747
297800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.26E-219,1.03754e-321,0.00564755,0.000195604,0.0140333,0.0806098,0.781569
297900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.15E-219,1.03754e-321,0.00568142,0.000198447,0.0138188,0.0797983,0.782398
298000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.21E-219,1.03754e-321,0.0057161,0.000201347,0.0136139,0.0790313,0.783167
298100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.41E-219,1.03754e-321,0.00575216,0.00020432,0.0134227,0.0783313,0.783814
298200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.73E-219,1.03754e-321,0.00579004,0.000207379,0.0132478,0.0777145,0.78429
298300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.16E-219,1.03754e-321,0.00583009,0.000210535,0.0130904,0.0771899,0.784559
298400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.67E-219,1.03754e-321,0.00587248,0.000213795,0.0129509,0.0767598,0.784602
298500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.26E-219,1.03754e-321,0.00591724,0.000217162,0.0128281,0.0764197,0.784418
298600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.91E-219,1.03754e-321,0.00596425,0.000220633,0.0127201,0.0761598,0.784018
298700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.62E-219,1.03754e-321,0.00601329,0.000224204,0.0126243,0.0759657,0.783429
298800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.37E-219,1.03754e-321,0.00606401,0.000227868,0.0125374,0.0758199,0.782686
298900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.16E-219,1.03754e-321,0.00611599,0.000231612,0.0124561,0.0757025,0.781832
299000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.81E-220,1.03754e-321,0.00616876,0.000235426,0.0123766,0.0755927,0.780918
299100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.32E-220,1.03754e-321,0.0062218,0.000239294,0.0122954,0.075469,0.779996
299200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.05E-220,1.03754e-321,0.00627459,0.000243203,0.0122091,0.0753112,0.779118
299300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.98E-220,1.03754e-321,0.0063266,0.000247136,0.0121146,0.0751002,0.778336
299400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.07E-220,1.03754e-321,0.00637736,0.00025108,0.0120093,0.0748202,0.777697
299500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.31E-220,1.03754e-321,0.00642646,0.000255022,0.0118914,0.0744589,0.77724
299600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.66E-220,1.03754e-321,0.00647357,0.000258953,0.01176,0.0740092,0.776995
299700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,3.10E-220,1.03754e-321,0.00651852,0.000262865,0.0116149,0.0734698,0.776977
299800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.64E-220,1.03754e-321,0.00656129,0.000266758,0.0114573,0.072846,0.777187
299900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,2.24E-220,1.03754e-321,0.00660205,0.000270635,0.0112892,0.0721497,0.777609
300000,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.90E-220,1.03754e-321,0.00664116,0.000274508,0.0111137,0.0713987,0.77821
300100,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.62E-220,1.03754e-321,0.00667914,0.000278392,0.0109345,0.0706153,0.77894
300200,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.37E-220,1.03754e-321,0.00671663,0.000282307,0.0107556,0.0698243,0.779739
300300,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,1.16E-220,1.03754e-321,0.00675436,0.000286277,0.0105811,0.069051,0.780543
300400,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,9.87E-221,1.03754e-321,0.00679306,0.000290327,0.0104143,0.0683182,0.781285
300500,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,8.36E-221,1.03754e-321,0.00683337,0.000294478,0.0102583,0.0676449,0.781907
300600,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,7.09E-221,1.03754e-321,0.00687584,0.000298751,0.010115,0.0670446,0.782358
300700,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,6.01E-221,1.03754e-321,0.00692086,0.00030316,0.00998537,0.0665247,0.782607
300800,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,5.09E-221,1.03754e-321,0.00696862,0.000307715,0.00986943,0.0660866,0.782633
300900,1.08694e-322,6.42285e-323,2.07508e-322,1.08694e-322,4.05134e-322,6.0276e-322,2.51973e-322,9.83191e-322,6.07701e-322,4.31E-221,1.03754e-321,0.00701914,0.000312418,0.00976636,0.0657261,0.782437
