name,stra.13663,stra.13664,stra.13784,stra.13785,stra.13905,stra.13906,stra.14026,stra.14147,stra.14512,stra.14518,stra.14641,stra.14642
588700,7.90505e-323,2.47E-144,3.76E-39,3.7549e-322,1.87745e-322,4.27E-86,4.10E-223,7.56E-55,0.0197049,0.0856504,1.00E-200,0.814838
588750,7.90505e-323,1.48E-144,1.90E-39,3.7549e-322,1.87745e-322,3.63E-86,3.20E-223,6.56E-55,0.0198504,0.0863681,9.74E-201,0.813854
588800,7.90505e-323,8.87E-145,9.56E-40,3.7549e-322,1.87745e-322,3.07E-86,2.49E-223,5.66E-55,0.0198668,0.086535,9.41E-201,0.812323
588850,7.90505e-323,5.30E-145,4.81E-40,3.7549e-322,1.87745e-322,2.59E-86,1.94E-223,4.86E-55,0.0197428,0.0860623,9.01E-201,0.812592
588900,7.90505e-323,3.18E-145,2.43E-40,3.7549e-322,1.87745e-322,2.20E-86,1.51E-223,4.22E-55,0.019862,0.0866652,8.76E-201,0.812813
588950,7.90505e-323,1.91E-145,1.23E-40,3.7549e-322,1.87745e-322,1.86E-86,1.18E-223,3.65E-55,0.0199151,0.0869753,8.48E-201,0.811246
589000,7.90505e-323,1.14E-145,6.20E-41,3.7549e-322,1.87745e-322,1.58E-86,9.22E-224,3.15E-55,0.0199168,0.0870049,8.17E-201,0.812009
589050,7.90505e-323,6.88E-146,3.15E-41,3.7549e-322,1.87745e-322,1.34E-86,7.23E-224,2.74E-55,0.0201447,0.0881096,7.98E-201,0.809755
589100,7.90505e-323,4.14E-146,1.60E-41,3.7549e-322,1.87745e-322,1.14E-86,5.66E-224,2.38E-55,0.0202587,0.0886811,7.74E-201,0.809408
589150,7.90505e-323,2.50E-146,8.12E-42,3.7549e-322,1.87745e-322,9.70E-87,4.44E-224,2.07E-55,0.02046,0.0896658,7.54E-201,0.807894
589200,7.90505e-323,1.51E-146,4.12E-42,3.7549e-322,1.87745e-322,8.25E-87,3.48E-224,1.80E-55,0.0206111,0.0904253,7.32E-201,0.80526
589250,7.90505e-323,9.09E-147,2.10E-42,3.7549e-322,1.87745e-322,7.01E-87,2.73E-224,1.56E-55,0.0207067,0.0909342,7.08E-201,0.803869
589300,7.90505e-323,5.52E-147,1.08E-42,3.7549e-322,1.87745e-322,5.99E-87,2.15E-224,1.36E-55,0.0208159,0.0915018,6.83E-201,0.803774
589350,7.90505e-323,3.33E-147,5.47E-43,3.7549e-322,1.87745e-322,5.08E-87,1.68E-224,1.17E-55,0.0206973,0.0910065,6.50E-201,0.804332
589400,7.90505e-323,2.01E-147,2.79E-43,3.7549e-322,1.87745e-322,4.31E-87,1.31E-224,1.02E-55,0.0207379,0.091281,6.24E-201,0.803862
589450,7.90505e-323,1.22E-147,1.42E-43,3.7549e-322,1.87745e-322,3.67E-87,1.03E-224,8.85E-56,0.0208214,0.0917053,6.00E-201,0.802921
589500,7.90505e-323,7.36E-148,7.26E-44,3.7549e-322,1.87745e-322,3.12E-87,8.07E-225,7.66E-56,0.0207371,0.0913894,5.70E-201,0.802572
589550,7.90505e-323,4.45E-148,3.71E-44,3.7549e-322,1.87745e-322,2.66E-87,6.33E-225,6.65E-56,0.0207802,0.0916456,5.45E-201,0.80188
589600,7.90505e-323,2.70E-148,1.90E-44,3.7549e-322,1.87745e-322,2.27E-87,4.99E-225,5.79E-56,0.0208755,0.0921434,5.20E-201,0.800876
589650,7.90505e-323,1.63E-148,9.69E-45,3.7549e-322,1.87745e-322,1.92E-87,3.90E-225,5.01E-56,0.0207587,0.0916901,4.91E-201,0.799035
589700,7.90505e-323,9.93E-149,4.97E-45,3.7549e-322,1.87745e-322,1.64E-87,3.07E-225,4.36E-56,0.0207746,0.0918026,4.65E-201,0.800268
589750,7.90505e-323,6.01E-149,2.54E-45,3.7549e-322,1.87745e-322,1.40E-87,2.40E-225,3.78E-56,0.0206951,0.0914919,4.37E-201,0.800898
589800,7.90505e-323,3.64E-149,1.30E-45,3.7549e-322,1.87745e-322,1.19E-87,1.88E-225,3.27E-56,0.0205303,0.0907976,4.09E-201,0.801506
589850,7.90505e-323,2.21E-149,6.64E-46,3.7549e-322,1.87745e-322,1.01E-87,1.48E-225,2.84E-56,0.0205044,0.0907267,3.84E-201,0.802279
589900,7.90505e-323,1.34E-149,3.39E-46,3.7549e-322,1.87745e-322,8.62E-88,1.16E-225,2.47E-56,0.0204356,0.0904835,3.59E-201,0.802395
589950,7.90505e-323,8.11E-150,1.74E-46,3.7549e-322,1.87745e-322,7.36E-88,9.12E-226,2.15E-56,0.0203905,0.0902728,3.36E-201,0.803969
590000,7.90505e-323,4.90E-150,8.84E-47,3.7549e-322,1.87745e-322,6.25E-88,7.13E-226,1.86E-56,0.020239,0.0896408,3.12E-201,0.804996
590050,7.90505e-323,2.95E-150,4.50E-47,3.7549e-322,1.87745e-322,5.31E-88,5.59E-226,1.61E-56,0.0201887,0.0894913,2.91E-201,0.803865
590100,7.90505e-323,1.79E-150,2.30E-47,3.7549e-322,1.87745e-322,4.53E-88,4.39E-226,1.40E-56,0.0201278,0.0892444,2.71E-201,0.805388
590150,7.90505e-323,1.08E-150,1.17E-47,3.7549e-322,1.87745e-322,3.85E-88,3.44E-226,1.21E-56,0.0200446,0.0889022,2.51E-201,0.80531
590200,7.90505e-323,6.56E-151,5.99E-48,3.7549e-322,1.87745e-322,3.29E-88,2.71E-226,1.06E-56,0.0200333,0.0888548,2.34E-201,0.806644
590250,7.90505e-323,3.97E-151,3.06E-48,3.7549e-322,1.87745e-322,2.81E-88,2.13E-226,9.23E-57,0.0200958,0.0892067,2.18E-201,0.805435
590300,7.90505e-323,2.40E-151,1.56E-48,3.7549e-322,1.87745e-322,2.39E-88,1.67E-226,8.02E-57,0.0200343,0.0889868,2.02E-201,0.806005
590350,7.90505e-323,1.46E-151,7.98E-49,3.7549e-322,1.87745e-322,2.05E-88,1.32E-226,6.99E-57,0.0200621,0.089178,1.88E-201,0.806232
590400,7.90505e-323,8.77E-152,4.06E-49,3.7549e-322,1.87745e-322,1.74E-88,1.03E-226,6.05E-57,0.01989,0.0884509,1.72E-201,0.805919
590450,7.90505e-323,5.30E-152,2.07E-49,3.7549e-322,1.87745e-322,1.48E-88,8.07E-227,5.24E-57,0.0197346,0.0877973,1.58E-201,0.807862
590500,7.90505e-323,3.21E-152,1.05E-49,3.7549e-322,1.87745e-322,1.26E-88,6.34E-227,4.56E-57,0.0197048,0.0877195,1.46E-201,0.808399
590550,7.90505e-323,1.94E-152,5.37E-50,3.7549e-322,1.87745e-322,1.07E-88,4.98E-227,3.97E-57,0.0196768,0.087642,1.35E-201,0.809111
590600,7.90505e-323,1.17E-152,2.72E-50,3.7549e-322,1.87745e-322,9.11E-89,3.89E-227,3.43E-57,0.0194608,0.0866596,1.23E-201,0.809893
590650,7.90505e-323,7.01E-153,1.38E-50,3.7549e-322,1.87745e-322,7.75E-89,3.05E-227,2.97E-57,0.0192571,0.0856962,1.13E-201,0.813324
590700,7.90505e-323,4.21E-153,6.96E-51,3.7549e-322,1.87745e-322,6.57E-89,2.38E-227,2.57E-57,0.0191093,0.0850696,1.03E-201,0.814026
590750,7.90505e-323,2.52E-153,3.51E-51,3.7549e-322,1.87745e-322,5.56E-89,1.85E-227,2.22E-57,0.0188445,0.083881,9.42E-202,0.81708
590800,7.90505e-323,1.51E-153,1.77E-51,3.7549e-322,1.87745e-322,4.71E-89,1.44E-227,1.91E-57,0.0186721,0.0831664,8.65E-202,0.819247
590850,7.90505e-323,8.96E-154,8.82E-52,3.7549e-322,1.87745e-322,3.96E-89,1.12E-227,1.64E-57,0.0184617,0.0822661,7.95E-202,0.818114
590900,7.90505e-323,5.34E-154,4.42E-52,3.7549e-322,1.87745e-322,3.35E-89,8.68E-228,1.42E-57,0.0182505,0.0813425,7.32E-202,0.822914
590950,7.90505e-323,3.18E-154,2.21E-52,3.7549e-322,1.87745e-322,2.83E-89,6.75E-228,1.22E-57,0.0181614,0.080991,6.79E-202,0.823715
591000,7.90505e-323,1.89E-154,1.11E-52,3.7549e-322,1.87745e-322,2.40E-89,5.26E-228,1.06E-57,0.0181697,0.0810702,6.37E-202,0.824265
591050,7.90505e-323,1.12E-154,5.51E-53,3.7549e-322,1.87745e-322,2.02E-89,4.08E-228,9.12E-58,0.0181714,0.0811568,5.98E-202,0.822375
591100,7.90505e-323,6.66E-155,2.76E-53,3.7549e-322,1.87745e-322,1.71E-89,3.18E-228,7.89E-58,0.0182203,0.0814541,5.65E-202,0.821333
591150,7.90505e-323,3.95E-155,1.38E-53,3.7549e-322,1.87745e-322,1.44E-89,2.47E-228,6.79E-58,0.0181074,0.0809716,5.29E-202,0.822176
591200,7.90505e-323,2.35E-155,6.88E-54,3.7549e-322,1.87745e-322,1.22E-89,1.92E-228,5.87E-58,0.0180842,0.0808757,4.94E-202,0.821733
591250,7.90505e-323,1.41E-155,3.46E-54,3.7549e-322,1.87745e-322,1.03E-89,1.50E-228,5.09E-58,0.0181339,0.0810834,4.63E-202,0.822758
591300,7.90505e-323,8.35E-156,1.73E-54,3.7549e-322,1.87745e-322,8.72E-90,1.16E-228,4.38E-58,0.0179964,0.0805404,4.28E-202,0.823388
591350,7.90505e-323,4.97E-156,8.64E-55,3.7549e-322,1.87745e-322,7.38E-90,9.08E-229,3.80E-58,0.018032,0.0807534,4.04E-202,0.823827
591400,7.90505e-323,2.96E-156,4.33E-55,3.7549e-322,1.87745e-322,6.25E-90,7.08E-229,3.29E-58,0.0180988,0.0810696,3.83E-202,0.823421
591450,7.90505e-323,1.76E-156,2.17E-55,3.7549e-322,1.87745e-322,5.30E-90,5.52E-229,2.85E-58,0.0181848,0.0814498,3.64E-202,0.822155
591500,7.90505e-323,1.05E-156,1.09E-55,3.7549e-322,1.87745e-322,4.49E-90,4.31E-229,2.47E-58,0.0181517,0.0811175,3.42E-202,0.824157
591550,7.90505e-323,6.24E-157,5.43E-56,3.7549e-322,1.87745e-322,3.79E-90,3.35E-229,2.13E-58,0.0181611,0.0811367,3.25E-202,0.824271
591600,7.90505e-323,3.70E-157,2.71E-56,3.7549e-322,1.87745e-322,3.20E-90,2.60E-229,1.84E-58,0.0181529,0.081139,3.10E-202,0.823246
591650,7.90505e-323,2.20E-157,1.35E-56,3.7549e-322,1.87745e-322,2.70E-90,2.02E-229,1.59E-58,0.0182671,0.0817043,2.99E-202,0.821417
591700,7.90505e-323,1.31E-157,6.79E-57,3.7549e-322,1.87745e-322,2.29E-90,1.58E-229,1.38E-58,0.0183824,0.0822673,2.89E-202,0.822046
591750,7.90505e-323,7.76E-158,3.38E-57,3.7549e-322,1.87745e-322,1.92E-90,1.22E-229,1.18E-58,0.0182999,0.0819533,2.76E-202,0.820329
591800,7.90505e-323,4.62E-158,1.69E-57,3.7549e-322,1.87745e-322,1.62E-90,9.48E-230,1.02E-58,0.0182496,0.0817605,2.64E-202,0.822726
591850,7.90505e-323,2.74E-158,8.44E-58,3.7549e-322,1.87745e-322,1.37E-90,7.36E-230,8.77E-59,0.0181913,0.0816559,2.51E-202,0.823049
591900,7.90505e-323,1.63E-158,4.22E-58,3.7549e-322,1.87745e-322,1.16E-90,5.72E-230,7.57E-59,0.0182179,0.0819614,2.41E-202,0.823248
591950,7.90505e-323,9.67E-159,2.10E-58,3.7549e-322,1.87745e-322,9.75E-91,4.44E-230,6.52E-59,0.0182314,0.0821499,2.31E-202,0.822147
592000,7.90505e-323,5.75E-159,1.05E-58,3.7549e-322,1.87745e-322,8.24E-91,3.45E-230,5.63E-59,0.0182953,0.0825569,2.24E-202,0.821855
592050,7.90505e-323,3.43E-159,5.27E-59,3.7549e-322,1.87745e-322,6.97E-91,2.69E-230,4.87E-59,0.0184161,0.0832315,2.17E-202,0.820473
592100,7.90505e-323,2.04E-159,2.64E-59,3.7549e-322,1.87745e-322,5.90E-91,2.09E-230,4.21E-59,0.0185465,0.0839201,2.12E-202,0.818818
592150,7.90505e-323,1.21E-159,1.32E-59,3.7549e-322,1.87745e-322,4.97E-91,1.63E-230,3.62E-59,0.0184482,0.083444,2.03E-202,0.820084
592200,7.90505e-323,7.21E-160,6.60E-60,3.7549e-322,1.87745e-322,4.19E-91,1.26E-230,3.12E-59,0.0185163,0.0838727,1.98E-202,0.818049
592250,7.90505e-323,4.30E-160,3.31E-60,3.7549e-322,1.87745e-322,3.54E-91,9.81E-231,2.70E-59,0.0186093,0.0843998,1.93E-202,0.818688
592300,7.90505e-323,2.56E-160,1.66E-60,3.7549e-322,1.87745e-322,2.99E-91,7.62E-231,2.32E-59,0.0186588,0.084714,1.88E-202,0.817151
592350,7.90505e-323,1.52E-160,8.30E-61,3.7549e-322,1.87745e-322,2.52E-91,5.92E-231,2.00E-59,0.0186845,0.0849515,1.83E-202,0.816062
592400,7.90505e-323,9.12E-161,4.19E-61,3.7549e-322,1.87745e-322,2.14E-91,4.62E-231,1.74E-59,0.018862,0.0858583,1.80E-202,0.814534
592450,7.90505e-323,5.46E-161,2.11E-61,3.7549e-322,1.87745e-322,1.81E-91,3.61E-231,1.50E-59,0.0190173,0.086671,1.77E-202,0.813036
592500,7.90505e-323,3.27E-161,1.06E-61,3.7549e-322,1.87745e-322,1.53E-91,2.81E-231,1.30E-59,0.0190581,0.0868686,1.72E-202,0.813587
592550,7.90505e-323,1.96E-161,5.38E-62,3.7549e-322,1.87745e-322,1.30E-91,2.20E-231,1.13E-59,0.0192495,0.0878208,1.69E-202,0.811757
592600,7.90505e-323,1.18E-161,2.72E-62,3.7549e-322,1.87745e-322,1.10E-91,1.72E-231,9.76E-60,0.0193601,0.0884197,1.66E-202,0.810081
592650,7.90505e-323,7.09E-162,1.38E-62,3.7549e-322,1.87745e-322,9.37E-92,1.35E-231,8.48E-60,0.0195556,0.0894196,1.63E-202,0.807983
592700,7.90505e-323,4.26E-162,7.00E-63,3.7549e-322,1.87745e-322,7.95E-92,1.05E-231,7.34E-60,0.0196355,0.0898734,1.59E-202,0.806924
592750,7.90505e-323,2.58E-162,3.57E-63,3.7549e-322,1.87745e-322,6.79E-92,8.28E-232,6.39E-60,0.0198741,0.0910568,1.56E-202,0.805245
592800,7.90505e-323,1.56E-162,1.82E-63,3.7549e-322,1.87745e-322,5.77E-92,6.49E-232,5.55E-60,0.0199527,0.0914752,1.52E-202,0.804212
592850,7.90505e-323,9.42E-163,9.28E-64,3.7549e-322,1.87745e-322,4.90E-92,5.08E-232,4.81E-60,0.0200124,0.0918232,1.47E-202,0.801936
592900,7.90505e-323,5.71E-163,4.75E-64,3.7549e-322,1.87745e-322,4.18E-92,3.99E-232,4.18E-60,0.0201448,0.0925141,1.43E-202,0.800529
592950,7.90505e-323,3.47E-163,2.44E-64,3.7549e-322,1.87745e-322,3.57E-92,3.14E-232,3.65E-60,0.020325,0.0934345,1.40E-202,0.799085
593000,7.90505e-323,2.11E-163,1.25E-64,3.7549e-322,1.87745e-322,3.04E-92,2.47E-232,3.17E-60,0.0203859,0.0937718,1.35E-202,0.798169
593050,7.90505e-323,1.27E-163,6.38E-65,3.7549e-322,1.87745e-322,2.58E-92,1.93E-232,2.74E-60,0.0202417,0.0931322,1.29E-202,0.796287
593100,7.90505e-323,7.76E-164,3.28E-65,3.7549e-322,1.87745e-322,2.20E-92,1.52E-232,2.38E-60,0.0202789,0.0933316,1.23E-202,0.796469
593150,7.90505e-323,4.72E-164,1.69E-65,3.7549e-322,1.87745e-322,1.88E-92,1.20E-232,2.07E-60,0.0202804,0.093373,1.18E-202,0.796374
593200,7.90505e-323,2.87E-164,8.67E-66,3.7549e-322,1.87745e-322,1.60E-92,9.39E-233,1.80E-60,0.0201622,0.0928419,1.12E-202,0.797784
593250,7.90505e-323,1.75E-164,4.46E-66,3.7549e-322,1.87745e-322,1.37E-92,7.38E-233,1.56E-60,0.0199428,0.0917814,1.04E-202,0.799988
593300,7.90505e-323,1.06E-164,2.29E-66,3.7549e-322,1.87745e-322,1.17E-92,5.80E-233,1.35E-60,0.0198589,0.0913649,9.78E-203,0.800479
593350,7.90505e-323,6.44E-165,1.17E-66,3.7549e-322,1.87745e-322,9.91E-93,4.55E-233,1.17E-60,0.0196733,0.0904074,9.05E-203,0.802319
593400,7.90505e-323,3.91E-165,5.98E-67,3.7549e-322,1.87745e-322,8.45E-93,3.58E-233,1.02E-60,0.0196141,0.0900863,8.44E-203,0.802791
593450,7.90505e-323,2.37E-165,3.06E-67,3.7549e-322,1.87745e-322,7.20E-93,2.81E-233,8.87E-61,0.0195808,0.0899025,7.86E-203,0.801812
593500,7.90505e-323,1.43E-165,1.56E-67,3.7549e-322,1.87745e-322,6.12E-93,2.20E-233,7.68E-61,0.0194534,0.0892923,7.28E-203,0.80156
593550,7.90505e-323,8.67E-166,7.98E-68,3.7549e-322,1.87745e-322,5.21E-93,1.73E-233,6.67E-61,0.0192831,0.0884136,6.69E-203,0.804487
593600,7.90505e-323,5.26E-166,4.09E-68,3.7549e-322,1.87745e-322,4.46E-93,1.36E-233,5.82E-61,0.0193216,0.0885829,6.21E-203,0.804335
593650,7.90505e-323,3.18E-166,2.08E-68,3.7549e-322,1.87745e-322,3.79E-93,1.06E-233,5.04E-61,0.0191269,0.0876434,5.68E-203,0.805809
593700,7.90505e-323,1.91E-166,1.06E-68,3.7549e-322,1.87745e-322,3.21E-93,8.31E-234,4.35E-61,0.0188703,0.0863826,5.17E-203,0.806759
593750,7.90505e-323,1.16E-166,5.38E-69,3.7549e-322,1.87745e-322,2.73E-93,6.52E-234,3.78E-61,0.0187603,0.0858534,4.73E-203,0.808161
593800,7.90505e-323,6.98E-167,2.74E-69,3.7549e-322,1.87745e-322,2.33E-93,5.11E-234,3.28E-61,0.0186124,0.0851127,4.31E-203,0.810807
593850,7.90505e-323,4.20E-167,1.39E-69,3.7549e-322,1.87745e-322,1.97E-93,3.99E-234,2.84E-61,0.018464,0.0844182,3.94E-203,0.812095
593900,7.90505e-323,2.52E-167,7.01E-70,3.7549e-322,1.87745e-322,1.68E-93,3.13E-234,2.46E-61,0.0183923,0.0840589,3.61E-203,0.811677
593950,7.90505e-323,1.51E-167,3.55E-70,3.7549e-322,1.87745e-322,1.42E-93,2.44E-234,2.13E-61,0.018218,0.0831552,3.29E-203,0.814119
594000,7.90505e-323,9.08E-168,1.79E-70,3.7549e-322,1.87745e-322,1.21E-93,1.91E-234,1.85E-61,0.0181127,0.0826444,3.01E-203,0.81624
594050,7.90505e-323,5.43E-168,9.03E-71,3.7549e-322,1.87745e-322,1.02E-93,1.49E-234,1.60E-61,0.0179432,0.0817735,2.75E-203,0.818735
594100,7.90505e-323,3.25E-168,4.55E-71,3.7549e-322,1.87745e-322,8.70E-94,1.17E-234,1.39E-61,0.0179889,0.0820043,2.56E-203,0.818554
594150,7.90505e-323,1.94E-168,2.29E-71,3.7549e-322,1.87745e-322,7.37E-94,9.10E-235,1.20E-61,0.0179029,0.0815992,2.36E-203,0.818942
594200,7.90505e-323,1.16E-168,1.15E-71,3.7549e-322,1.87745e-322,6.22E-94,7.07E-235,1.03E-61,0.017755,0.0809159,2.18E-203,0.819713
594250,7.90505e-323,6.90E-169,5.75E-72,3.7549e-322,1.87745e-322,5.27E-94,5.50E-235,8.93E-62,0.0176951,0.0806406,2.02E-203,0.820274
594300,7.90505e-323,4.13E-169,2.89E-72,3.7549e-322,1.87745e-322,4.47E-94,4.30E-235,7.75E-62,0.0177603,0.0809707,1.90E-203,0.820963
594350,7.90505e-323,2.44E-169,1.44E-72,3.7549e-322,1.87745e-322,3.76E-94,3.33E-235,6.65E-62,0.0175763,0.0801247,1.76E-203,0.821816
594400,7.90505e-323,1.46E-169,7.22E-73,3.7549e-322,1.87745e-322,3.19E-94,2.60E-235,5.77E-62,0.0176557,0.0805341,1.66E-203,0.821429
594450,7.90505e-323,8.68E-170,3.62E-73,3.7549e-322,1.87745e-322,2.69E-94,2.02E-235,4.99E-62,0.0176772,0.0806636,1.57E-203,0.820468
594500,7.90505e-323,5.16E-170,1.81E-73,3.7549e-322,1.87745e-322,2.27E-94,1.57E-235,4.30E-62,0.0175946,0.0803134,1.47E-203,0.82178
594550,7.90505e-323,3.07E-170,9.05E-74,3.7549e-322,1.87745e-322,1.92E-94,1.22E-235,3.71E-62,0.0174942,0.0798184,1.38E-203,0.824353
594600,7.90505e-323,1.82E-170,4.51E-74,3.7549e-322,1.87745e-322,1.62E-94,9.46E-236,3.19E-62,0.0173585,0.0791568,1.29E-203,0.825561
594650,7.90505e-323,1.08E-170,2.24E-74,3.7549e-322,1.87745e-322,1.36E-94,7.33E-236,2.74E-62,0.0173216,0.0790155,1.23E-203,0.826072
594700,7.90505e-323,6.39E-171,1.12E-74,3.7549e-322,1.87745e-322,1.15E-94,5.69E-236,2.37E-62,0.0173498,0.0791972,1.17E-203,0.826138
594750,7.90505e-323,3.78E-171,5.55E-75,3.7549e-322,1.87745e-322,9.68E-95,4.41E-236,2.03E-62,0.0172901,0.0789705,1.12E-203,0.827644
594800,7.90505e-323,2.24E-171,2.77E-75,3.7549e-322,1.87745e-322,8.19E-95,3.43E-236,1.76E-62,0.0174473,0.0797565,1.08E-203,0.826363
594850,7.90505e-323,1.33E-171,1.38E-75,3.7549e-322,1.87745e-322,6.91E-95,2.67E-236,1.52E-62,0.0175583,0.0803364,1.04E-203,0.824331
594900,7.90505e-323,7.91E-172,6.89E-76,3.7549e-322,1.87745e-322,5.84E-95,2.08E-236,1.32E-62,0.0177043,0.0810657,1.01E-203,0.823166
594950,7.90505e-323,4.68E-172,3.42E-76,3.7549e-322,1.87745e-322,4.91E-95,1.60E-236,1.13E-62,0.0176555,0.0809058,9.69E-204,0.822574
595000,7.90505e-323,2.77E-172,1.70E-76,3.7549e-322,1.87745e-322,4.12E-95,1.24E-236,9.66E-63,0.0174812,0.0801198,9.22E-204,0.824534
595050,7.90505e-323,1.64E-172,8.46E-77,3.7549e-322,1.87745e-322,3.47E-95,9.58E-237,8.30E-63,0.0174375,0.0799475,8.85E-204,0.825153
595100,7.90505e-323,9.72E-173,4.21E-77,3.7549e-322,1.87745e-322,2.93E-95,7.44E-237,7.16E-63,0.0175012,0.0802913,8.57E-204,0.825593
595150,7.90505e-323,5.75E-173,2.09E-77,3.7549e-322,1.87745e-322,2.47E-95,5.77E-237,6.17E-63,0.01761,0.0808569,8.34E-204,0.824607
595200,7.90505e-323,3.40E-173,1.04E-77,3.7549e-322,1.87745e-322,2.07E-95,4.47E-237,5.31E-63,0.0176672,0.0812213,8.11E-204,0.821951
595250,7.90505e-323,2.02E-173,5.21E-78,3.7549e-322,1.87745e-322,1.75E-95,3.48E-237,4.59E-63,0.0177744,0.0817411,7.89E-204,0.822895
595300,7.90505e-323,1.20E-173,2.60E-78,3.7549e-322,1.87745e-322,1.48E-95,2.70E-237,3.96E-63,0.0178631,0.0822196,7.69E-204,0.821656
595350,7.90505e-323,7.15E-174,1.30E-78,3.7549e-322,1.87745e-322,1.25E-95,2.10E-237,3.42E-63,0.0180479,0.0831722,7.55E-204,0.81972
595400,7.90505e-323,4.27E-174,6.54E-79,3.7549e-322,1.87745e-322,1.06E-95,1.64E-237,2.97E-63,0.0182444,0.0841477,7.42E-204,0.81854
595450,7.90505e-323,2.53E-174,3.26E-79,3.7549e-322,1.87745e-322,8.90E-96,1.27E-237,2.54E-63,0.0180323,0.082998,7.02E-204,0.817778
595500,7.90505e-323,1.52E-174,1.64E-79,3.7549e-322,1.87745e-322,7.56E-96,9.90E-238,2.20E-63,0.0181241,0.083343,6.79E-204,0.818768
595550,7.90505e-323,9.03E-175,8.23E-80,3.7549e-322,1.87745e-322,6.38E-96,7.70E-238,1.90E-63,0.0181318,0.0833099,6.56E-204,0.819026
595600,7.90505e-323,5.36E-175,4.11E-80,3.7549e-322,1.87745e-322,5.37E-96,5.97E-238,1.63E-63,0.0181033,0.0831598,6.34E-204,0.817601
595650,7.90505e-323,3.19E-175,2.06E-80,3.7549e-322,1.87745e-322,4.53E-96,4.63E-238,1.40E-63,0.0180442,0.0829032,6.13E-204,0.81786
595700,7.90505e-323,1.90E-175,1.03E-80,3.7549e-322,1.87745e-322,3.83E-96,3.60E-238,1.21E-63,0.0181482,0.0834219,5.99E-204,0.817183
595750,7.90505e-323,1.13E-175,5.18E-81,3.7549e-322,1.87745e-322,3.23E-96,2.80E-238,1.05E-63,0.0181467,0.0833844,5.83E-204,0.818332
595800,7.90505e-323,6.75E-176,2.59E-81,3.7549e-322,1.87745e-322,2.72E-96,2.17E-238,9.01E-64,0.018139,0.083343,5.67E-204,0.818147
595850,7.90505e-323,4.03E-176,1.30E-81,3.7549e-322,1.87745e-322,2.31E-96,1.69E-238,7.80E-64,0.0182093,0.0836361,5.54E-204,0.818997
595900,7.90505e-323,2.40E-176,6.54E-82,3.7549e-322,1.87745e-322,1.95E-96,1.32E-238,6.75E-64,0.0183954,0.0845494,5.47E-204,0.816461
595950,7.90505e-323,1.44E-176,3.30E-82,3.7549e-322,1.87745e-322,1.66E-96,1.03E-238,5.87E-64,0.0186784,0.0859512,5.43E-204,0.814274
596000,7.90505e-323,8.61E-177,1.66E-82,3.7549e-322,1.87745e-322,1.40E-96,8.06E-239,5.07E-64,0.0187834,0.0865017,5.34E-204,0.812793
596050,7.90505e-323,5.15E-177,8.39E-83,3.7549e-322,1.87745e-322,1.19E-96,6.28E-239,4.38E-64,0.0188265,0.0867611,5.22E-204,0.81153
596100,7.90505e-323,3.09E-177,4.23E-83,3.7549e-322,1.87745e-322,1.00E-96,4.89E-239,3.78E-64,0.0188433,0.0868915,5.09E-204,0.811527
596150,7.90505e-323,1.85E-177,2.14E-83,3.7549e-322,1.87745e-322,8.51E-97,3.83E-239,3.28E-64,0.0190307,0.0878555,5.02E-204,0.808639
596200,7.90505e-323,1.11E-177,1.08E-83,3.7549e-322,1.87745e-322,7.21E-97,2.99E-239,2.83E-64,0.0190733,0.0880902,4.90E-204,0.807484
596250,7.90505e-323,6.72E-178,5.52E-84,3.7549e-322,1.87745e-322,6.14E-97,2.34E-239,2.46E-64,0.01911,0.0881619,4.71E-204,0.808322
596300,7.90505e-323,4.06E-178,2.81E-84,3.7549e-322,1.87745e-322,5.22E-97,1.84E-239,2.14E-64,0.019227,0.0886646,4.56E-204,0.808198
596350,7.90505e-323,2.45E-178,1.43E-84,3.7549e-322,1.87745e-322,4.45E-97,1.44E-239,1.86E-64,0.0193651,0.0892666,4.43E-204,0.807193
596400,7.90505e-323,1.48E-178,7.28E-85,3.7549e-322,1.87745e-322,3.78E-97,1.13E-239,1.62E-64,0.0195169,0.0899716,4.30E-204,0.804751
596450,7.90505e-323,8.91E-179,3.70E-85,3.7549e-322,1.87745e-322,3.21E-97,8.85E-240,1.40E-64,0.0194879,0.0897969,4.14E-204,0.805349
596500,7.90505e-323,5.38E-179,1.89E-85,3.7549e-322,1.87745e-322,2.73E-97,6.94E-240,1.21E-64,0.0195482,0.0900445,4.00E-204,0.805503
596550,7.90505e-323,3.24E-179,9.57E-86,3.7549e-322,1.87745e-322,2.31E-97,5.42E-240,1.05E-64,0.0195479,0.0900112,3.86E-204,0.804362
596600,7.90505e-323,1.95E-179,4.87E-86,3.7549e-322,1.87745e-322,1.97E-97,4.24E-240,9.10E-65,0.019533,0.0898925,3.71E-204,0.805441
596650,7.90505e-323,1.18E-179,2.49E-86,3.7549e-322,1.87745e-322,1.68E-97,3.33E-240,7.92E-65,0.0197021,0.0906642,3.61E-204,0.804174
596700,7.90505e-323,7.16E-180,1.27E-86,3.7549e-322,1.87745e-322,1.43E-97,2.62E-240,6.88E-65,0.0198009,0.0911307,3.50E-204,0.802445
596750,7.90505e-323,4.33E-180,6.49E-87,3.7549e-322,1.87745e-322,1.22E-97,2.05E-240,5.97E-65,0.019795,0.0910649,3.37E-204,0.803391
