name,stra.13663,stra.13664,stra.13784,stra.13785,stra.13905,stra.13906,stra.14026,stra.14147,stra.14512,stra.14518,stra.14641,stra.14642
15400,8.48E-62,5.69E-23,3.97E-36,1.27E-12,4.02E-23,9.00E-08,2.94E-15,1.71E-10,3.71E-24,3.55E-35,0.00362487,0.979512
15450,1.81E-62,2.93E-23,1.68E-36,8.69E-13,2.38E-23,7.16E-08,2.14E-15,1.42E-10,3.81E-24,3.66E-35,0.00377711,0.979888
15500,3.88E-63,1.51E-23,7.07E-37,5.96E-13,1.41E-23,5.70E-08,1.55E-15,1.18E-10,3.93E-24,3.78E-35,0.00394241,0.980152
15550,8.27E-64,7.77E-24,2.98E-37,4.07E-13,8.28E-24,4.53E-08,1.12E-15,9.77E-11,4.03E-24,3.89E-35,0.00409882,0.980607
15600,1.76E-64,4.00E-24,1.25E-37,2.79E-13,4.88E-24,3.59E-08,8.15E-16,8.09E-11,4.14E-24,4.00E-35,0.0042654,0.980247
15650,3.75E-65,2.04E-24,5.25E-38,1.90E-13,2.86E-24,2.84E-08,5.87E-16,6.65E-11,4.21E-24,4.08E-35,0.00439063,0.980376
15700,7.98E-66,1.05E-24,2.21E-38,1.30E-13,1.69E-24,2.25E-08,4.25E-16,5.50E-11,4.32E-24,4.19E-35,0.00455895,0.981075
15750,1.70E-66,5.40E-25,9.28E-39,8.86E-14,9.93E-25,1.79E-08,3.08E-16,4.55E-11,4.42E-24,4.30E-35,0.00472708,0.981197
15800,3.62E-67,2.78E-25,3.91E-39,6.06E-14,5.85E-25,1.42E-08,2.23E-16,3.77E-11,4.54E-24,4.42E-35,0.00490992,0.980888
15850,7.73E-68,1.43E-25,1.65E-39,4.15E-14,3.46E-25,1.13E-08,1.62E-16,3.13E-11,4.66E-24,4.55E-35,0.00509962,0.981303
15900,1.65E-68,7.35E-26,6.94E-40,2.84E-14,2.04E-25,8.97E-09,1.18E-16,2.59E-11,4.78E-24,4.67E-35,0.00528934,0.981929
15950,3.51E-69,3.78E-26,2.92E-40,1.94E-14,1.20E-25,7.13E-09,8.52E-17,2.15E-11,4.90E-24,4.79E-35,0.00548581,0.982027
16000,7.43E-70,1.93E-26,1.22E-40,1.32E-14,7.04E-26,5.63E-09,6.14E-17,1.77E-11,4.98E-24,4.89E-35,0.00564148,0.981332
16050,1.58E-70,9.88E-27,5.11E-41,9.00E-15,4.13E-26,4.45E-09,4.43E-17,1.45E-11,5.07E-24,4.98E-35,0.0057998,0.980956
16100,3.34E-71,5.06E-27,2.14E-41,6.13E-15,2.42E-26,3.51E-09,3.19E-17,1.20E-11,5.15E-24,5.07E-35,0.00595021,0.981315
16150,7.10E-72,2.60E-27,8.99E-42,4.19E-15,1.42E-26,2.78E-09,2.31E-17,9.87E-12,5.26E-24,5.18E-35,0.00614656,0.98223
16200,1.51E-72,1.33E-27,3.78E-42,2.87E-15,8.40E-27,2.21E-09,1.67E-17,8.18E-12,5.40E-24,5.34E-35,0.00640041,0.980865
16250,3.20E-73,6.80E-28,1.58E-42,1.94E-15,4.90E-27,1.74E-09,1.20E-17,6.69E-12,5.44E-24,5.39E-35,0.00651289,0.979903
16300,6.84E-74,3.50E-28,6.66E-43,1.33E-15,2.89E-27,1.38E-09,8.71E-18,5.55E-12,5.59E-24,5.54E-35,0.00676565,0.981149
16350,1.46E-74,1.80E-28,2.80E-43,9.10E-16,1.71E-27,1.10E-09,6.31E-18,4.60E-12,5.75E-24,5.71E-35,0.00704564,0.980817
16400,3.11E-75,9.29E-29,1.18E-43,6.25E-16,1.01E-27,8.76E-10,4.59E-18,3.82E-12,5.92E-24,5.89E-35,0.00735737,0.981639
16450,6.62E-76,4.77E-29,4.97E-44,4.27E-16,5.94E-28,6.94E-10,3.32E-18,3.16E-12,6.07E-24,6.05E-35,0.0076337,0.980382
16500,1.42E-76,2.46E-29,2.10E-44,2.93E-16,3.51E-28,5.53E-10,2.42E-18,2.63E-12,6.25E-24,6.25E-35,0.00796504,0.980086
16550,3.02E-77,1.26E-29,8.84E-45,2.00E-16,2.07E-28,4.39E-10,1.75E-18,2.17E-12,6.39E-24,6.40E-35,0.00824301,0.980157
16600,6.45E-78,6.50E-30,3.73E-45,1.37E-16,1.22E-28,3.49E-10,1.27E-18,1.80E-12,6.57E-24,6.59E-35,0.00858055,0.980755
16650,1.38E-78,3.35E-30,1.57E-45,9.40E-17,7.23E-29,2.78E-10,9.24E-19,1.50E-12,6.77E-24,6.80E-35,0.00895029,0.980502
16700,2.94E-79,1.72E-30,6.62E-46,6.43E-17,4.26E-29,2.21E-10,6.70E-19,1.24E-12,6.94E-24,6.99E-35,0.00930175,0.980802
16750,6.25E-80,8.84E-31,2.78E-46,4.39E-17,2.51E-29,1.75E-10,4.84E-19,1.02E-12,7.09E-24,7.15E-35,0.00960484,0.979934
16800,1.34E-80,4.55E-31,1.17E-46,3.01E-17,1.48E-29,1.39E-10,3.52E-19,8.48E-13,7.27E-24,7.35E-35,0.00997487,0.980898
16850,2.85E-81,2.34E-31,4.94E-47,2.06E-17,8.73E-30,1.10E-10,2.55E-19,7.02E-13,7.46E-24,7.55E-35,0.0103537,0.979782
16900,6.07E-82,1.20E-31,2.08E-47,1.40E-17,5.13E-30,8.74E-11,1.84E-19,5.79E-13,7.60E-24,7.71E-35,0.0106826,0.9791
16950,1.29E-82,6.17E-32,8.73E-48,9.59E-18,3.02E-30,6.93E-11,1.33E-19,4.78E-13,7.78E-24,7.91E-35,0.0110672,0.977196
17000,2.79E-83,3.20E-32,3.71E-48,6.61E-18,1.79E-30,5.54E-11,9.72E-20,3.99E-13,8.04E-24,8.19E-35,0.0115851,0.978238
17050,5.97E-84,1.65E-32,1.56E-48,4.52E-18,1.06E-30,4.40E-11,7.05E-20,3.30E-13,8.24E-24,8.40E-35,0.0120121,0.978172
17100,1.29E-84,8.53E-33,6.63E-49,3.11E-18,6.29E-31,3.52E-11,5.15E-20,2.75E-13,8.51E-24,8.70E-35,0.0125683,0.978165
17150,2.75E-85,4.38E-33,2.79E-49,2.13E-18,3.70E-31,2.79E-11,3.72E-20,2.27E-13,8.66E-24,8.87E-35,0.0129514,0.97778
17200,5.89E-86,2.26E-33,1.18E-49,1.46E-18,2.19E-31,2.21E-11,2.70E-20,1.88E-13,8.85E-24,9.08E-35,0.0133689,0.977673
17250,1.26E-86,1.17E-33,4.98E-50,9.99E-19,1.29E-31,1.76E-11,1.96E-20,1.56E-13,9.09E-24,9.34E-35,0.0138828,0.977709
17300,2.71E-87,6.00E-34,2.10E-50,6.84E-19,7.62E-32,1.40E-11,1.42E-20,1.29E-13,9.30E-24,9.58E-35,0.0143906,0.976575
17350,5.83E-88,3.10E-34,8.91E-51,4.70E-19,4.52E-32,1.12E-11,1.03E-20,1.07E-13,9.57E-24,9.87E-35,0.014992,0.976687
17400,1.25E-88,1.61E-34,3.78E-51,3.23E-19,2.68E-32,8.88E-12,7.52E-21,8.89E-14,9.82E-24,1.01E-34,0.0155657,0.976236
17450,2.69E-89,8.26E-35,1.59E-51,2.21E-19,1.58E-32,7.05E-12,5.44E-21,7.35E-14,1.00E-23,1.04E-34,0.016088,0.974232
17500,5.80E-90,4.28E-35,6.75E-52,1.52E-19,9.35E-33,5.62E-12,3.96E-21,6.10E-14,1.03E-23,1.07E-34,0.0167578,0.973416
17550,1.25E-90,2.22E-35,2.87E-52,1.04E-19,5.55E-33,4.48E-12,2.88E-21,5.07E-14,1.06E-23,1.10E-34,0.0174135,0.974208
17600,2.70E-91,1.14E-35,1.21E-52,7.15E-20,3.28E-33,3.56E-12,2.09E-21,4.19E-14,1.08E-23,1.13E-34,0.0180001,0.973029
17650,5.82E-92,5.90E-36,5.13E-53,4.89E-20,1.93E-33,2.82E-12,1.52E-21,3.46E-14,1.10E-23,1.15E-34,0.0185753,0.971956
17700,1.26E-92,3.05E-36,2.18E-53,3.36E-20,1.15E-33,2.25E-12,1.10E-21,2.87E-14,1.13E-23,1.18E-34,0.0191574,0.973112
17750,2.72E-93,1.58E-36,9.24E-54,2.30E-20,6.78E-34,1.79E-12,8.00E-22,2.38E-14,1.15E-23,1.21E-34,0.019821,0.970725
17800,5.92E-94,8.21E-37,3.94E-54,1.59E-20,4.03E-34,1.43E-12,5.83E-22,1.98E-14,1.18E-23,1.24E-34,0.0206098,0.971117
17850,1.28E-94,4.24E-37,1.67E-54,1.09E-20,2.38E-34,1.13E-12,4.23E-22,1.63E-14,1.20E-23,1.27E-34,0.0211934,0.970306
17900,2.77E-95,2.19E-37,7.08E-55,7.47E-21,1.41E-34,8.99E-13,3.06E-22,1.35E-14,1.23E-23,1.29E-34,0.0218232,0.969624
17950,6.03E-96,1.14E-37,3.01E-55,5.14E-21,8.37E-35,7.17E-13,2.23E-22,1.12E-14,1.25E-23,1.32E-34,0.0225367,0.969207
18000,1.31E-96,5.92E-38,1.29E-55,3.54E-21,4.98E-35,5.72E-13,1.62E-22,9.29E-15,1.28E-23,1.35E-34,0.0232947,0.969516
18050,2.87E-97,3.08E-38,5.49E-56,2.44E-21,2.96E-35,4.57E-13,1.19E-22,7.73E-15,1.32E-23,1.39E-34,0.0242044,0.968747
18100,6.24E-98,1.60E-38,2.34E-56,1.68E-21,1.76E-35,3.64E-13,8.63E-23,6.41E-15,1.34E-23,1.42E-34,0.0249801,0.968108
18150,1.36E-98,8.32E-39,9.98E-57,1.16E-21,1.05E-35,2.90E-13,6.28E-23,5.32E-15,1.37E-23,1.46E-34,0.0258702,0.96697
18200,2.99E-99,4.34E-39,4.27E-57,7.98E-22,6.23E-36,2.32E-13,4.59E-23,4.43E-15,1.41E-23,1.50E-34,0.026893,0.965003
18250,6.57E-100,2.27E-39,1.83E-57,5.53E-22,3.73E-36,1.86E-13,3.36E-23,3.70E-15,1.45E-23,1.55E-34,0.0279912,0.965423
18300,1.44E-100,1.18E-39,7.83E-58,3.81E-22,2.21E-36,1.48E-13,2.45E-23,3.06E-15,1.48E-23,1.58E-34,0.0289462,0.963609
18350,3.15E-101,6.13E-40,3.34E-58,2.62E-22,1.31E-36,1.18E-13,1.78E-23,2.53E-15,1.51E-23,1.61E-34,0.0297637,0.961605
18400,6.91E-102,3.19E-40,1.43E-58,1.80E-22,7.80E-37,9.37E-14,1.29E-23,2.09E-15,1.53E-23,1.64E-34,0.03053,0.960989
18450,1.53E-102,1.68E-40,6.17E-59,1.25E-22,4.69E-37,7.54E-14,9.48E-24,1.75E-15,1.58E-23,1.70E-34,0.0318958,0.96124
18500,3.39E-103,8.78E-41,2.65E-59,8.65E-23,2.80E-37,6.03E-14,6.93E-24,1.46E-15,1.62E-23,1.74E-34,0.0330264,0.960413
18550,7.52E-104,4.61E-41,1.14E-59,6.00E-23,1.68E-37,4.83E-14,5.08E-24,1.22E-15,1.66E-23,1.79E-34,0.0342915,0.959553
18600,1.68E-104,2.43E-41,4.95E-60,4.18E-23,1.01E-37,3.89E-14,3.74E-24,1.02E-15,1.71E-23,1.85E-34,0.0358335,0.958139
18650,3.73E-105,1.27E-41,2.14E-60,2.90E-23,6.05E-38,3.12E-14,2.74E-24,8.49E-16,1.76E-23,1.90E-34,0.0371255,0.956258
18700,8.31E-106,6.69E-42,9.23E-61,2.01E-23,3.62E-38,2.50E-14,2.00E-24,7.06E-16,1.79E-23,1.94E-34,0.0379511,0.954376
18750,1.86E-106,3.53E-42,4.00E-61,1.40E-23,2.18E-38,2.00E-14,1.47E-24,5.89E-16,1.83E-23,1.99E-34,0.0389383,0.953877
18800,4.19E-107,1.87E-42,1.74E-61,9.73E-24,1.31E-38,1.62E-14,1.08E-24,4.94E-16,1.88E-23,2.05E-34,0.040373,0.952961
18850,9.42E-108,9.87E-43,7.58E-62,6.78E-24,7.91E-39,1.30E-14,7.97E-25,4.13E-16,1.93E-23,2.11E-34,0.0417505,0.951725
18900,2.12E-108,5.21E-43,3.30E-62,4.72E-24,4.77E-39,1.05E-14,5.86E-25,3.45E-16,1.98E-23,2.16E-34,0.0431655,0.950215
18950,4.79E-109,2.76E-43,1.44E-62,3.29E-24,2.88E-39,8.41E-15,4.31E-25,2.88E-16,2.02E-23,2.22E-34,0.044656,0.949586
19000,1.08E-109,1.46E-43,6.26E-63,2.30E-24,1.73E-39,6.77E-15,3.17E-25,2.41E-16,2.08E-23,2.28E-34,0.0463002,0.947185
19050,2.47E-110,7.77E-44,2.74E-63,1.61E-24,1.05E-39,5.47E-15,2.34E-25,2.02E-16,2.13E-23,2.35E-34,0.0481399,0.94624
19100,5.62E-111,4.13E-44,1.20E-63,1.12E-24,6.35E-40,4.41E-15,1.73E-25,1.69E-16,2.19E-23,2.41E-34,0.0498325,0.944289
19150,1.28E-111,2.20E-44,5.27E-64,7.86E-25,3.85E-40,3.55E-15,1.27E-25,1.42E-16,2.24E-23,2.47E-34,0.0514836,0.942351
19200,2.94E-112,1.17E-44,2.32E-64,5.50E-25,2.33E-40,2.87E-15,9.41E-26,1.19E-16,2.29E-23,2.53E-34,0.0532316,0.941234
19250,6.74E-113,6.24E-45,1.02E-64,3.84E-25,1.41E-40,2.31E-15,6.93E-26,9.91E-17,2.34E-23,2.59E-34,0.0549497,0.938104
19300,1.55E-113,3.33E-45,4.48E-65,2.69E-25,8.56E-41,1.86E-15,5.11E-26,8.29E-17,2.38E-23,2.64E-34,0.0565364,0.937779
19350,3.59E-114,1.78E-45,1.98E-65,1.89E-25,5.21E-41,1.50E-15,3.78E-26,6.95E-17,2.44E-23,2.71E-34,0.0584946,0.935937
19400,8.33E-115,9.57E-46,8.76E-66,1.33E-25,3.17E-41,1.22E-15,2.80E-26,5.83E-17,2.49E-23,2.78E-34,0.0603657,0.933958
19450,1.93E-115,5.13E-46,3.87E-66,9.32E-26,1.93E-41,9.80E-16,2.06E-26,4.87E-17,2.54E-23,2.83E-34,0.0620083,0.931703
19500,4.53E-116,2.77E-46,1.73E-66,6.58E-26,1.18E-41,7.97E-16,1.54E-26,4.11E-17,2.61E-23,2.91E-34,0.0644181,0.93013
19550,1.07E-116,1.49E-46,7.71E-67,4.65E-26,7.23E-42,6.47E-16,1.14E-26,3.46E-17,2.68E-23,2.99E-34,0.066728,0.927731
19600,2.51E-117,8.09E-47,3.45E-67,3.29E-26,4.44E-42,5.27E-16,8.52E-27,2.92E-17,2.75E-23,3.08E-34,0.0693103,0.925277
19650,5.94E-118,4.37E-47,1.54E-67,2.32E-26,2.72E-42,4.27E-16,6.32E-27,2.45E-17,2.81E-23,3.16E-34,0.0715301,0.921443
19700,1.41E-118,2.37E-47,6.92E-68,1.64E-26,1.67E-42,3.47E-16,4.70E-27,2.06E-17,2.87E-23,3.23E-34,0.073669,0.920051
19750,3.37E-119,1.29E-47,3.11E-68,1.16E-26,1.03E-42,2.82E-16,3.50E-27,1.73E-17,2.92E-23,3.29E-34,0.0757655,0.917864
19800,8.08E-120,7.03E-48,1.40E-68,8.27E-27,6.33E-43,2.29E-16,2.61E-27,1.46E-17,2.98E-23,3.36E-34,0.0778543,0.916222
19850,1.94E-120,3.83E-48,6.35E-69,5.87E-27,3.91E-43,1.87E-16,1.95E-27,1.23E-17,3.04E-23,3.43E-34,0.0797902,0.913866
19900,4.68E-121,2.09E-48,2.87E-69,4.17E-27,2.41E-43,1.52E-16,1.45E-27,1.04E-17,3.10E-23,3.49E-34,0.081803,0.91172
19950,1.13E-121,1.15E-48,1.30E-69,2.97E-27,1.49E-43,1.24E-16,1.09E-27,8.74E-18,3.16E-23,3.56E-34,0.0836903,0.909786
20000,2.75E-122,6.28E-49,5.92E-70,2.11E-27,9.23E-44,1.01E-16,8.11E-28,7.35E-18,3.20E-23,3.60E-34,0.0852298,0.908396
20050,6.72E-123,3.45E-49,2.70E-70,1.51E-27,5.72E-44,8.25E-17,6.08E-28,6.21E-18,3.26E-23,3.68E-34,0.0877507,0.905502
20100,1.65E-123,1.90E-49,1.23E-70,1.08E-27,3.56E-44,6.75E-17,4.56E-28,5.25E-18,3.34E-23,3.77E-34,0.0905686,0.90256
20150,4.07E-124,1.05E-49,5.67E-71,7.73E-28,2.22E-44,5.54E-17,3.43E-28,4.46E-18,3.41E-23,3.87E-34,0.0934655,0.899085
20200,1.02E-124,5.87E-50,2.63E-71,5.58E-28,1.40E-44,4.57E-17,2.60E-28,3.80E-18,3.52E-23,3.99E-34,0.0972483,0.895728
20250,2.54E-125,3.27E-50,1.22E-71,4.02E-28,8.77E-45,3.76E-17,1.96E-28,9.59E-04,3.61E-23,4.10E-34,0.100707,0.891559
20300,6.40E-126,1.83E-50,5.66E-72,2.90E-28,5.51E-45,3.10E-17,1.48E-28,8.15E-04,3.68E-23,4.19E-34,0.103485,0.888739
20350,1.62E-126,1.02E-50,2.64E-72,2.10E-28,3.48E-45,2.56E-17,1.12E-28,6.94E-04,3.78E-23,4.31E-34,0.106991,0.884704
20400,4.14E-127,5.76E-51,1.24E-72,1.52E-28,2.19E-45,2.11E-17,8.52E-29,5.91E-04,3.85E-23,4.40E-34,0.109901,0.882343
20450,1.06E-127,3.25E-51,5.81E-73,1.11E-28,1.39E-45,1.75E-17,6.47E-29,5.04E-04,3.94E-23,4.51E-34,0.11325,0.879375
20500,2.74E-128,1.84E-51,2.74E-73,8.04E-29,8.82E-46,1.45E-17,4.92E-29,4.30E-04,4.03E-23,4.61E-34,0.116366,0.876179
20550,7.07E-129,1.04E-51,1.29E-73,5.84E-29,5.59E-46,1.20E-17,3.73E-29,3.66E-04,4.09E-23,4.70E-34,0.118756,0.872435
20600,1.85E-129,5.93E-52,6.14E-74,4.27E-29,3.57E-46,9.96E-18,2.86E-29,3.14E-04,4.18E-23,4.80E-34,0.121338,0.871494
20650,4.84E-130,3.39E-52,2.93E-74,3.13E-29,2.29E-46,8.30E-18,2.19E-29,2.69E-04,4.28E-23,4.93E-34,0.12357,0.868531
20700,1.27E-130,1.94E-52,1.40E-74,2.30E-29,1.46E-46,6.92E-18,1.67E-29,2.31E-04,4.34E-23,5.01E-34,0.122847,0.867682
20750,3.35E-131,1.11E-52,6.67E-75,1.69E-29,9.37E-47,5.77E-18,1.28E-29,1.97E-04,4.34E-23,5.03E-34,0.116683,0.87114
20800,8.80E-132,6.37E-53,3.19E-75,1.24E-29,6.02E-47,4.83E-18,9.82E-30,1.69E-04,4.28E-23,4.99E-34,0.103236,0.880061
20850,2.28E-132,3.65E-53,1.52E-75,9.17E-30,3.86E-47,4.06E-18,7.53E-30,1.45E-04,4.12E-23,4.86E-34,0.0833023,0.896145
20900,5.72E-133,2.06E-53,7.10E-76,6.71E-30,2.45E-47,3.39E-18,5.74E-30,1.24E-04,3.91E-23,4.67E-34,0.0638309,0.915496
20950,1.38E-133,1.14E-53,3.24E-76,4.83E-30,1.52E-47,2.79E-18,4.32E-30,1.05E-04,3.74E-23,4.52E-34,0.0503577,0.931852
21000,3.22E-134,6.17E-54,1.44E-76,3.43E-30,9.35E-48,2.28E-18,3.21E-30,8.79E-05,3.63E-23,4.42E-34,0.0425748,0.9446
21050,7.33E-135,3.28E-54,6.32E-77,2.40E-30,5.65E-48,1.84E-18,2.36E-30,7.33E-05,3.59E-23,4.39E-34,0.0387405,0.950393
21100,1.66E-135,1.75E-54,2.77E-77,1.68E-30,3.43E-48,1.49E-18,1.75E-30,6.16E-05,3.63E-23,4.47E-34,0.0376201,0.954896
21150,3.72E-136,9.24E-55,1.20E-77,1.17E-30,2.07E-48,1.20E-18,1.29E-30,5.15E-05,3.70E-23,4.56E-34,0.0375547,0.95639
21200,8.32E-137,4.87E-55,5.22E-78,8.17E-31,1.24E-48,9.64E-19,9.46E-31,4.30E-05,3.77E-23,4.66E-34,0.0380156,0.956889
21250,1.86E-137,2.57E-55,2.26E-78,5.68E-31,7.47E-49,7.75E-19,6.95E-31,3.60E-05,3.86E-23,4.79E-34,0.0390148,0.956083
21300,4.16E-138,1.35E-55,9.80E-79,3.95E-31,4.49E-49,6.23E-19,5.11E-31,3.01E-05,3.96E-23,4.92E-34,0.0402859,0.955171
21350,9.31E-139,7.13E-56,4.24E-79,2.75E-31,2.70E-49,5.00E-19,3.74E-31,2.51E-05,4.05E-23,5.05E-34,0.0415424,0.95402
21400,2.09E-139,3.76E-56,1.84E-79,1.91E-31,1.62E-49,4.02E-19,2.75E-31,2.09E-05,4.16E-23,5.19E-34,0.0430211,0.952116
21450,4.71E-140,1.99E-56,8.01E-80,1.33E-31,9.77E-50,3.23E-19,2.02E-31,1.75E-05,4.25E-23,5.30E-34,0.0443162,0.951127
21500,1.06E-140,1.05E-56,3.49E-80,9.26E-32,5.88E-50,2.59E-19,1.49E-31,1.46E-05,4.35E-23,5.44E-34,0.0458473,0.949517
21550,2.41E-141,5.58E-57,1.53E-80,6.47E-32,3.56E-50,2.09E-19,1.10E-31,1.22E-05,4.47E-23,5.61E-34,0.0476924,0.947425
21600,5.47E-142,2.96E-57,6.67E-81,4.52E-32,2.15E-50,1.69E-19,8.09E-32,1.03E-05,4.58E-23,5.75E-34,0.0493313,0.945947
21650,1.25E-142,1.57E-57,2.92E-81,3.16E-32,1.30E-50,1.36E-19,5.96E-32,8.57E-06,4.69E-23,5.90E-34,0.0510377,0.943114
21700,2.85E-143,8.38E-58,1.28E-81,2.21E-32,7.89E-51,1.10E-19,4.40E-32,7.18E-06,4.80E-23,6.05E-34,0.052776,0.942662
21750,6.53E-144,4.46E-58,5.63E-82,1.55E-32,4.78E-51,8.83E-20,3.24E-32,6.01E-06,4.90E-23,6.19E-34,0.0543843,0.940209
21800,1.50E-144,2.38E-58,2.48E-82,1.08E-32,2.90E-51,7.13E-20,2.40E-32,5.03E-06,5.01E-23,6.35E-34,0.0561166,0.938309
21850,3.47E-145,1.28E-58,1.10E-82,7.61E-33,1.76E-51,5.76E-20,1.77E-32,4.22E-06,5.13E-23,6.51E-34,0.0580154,0.936769
21900,8.05E-146,6.84E-59,4.85E-83,5.35E-33,1.07E-51,4.67E-20,1.31E-32,3.55E-06,5.27E-23,6.70E-34,0.0602393,0.934238
21950,1.87E-146,3.66E-59,2.14E-83,3.75E-33,6.53E-52,3.76E-20,9.70E-33,2.97E-06,5.38E-23,6.85E-34,0.0620953,0.931736
22000,4.34E-147,1.96E-59,9.48E-84,2.63E-33,3.97E-52,3.04E-20,7.16E-33,2.48E-06,5.48E-23,6.98E-34,0.0637512,0.930321
22050,1.02E-147,1.06E-59,4.23E-84,1.86E-33,2.43E-52,2.47E-20,5.33E-33,2.09E-06,5.62E-23,7.17E-34,0.0660115,0.92958
22100,2.40E-148,5.73E-60,1.89E-84,1.32E-33,1.49E-52,2.01E-20,3.97E-33,1.76E-06,5.77E-23,7.38E-34,0.0685602,0.927152
22150,5.65E-149,3.10E-60,8.44E-85,9.29E-34,9.14E-53,1.63E-20,2.95E-33,1.48E-06,5.91E-23,7.57E-34,0.0708556,0.923851
22200,1.34E-149,1.68E-60,3.78E-85,6.57E-34,5.61E-53,1.32E-20,2.19E-33,1.24E-06,6.03E-23,7.74E-34,0.0730024,0.921777
22250,3.19E-150,9.15E-61,1.71E-85,4.68E-34,3.47E-53,1.08E-20,1.64E-33,1.05E-06,6.21E-23,7.98E-34,0.0759823,0.919859
22300,7.67E-151,5.00E-61,7.72E-86,3.33E-34,2.15E-53,8.84E-21,1.23E-33,8.94E-07,6.40E-23,8.25E-34,0.079171,0.916684
22350,1.84E-151,2.73E-61,3.49E-86,2.37E-34,1.32E-53,7.21E-21,9.18E-34,7.54E-07,6.55E-23,8.45E-34,0.0816776,0.913479
22400,4.47E-152,1.50E-61,1.59E-86,1.69E-34,8.22E-54,5.90E-21,6.89E-34,6.39E-07,6.73E-23,8.69E-34,0.0846671,0.911003
22450,1.09E-152,8.22E-62,7.23E-87,1.21E-34,5.10E-54,4.82E-21,5.16E-34,5.40E-07,6.88E-23,8.91E-34,0.087481,0.908078
22500,2.66E-153,4.53E-62,3.31E-87,8.64E-35,3.18E-54,3.95E-21,3.88E-34,4.58E-07,7.07E-23,9.17E-34,0.0907173,0.904634
22550,6.53E-154,2.50E-62,1.51E-87,6.18E-35,1.98E-54,3.24E-21,2.91E-34,3.88E-07,7.22E-23,9.38E-34,0.0934421,0.901588
22600,1.62E-154,1.39E-62,6.97E-88,4.45E-35,1.24E-54,2.66E-21,2.20E-34,3.29E-07,7.38E-23,9.60E-34,0.0962014,0.899423
22650,4.03E-155,7.72E-63,3.22E-88,3.20E-35,7.75E-55,2.19E-21,1.66E-34,2.80E-07,7.58E-23,9.88E-34,0.0997475,0.896066
22700,1.01E-155,4.30E-63,1.49E-88,2.31E-35,4.86E-55,1.80E-21,1.25E-34,2.37E-07,7.74E-23,1.01E-33,0.102605,0.892985
22750,2.54E-156,2.41E-63,6.95E-89,1.67E-35,3.06E-55,1.49E-21,9.49E-35,2.03E-07,7.95E-23,1.04E-33,0.106315,0.889437
22800,6.44E-157,1.35E-63,3.24E-89,1.21E-35,1.93E-55,1.23E-21,7.18E-35,1.73E-07,8.14E-23,1.07E-33,0.109731,0.884769
22850,1.64E-157,7.56E-64,1.51E-89,8.71E-36,1.21E-55,1.01E-21,5.42E-35,1.46E-07,8.24E-23,1.08E-33,0.111706,0.882538
22900,4.17E-158,4.25E-64,7.07E-90,6.29E-36,7.65E-56,8.31E-22,4.10E-35,1.24E-07,8.36E-23,1.10E-33,0.113911,0.880478
22950,1.08E-158,2.40E-64,3.34E-90,4.59E-36,4.86E-56,6.90E-22,3.12E-35,1.06E-07,8.58E-23,1.13E-33,0.117567,0.877904
23000,2.77E-159,1.36E-64,1.57E-90,3.33E-36,3.08E-56,5.70E-22,2.37E-35,9.03E-08,8.70E-23,1.15E-33,0.119466,0.875779
23050,7.19E-160,7.70E-65,7.43E-91,2.43E-36,1.96E-56,4.72E-22,1.80E-35,7.71E-08,8.85E-23,1.17E-33,0.12138,0.872802
23100,1.88E-160,4.39E-65,3.53E-91,1.77E-36,1.25E-56,3.93E-22,1.38E-35,6.59E-08,8.99E-23,1.19E-33,0.122053,0.871983
23150,4.91E-161,2.50E-65,1.68E-91,1.30E-36,7.98E-57,3.27E-22,1.05E-35,5.64E-08,9.08E-23,1.20E-33,0.119965,0.870652
23200,1.28E-161,1.43E-65,8.00E-92,9.53E-37,5.10E-57,2.72E-22,8.04E-36,4.82E-08,9.04E-23,1.20E-33,0.112099,0.876284
23250,3.33E-162,8.17E-66,3.80E-92,6.99E-37,3.26E-57,2.27E-22,6.14E-36,4.12E-08,8.84E-23,1.18E-33,0.0975467,0.887357
23300,8.48E-163,4.63E-66,1.79E-92,5.12E-37,2.07E-57,1.90E-22,4.68E-36,3.51E-08,8.51E-23,1.15E-33,0.079129,0.900877
23350,2.11E-163,2.60E-66,8.31E-93,3.73E-37,1.31E-57,1.58E-22,3.56E-36,3.00E-08,8.18E-23,1.12E-33,0.0626676,0.919266
23400,5.06E-164,1.43E-66,3.78E-93,2.68E-37,8.15E-58,1.30E-22,2.68E-36,2.54E-08,7.92E-23,1.09E-33,0.0513368,0.93387
23450,1.18E-164,7.75E-67,1.68E-93,1.90E-37,4.99E-58,1.06E-22,1.99E-36,2.13E-08,7.77E-23,1.08E-33,0.0448138,0.943299
23500,2.70E-165,4.15E-67,7.41E-94,1.34E-37,3.04E-58,8.61E-23,1.48E-36,1.79E-08,7.76E-23,1.09E-33,0.0416657,0.949328
23550,6.13E-166,2.21E-67,3.25E-94,9.38E-38,1.84E-58,6.96E-23,1.09E-36,1.50E-08,7.85E-23,1.10E-33,0.0405074,0.952574
23600,1.38E-166,1.17E-67,1.41E-94,6.53E-38,1.11E-58,5.60E-23,8.01E-37,1.25E-08,7.95E-23,1.12E-33,0.0402882,0.952898
23650,3.10E-167,6.17E-68,6.13E-95,4.56E-38,6.68E-59,4.51E-23,5.89E-37,1.05E-08,8.12E-23,1.15E-33,0.0408813,0.953885
