Strategy_Type,p1,p2,p3,p4
stra.6388,0.4,0.8,0.8,0.7
stra.6389,0.4,0.8,0.8,0.8
stra.6390,0.4,0.8,0.8,0.9
stra.6391,0.4,0.8,0.8,0.99
stra.6392,0.4,0.8,0.9,0.01
stra.6393,0.4,0.8,0.9,0.1
stra.6394,0.4,0.8,0.9,0.2
stra.6395,0.4,0.8,0.9,0.3
stra.6396,0.4,0.8,0.9,0.4
stra.6397,0.4,0.8,0.9,0.5
stra.6398,0.4,0.8,0.9,0.6
stra.6399,0.4,0.8,0.9,0.7
stra.6400,0.4,0.8,0.9,0.8
stra.6401,0.4,0.8,0.9,0.9
stra.6402,0.4,0.8,0.9,0.99
stra.6403,0.4,0.8,0.99,0.01
stra.6404,0.4,0.8,0.99,0.1
stra.6405,0.4,0.8,0.99,0.2
stra.6406,0.4,0.8,0.99,0.3
stra.6407,0.4,0.8,0.99,0.4
stra.6408,0.4,0.8,0.99,0.5
stra.6409,0.4,0.8,0.99,0.6
stra.6410,0.4,0.8,0.99,0.7
stra.6411,0.4,0.8,0.99,0.8
stra.6412,0.4,0.8,0.99,0.9
stra.6413,0.4,0.8,0.99,0.99
stra.6414,0.4,0.9,0.01,0.01
stra.6415,0.4,0.9,0.01,0.1
stra.6416,0.4,0.9,0.01,0.2
stra.6417,0.4,0.9,0.01,0.3
stra.6418,0.4,0.9,0.01,0.4
stra.6419,0.4,0.9,0.01,0.5
stra.6420,0.4,0.9,0.01,0.6
stra.6421,0.4,0.9,0.01,0.7
stra.6422,0.4,0.9,0.01,0.8
stra.6423,0.4,0.9,0.01,0.9
stra.6424,0.4,0.9,0.01,0.99
stra.6425,0.4,0.9,0.1,0.01
stra.6426,0.4,0.9,0.1,0.1
stra.6427,0.4,0.9,0.1,0.2
stra.6428,0.4,0.9,0.1,0.3
stra.6429,0.4,0.9,0.1,0.4
stra.6430,0.4,0.9,0.1,0.5
stra.6431,0.4,0.9,0.1,0.6
stra.6432,0.4,0.9,0.1,0.7
stra.6433,0.4,0.9,0.1,0.8
stra.6434,0.4,0.9,0.1,0.9
stra.6435,0.4,0.9,0.1,0.99
stra.6436,0.4,0.9,0.2,0.01
stra.6437,0.4,0.9,0.2,0.1
stra.6438,0.4,0.9,0.2,0.2
stra.6439,0.4,0.9,0.2,0.3
stra.6440,0.4,0.9,0.2,0.4
stra.6441,0.4,0.9,0.2,0.5
stra.6442,0.4,0.9,0.2,0.6
stra.6443,0.4,0.9,0.2,0.7
stra.6444,0.4,0.9,0.2,0.8
stra.6445,0.4,0.9,0.2,0.9
stra.6446,0.4,0.9,0.2,0.99
stra.6447,0.4,0.9,0.3,0.01
stra.6448,0.4,0.9,0.3,0.1
stra.6449,0.4,0.9,0.3,0.2
stra.6450,0.4,0.9,0.3,0.3
stra.6451,0.4,0.9,0.3,0.4
stra.6452,0.4,0.9,0.3,0.5
stra.6453,0.4,0.9,0.3,0.6
stra.6454,0.4,0.9,0.3,0.7
stra.6455,0.4,0.9,0.3,0.8
stra.6456,0.4,0.9,0.3,0.9
stra.6457,0.4,0.9,0.3,0.99
stra.6458,0.4,0.9,0.4,0.01
stra.6459,0.4,0.9,0.4,0.1
stra.6460,0.4,0.9,0.4,0.2
stra.6461,0.4,0.9,0.4,0.3
stra.6462,0.4,0.9,0.4,0.4
stra.6463,0.4,0.9,0.4,0.5
stra.6464,0.4,0.9,0.4,0.6
stra.6465,0.4,0.9,0.4,0.7
stra.6466,0.4,0.9,0.4,0.8
stra.6467,0.4,0.9,0.4,0.9
stra.6468,0.4,0.9,0.4,0.99
stra.6469,0.4,0.9,0.5,0.01
stra.6470,0.4,0.9,0.5,0.1
stra.6471,0.4,0.9,0.5,0.2
stra.6472,0.4,0.9,0.5,0.3
stra.6473,0.4,0.9,0.5,0.4
stra.6474,0.4,0.9,0.5,0.5
stra.6475,0.4,0.9,0.5,0.6
stra.6476,0.4,0.9,0.5,0.7
stra.6477,0.4,0.9,0.5,0.8
stra.6478,0.4,0.9,0.5,0.9
stra.6479,0.4,0.9,0.5,0.99
stra.6480,0.4,0.9,0.6,0.01
stra.6481,0.4,0.9,0.6,0.1
stra.6482,0.4,0.9,0.6,0.2
stra.6483,0.4,0.9,0.6,0.3
stra.6484,0.4,0.9,0.6,0.4
stra.6485,0.4,0.9,0.6,0.5
stra.6486,0.4,0.9,0.6,0.6
stra.6487,0.4,0.9,0.6,0.7
stra.6488,0.4,0.9,0.6,0.8
stra.6489,0.4,0.9,0.6,0.9
stra.6490,0.4,0.9,0.6,0.99
stra.6491,0.4,0.9,0.7,0.01
stra.6492,0.4,0.9,0.7,0.1
stra.6493,0.4,0.9,0.7,0.2
stra.6494,0.4,0.9,0.7,0.3
stra.6495,0.4,0.9,0.7,0.4
stra.6496,0.4,0.9,0.7,0.5
stra.6497,0.4,0.9,0.7,0.6
stra.6498,0.4,0.9,0.7,0.7
stra.6499,0.4,0.9,0.7,0.8
stra.6500,0.4,0.9,0.7,0.9
stra.6501,0.4,0.9,0.7,0.99
stra.6502,0.4,0.9,0.8,0.01
stra.6503,0.4,0.9,0.8,0.1
stra.6504,0.4,0.9,0.8,0.2
stra.6505,0.4,0.9,0.8,0.3
stra.6506,0.4,0.9,0.8,0.4
stra.6507,0.4,0.9,0.8,0.5
stra.6508,0.4,0.9,0.8,0.6
stra.6509,0.4,0.9,0.8,0.7
stra.6510,0.4,0.9,0.8,0.8
stra.6511,0.4,0.9,0.8,0.9
stra.6512,0.4,0.9,0.8,0.99
stra.6513,0.4,0.9,0.9,0.01
stra.6514,0.4,0.9,0.9,0.1
stra.6515,0.4,0.9,0.9,0.2
stra.6516,0.4,0.9,0.9,0.3
stra.6517,0.4,0.9,0.9,0.4
stra.6518,0.4,0.9,0.9,0.5
stra.6519,0.4,0.9,0.9,0.6
stra.6520,0.4,0.9,0.9,0.7
stra.6521,0.4,0.9,0.9,0.8
stra.6522,0.4,0.9,0.9,0.9
stra.6523,0.4,0.9,0.9,0.99
stra.6524,0.4,0.9,0.99,0.01
stra.6525,0.4,0.9,0.99,0.1
stra.6526,0.4,0.9,0.99,0.2
stra.6527,0.4,0.9,0.99,0.3
stra.6528,0.4,0.9,0.99,0.4
stra.6529,0.4,0.9,0.99,0.5
stra.6530,0.4,0.9,0.99,0.6
stra.6531,0.4,0.9,0.99,0.7
stra.6532,0.4,0.9,0.99,0.8
stra.6533,0.4,0.9,0.99,0.9
stra.6534,0.4,0.9,0.99,0.99
stra.6535,0.4,0.99,0.01,0.01
stra.6536,0.4,0.99,0.01,0.1
stra.6537,0.4,0.99,0.01,0.2
stra.6538,0.4,0.99,0.01,0.3
stra.6539,0.4,0.99,0.01,0.4
stra.6540,0.4,0.99,0.01,0.5
stra.6541,0.4,0.99,0.01,0.6
stra.6542,0.4,0.99,0.01,0.7
stra.6543,0.4,0.99,0.01,0.8
stra.6544,0.4,0.99,0.01,0.9
stra.6545,0.4,0.99,0.01,0.99
stra.6546,0.4,0.99,0.1,0.01
stra.6547,0.4,0.99,0.1,0.1
stra.6548,0.4,0.99,0.1,0.2
stra.6549,0.4,0.99,0.1,0.3
stra.6550,0.4,0.99,0.1,0.4
stra.6551,0.4,0.99,0.1,0.5
stra.6552,0.4,0.99,0.1,0.6
stra.6553,0.4,0.99,0.1,0.7
stra.6554,0.4,0.99,0.1,0.8
stra.6555,0.4,0.99,0.1,0.9
stra.6556,0.4,0.99,0.1,0.99
stra.6557,0.4,0.99,0.2,0.01
stra.6558,0.4,0.99,0.2,0.1
stra.6559,0.4,0.99,0.2,0.2
stra.6560,0.4,0.99,0.2,0.3
stra.6561,0.4,0.99,0.2,0.4
stra.6562,0.4,0.99,0.2,0.5
stra.6563,0.4,0.99,0.2,0.6
stra.6564,0.4,0.99,0.2,0.7
stra.6565,0.4,0.99,0.2,0.8
stra.6566,0.4,0.99,0.2,0.9
stra.6567,0.4,0.99,0.2,0.99
stra.6568,0.4,0.99,0.3,0.01
stra.6569,0.4,0.99,0.3,0.1
stra.6570,0.4,0.99,0.3,0.2
stra.6571,0.4,0.99,0.3,0.3
stra.6572,0.4,0.99,0.3,0.4
stra.6573,0.4,0.99,0.3,0.5
stra.6574,0.4,0.99,0.3,0.6
stra.6575,0.4,0.99,0.3,0.7
stra.6576,0.4,0.99,0.3,0.8
stra.6577,0.4,0.99,0.3,0.9
stra.6578,0.4,0.99,0.3,0.99
stra.6579,0.4,0.99,0.4,0.01
stra.6580,0.4,0.99,0.4,0.1
stra.6581,0.4,0.99,0.4,0.2
stra.6582,0.4,0.99,0.4,0.3
stra.6583,0.4,0.99,0.4,0.4
stra.6584,0.4,0.99,0.4,0.5
stra.6585,0.4,0.99,0.4,0.6
stra.6586,0.4,0.99,0.4,0.7
stra.6587,0.4,0.99,0.4,0.8
stra.6588,0.4,0.99,0.4,0.9
stra.6589,0.4,0.99,0.4,0.99
stra.6590,0.4,0.99,0.5,0.01
stra.6591,0.4,0.99,0.5,0.1
stra.6592,0.4,0.99,0.5,0.2
stra.6593,0.4,0.99,0.5,0.3
stra.6594,0.4,0.99,0.5,0.4
stra.6595,0.4,0.99,0.5,0.5
stra.6596,0.4,0.99,0.5,0.6
stra.6597,0.4,0.99,0.5,0.7
stra.6598,0.4,0.99,0.5,0.8
stra.6599,0.4,0.99,0.5,0.9
stra.6600,0.4,0.99,0.5,0.99
stra.6601,0.4,0.99,0.6,0.01
stra.6602,0.4,0.99,0.6,0.1
stra.6603,0.4,0.99,0.6,0.2
stra.6604,0.4,0.99,0.6,0.3
stra.6605,0.4,0.99,0.6,0.4
stra.6606,0.4,0.99,0.6,0.5
stra.6607,0.4,0.99,0.6,0.6
stra.6608,0.4,0.99,0.6,0.7
stra.6609,0.4,0.99,0.6,0.8
stra.6610,0.4,0.99,0.6,0.9
stra.6611,0.4,0.99,0.6,0.99
stra.6612,0.4,0.99,0.7,0.01
stra.6613,0.4,0.99,0.7,0.1
stra.6614,0.4,0.99,0.7,0.2
stra.6615,0.4,0.99,0.7,0.3
stra.6616,0.4,0.99,0.7,0.4
stra.6617,0.4,0.99,0.7,0.5
stra.6618,0.4,0.99,0.7,0.6
stra.6619,0.4,0.99,0.7,0.7
stra.6620,0.4,0.99,0.7,0.8
stra.6621,0.4,0.99,0.7,0.9
stra.6622,0.4,0.99,0.7,0.99
stra.6623,0.4,0.99,0.8,0.01
stra.6624,0.4,0.99,0.8,0.1
stra.6625,0.4,0.99,0.8,0.2
stra.6626,0.4,0.99,0.8,0.3
stra.6627,0.4,0.99,0.8,0.4
stra.6628,0.4,0.99,0.8,0.5
stra.6629,0.4,0.99,0.8,0.6
stra.6630,0.4,0.99,0.8,0.7
stra.6631,0.4,0.99,0.8,0.8
stra.6632,0.4,0.99,0.8,0.9
stra.6633,0.4,0.99,0.8,0.99
stra.6634,0.4,0.99,0.9,0.01
stra.6635,0.4,0.99,0.9,0.1
stra.6636,0.4,0.99,0.9,0.2
stra.6637,0.4,0.99,0.9,0.3
stra.6638,0.4,0.99,0.9,0.4
stra.6639,0.4,0.99,0.9,0.5
stra.6640,0.4,0.99,0.9,0.6
stra.6641,0.4,0.99,0.9,0.7
stra.6642,0.4,0.99,0.9,0.8
stra.6643,0.4,0.99,0.9,0.9
stra.6644,0.4,0.99,0.9,0.99
stra.6645,0.4,0.99,0.99,0.01
stra.6646,0.4,0.99,0.99,0.1
stra.6647,0.4,0.99,0.99,0.2
stra.6648,0.4,0.99,0.99,0.3
stra.6649,0.4,0.99,0.99,0.4
stra.6650,0.4,0.99,0.99,0.5
stra.6651,0.4,0.99,0.99,0.6
stra.6652,0.4,0.99,0.99,0.7
stra.6653,0.4,0.99,0.99,0.8
stra.6654,0.4,0.99,0.99,0.9
stra.6655,0.4,0.99,0.99,0.99
stra.6656,0.5,0.01,0.01,0.01
stra.6657,0.5,0.01,0.01,0.1
stra.6658,0.5,0.01,0.01,0.2
stra.6659,0.5,0.01,0.01,0.3
stra.6660,0.5,0.01,0.01,0.4
stra.6661,0.5,0.01,0.01,0.5
stra.6662,0.5,0.01,0.01,0.6
stra.6663,0.5,0.01,0.01,0.7
stra.6664,0.5,0.01,0.01,0.8
stra.6665,0.5,0.01,0.01,0.9
stra.6666,0.5,0.01,0.01,0.99
stra.6667,0.5,0.01,0.1,0.01
stra.6668,0.5,0.01,0.1,0.1
stra.6669,0.5,0.01,0.1,0.2
stra.6670,0.5,0.01,0.1,0.3
stra.6671,0.5,0.01,0.1,0.4
stra.6672,0.5,0.01,0.1,0.5
stra.6673,0.5,0.01,0.1,0.6
stra.6674,0.5,0.01,0.1,0.7
stra.6675,0.5,0.01,0.1,0.8
stra.6676,0.5,0.01,0.1,0.9
stra.6677,0.5,0.01,0.1,0.99
stra.6678,0.5,0.01,0.2,0.01
stra.6679,0.5,0.01,0.2,0.1
stra.6680,0.5,0.01,0.2,0.2
stra.6681,0.5,0.01,0.2,0.3
stra.6682,0.5,0.01,0.2,0.4
stra.6683,0.5,0.01,0.2,0.5
stra.6684,0.5,0.01,0.2,0.6
stra.6685,0.5,0.01,0.2,0.7
stra.6686,0.5,0.01,0.2,0.8
stra.6687,0.5,0.01,0.2,0.9
stra.6688,0.5,0.01,0.2,0.99
stra.6689,0.5,0.01,0.3,0.01
stra.6690,0.5,0.01,0.3,0.1
stra.6691,0.5,0.01,0.3,0.2
stra.6692,0.5,0.01,0.3,0.3
stra.6693,0.5,0.01,0.3,0.4
stra.6694,0.5,0.01,0.3,0.5
stra.6695,0.5,0.01,0.3,0.6
stra.6696,0.5,0.01,0.3,0.7
stra.6697,0.5,0.01,0.3,0.8
stra.6698,0.5,0.01,0.3,0.9
stra.6699,0.5,0.01,0.3,0.99
stra.6700,0.5,0.01,0.4,0.01
stra.6701,0.5,0.01,0.4,0.1
stra.6702,0.5,0.01,0.4,0.2
stra.6703,0.5,0.01,0.4,0.3
stra.6704,0.5,0.01,0.4,0.4
stra.6705,0.5,0.01,0.4,0.5
stra.6706,0.5,0.01,0.4,0.6
stra.6707,0.5,0.01,0.4,0.7
stra.6708,0.5,0.01,0.4,0.8
stra.6709,0.5,0.01,0.4,0.9
stra.6710,0.5,0.01,0.4,0.99
stra.6711,0.5,0.01,0.5,0.01
stra.6712,0.5,0.01,0.5,0.1
stra.6713,0.5,0.01,0.5,0.2
stra.6714,0.5,0.01,0.5,0.3
stra.6715,0.5,0.01,0.5,0.4
stra.6716,0.5,0.01,0.5,0.5
stra.6717,0.5,0.01,0.5,0.6
stra.6718,0.5,0.01,0.5,0.7
stra.6719,0.5,0.01,0.5,0.8
stra.6720,0.5,0.01,0.5,0.9
stra.6721,0.5,0.01,0.5,0.99
stra.6722,0.5,0.01,0.6,0.01
stra.6723,0.5,0.01,0.6,0.1
stra.6724,0.5,0.01,0.6,0.2
stra.6725,0.5,0.01,0.6,0.3
stra.6726,0.5,0.01,0.6,0.4
stra.6727,0.5,0.01,0.6,0.5
stra.6728,0.5,0.01,0.6,0.6
stra.6729,0.5,0.01,0.6,0.7
stra.6730,0.5,0.01,0.6,0.8
stra.6731,0.5,0.01,0.6,0.9
stra.6732,0.5,0.01,0.6,0.99
stra.6733,0.5,0.01,0.7,0.01
stra.6734,0.5,0.01,0.7,0.1
stra.6735,0.5,0.01,0.7,0.2
stra.6736,0.5,0.01,0.7,0.3
stra.6737,0.5,0.01,0.7,0.4
stra.6738,0.5,0.01,0.7,0.5
stra.6739,0.5,0.01,0.7,0.6
stra.6740,0.5,0.01,0.7,0.7
stra.6741,0.5,0.01,0.7,0.8
stra.6742,0.5,0.01,0.7,0.9
stra.6743,0.5,0.01,0.7,0.99
stra.6744,0.5,0.01,0.8,0.01
stra.6745,0.5,0.01,0.8,0.1
stra.6746,0.5,0.01,0.8,0.2
stra.6747,0.5,0.01,0.8,0.3
stra.6748,0.5,0.01,0.8,0.4
stra.6749,0.5,0.01,0.8,0.5
stra.6750,0.5,0.01,0.8,0.6
stra.6751,0.5,0.01,0.8,0.7
stra.6752,0.5,0.01,0.8,0.8
stra.6753,0.5,0.01,0.8,0.9
stra.6754,0.5,0.01,0.8,0.99
stra.6755,0.5,0.01,0.9,0.01
stra.6756,0.5,0.01,0.9,0.1
stra.6757,0.5,0.01,0.9,0.2
stra.6758,0.5,0.01,0.9,0.3
stra.6759,0.5,0.01,0.9,0.4
stra.6760,0.5,0.01,0.9,0.5
stra.6761,0.5,0.01,0.9,0.6
stra.6762,0.5,0.01,0.9,0.7
stra.6763,0.5,0.01,0.9,0.8
stra.6764,0.5,0.01,0.9,0.9
stra.6765,0.5,0.01,0.9,0.99
stra.6766,0.5,0.01,0.99,0.01
stra.6767,0.5,0.01,0.99,0.1
stra.6768,0.5,0.01,0.99,0.2
stra.6769,0.5,0.01,0.99,0.3
stra.6770,0.5,0.01,0.99,0.4
stra.6771,0.5,0.01,0.99,0.5
stra.6772,0.5,0.01,0.99,0.6
stra.6773,0.5,0.01,0.99,0.7
stra.6774,0.5,0.01,0.99,0.8
stra.6775,0.5,0.01,0.99,0.9
stra.6776,0.5,0.01,0.99,0.99
stra.6777,0.5,0.1,0.01,0.01
stra.6778,0.5,0.1,0.01,0.1
stra.6779,0.5,0.1,0.01,0.2
stra.6780,0.5,0.1,0.01,0.3
stra.6781,0.5,0.1,0.01,0.4
stra.6782,0.5,0.1,0.01,0.5
stra.6783,0.5,0.1,0.01,0.6
stra.6784,0.5,0.1,0.01,0.7
stra.6785,0.5,0.1,0.01,0.8
stra.6786,0.5,0.1,0.01,0.9
stra.6787,0.5,0.1,0.01,0.99
stra.6788,0.5,0.1,0.1,0.01
stra.6789,0.5,0.1,0.1,0.1
stra.6790,0.5,0.1,0.1,0.2
stra.6791,0.5,0.1,0.1,0.3
stra.6792,0.5,0.1,0.1,0.4
stra.6793,0.5,0.1,0.1,0.5
stra.6794,0.5,0.1,0.1,0.6
stra.6795,0.5,0.1,0.1,0.7
stra.6796,0.5,0.1,0.1,0.8
stra.6797,0.5,0.1,0.1,0.9
stra.6798,0.5,0.1,0.1,0.99
stra.6799,0.5,0.1,0.2,0.01
stra.6800,0.5,0.1,0.2,0.1
stra.6801,0.5,0.1,0.2,0.2
stra.6802,0.5,0.1,0.2,0.3
stra.6803,0.5,0.1,0.2,0.4
stra.6804,0.5,0.1,0.2,0.5
stra.6805,0.5,0.1,0.2,0.6
stra.6806,0.5,0.1,0.2,0.7
stra.6807,0.5,0.1,0.2,0.8
stra.6808,0.5,0.1,0.2,0.9
stra.6809,0.5,0.1,0.2,0.99
stra.6810,0.5,0.1,0.3,0.01
stra.6811,0.5,0.1,0.3,0.1
stra.6812,0.5,0.1,0.3,0.2
stra.6813,0.5,0.1,0.3,0.3
stra.6814,0.5,0.1,0.3,0.4
stra.6815,0.5,0.1,0.3,0.5
stra.6816,0.5,0.1,0.3,0.6
stra.6817,0.5,0.1,0.3,0.7
stra.6818,0.5,0.1,0.3,0.8
stra.6819,0.5,0.1,0.3,0.9
stra.6820,0.5,0.1,0.3,0.99
stra.6821,0.5,0.1,0.4,0.01
stra.6822,0.5,0.1,0.4,0.1
stra.6823,0.5,0.1,0.4,0.2
stra.6824,0.5,0.1,0.4,0.3
stra.6825,0.5,0.1,0.4,0.4
stra.6826,0.5,0.1,0.4,0.5
stra.6827,0.5,0.1,0.4,0.6
stra.6828,0.5,0.1,0.4,0.7
stra.6829,0.5,0.1,0.4,0.8
stra.6830,0.5,0.1,0.4,0.9
stra.6831,0.5,0.1,0.4,0.99
stra.6832,0.5,0.1,0.5,0.01
stra.6833,0.5,0.1,0.5,0.1
stra.6834,0.5,0.1,0.5,0.2
stra.6835,0.5,0.1,0.5,0.3
stra.6836,0.5,0.1,0.5,0.4
stra.6837,0.5,0.1,0.5,0.5
stra.6838,0.5,0.1,0.5,0.6
stra.6839,0.5,0.1,0.5,0.7
stra.6840,0.5,0.1,0.5,0.8
stra.6841,0.5,0.1,0.5,0.9
stra.6842,0.5,0.1,0.5,0.99
stra.6843,0.5,0.1,0.6,0.01
stra.6844,0.5,0.1,0.6,0.1
stra.6845,0.5,0.1,0.6,0.2
stra.6846,0.5,0.1,0.6,0.3
stra.6847,0.5,0.1,0.6,0.4
stra.6848,0.5,0.1,0.6,0.5
stra.6849,0.5,0.1,0.6,0.6
stra.6850,0.5,0.1,0.6,0.7
stra.6851,0.5,0.1,0.6,0.8
stra.6852,0.5,0.1,0.6,0.9
stra.6853,0.5,0.1,0.6,0.99
stra.6854,0.5,0.1,0.7,0.01
stra.6855,0.5,0.1,0.7,0.1
stra.6856,0.5,0.1,0.7,0.2
stra.6857,0.5,0.1,0.7,0.3
stra.6858,0.5,0.1,0.7,0.4
stra.6859,0.5,0.1,0.7,0.5
stra.6860,0.5,0.1,0.7,0.6
stra.6861,0.5,0.1,0.7,0.7
stra.6862,0.5,0.1,0.7,0.8
stra.6863,0.5,0.1,0.7,0.9
stra.6864,0.5,0.1,0.7,0.99
stra.6865,0.5,0.1,0.8,0.01
stra.6866,0.5,0.1,0.8,0.1
stra.6867,0.5,0.1,0.8,0.2
stra.6868,0.5,0.1,0.8,0.3
stra.6869,0.5,0.1,0.8,0.4
stra.6870,0.5,0.1,0.8,0.5
stra.6871,0.5,0.1,0.8,0.6
stra.6872,0.5,0.1,0.8,0.7
stra.6873,0.5,0.1,0.8,0.8
stra.6874,0.5,0.1,0.8,0.9
stra.6875,0.5,0.1,0.8,0.99
stra.6876,0.5,0.1,0.9,0.01
stra.6877,0.5,0.1,0.9,0.1
stra.6878,0.5,0.1,0.9,0.2
stra.6879,0.5,0.1,0.9,0.3
stra.6880,0.5,0.1,0.9,0.4
stra.6881,0.5,0.1,0.9,0.5
stra.6882,0.5,0.1,0.9,0.6
stra.6883,0.5,0.1,0.9,0.7
stra.6884,0.5,0.1,0.9,0.8
stra.6885,0.5,0.1,0.9,0.9
stra.6886,0.5,0.1,0.9,0.99
stra.6887,0.5,0.1,0.99,0.01
stra.6888,0.5,0.1,0.99,0.1
stra.6889,0.5,0.1,0.99,0.2
stra.6890,0.5,0.1,0.99,0.3
stra.6891,0.5,0.1,0.99,0.4
stra.6892,0.5,0.1,0.99,0.5
stra.6893,0.5,0.1,0.99,0.6
stra.6894,0.5,0.1,0.99,0.7
stra.6895,0.5,0.1,0.99,0.8
stra.6896,0.5,0.1,0.99,0.9
stra.6897,0.5,0.1,0.99,0.99
stra.6898,0.5,0.2,0.01,0.01
stra.6899,0.5,0.2,0.01,0.1
stra.6900,0.5,0.2,0.01,0.2
stra.6901,0.5,0.2,0.01,0.3
stra.6902,0.5,0.2,0.01,0.4
stra.6903,0.5,0.2,0.01,0.5
stra.6904,0.5,0.2,0.01,0.6
stra.6905,0.5,0.2,0.01,0.7
stra.6906,0.5,0.2,0.01,0.8
stra.6907,0.5,0.2,0.01,0.9
stra.6908,0.5,0.2,0.01,0.99
stra.6909,0.5,0.2,0.1,0.01
stra.6910,0.5,0.2,0.1,0.1
stra.6911,0.5,0.2,0.1,0.2
stra.6912,0.5,0.2,0.1,0.3
stra.6913,0.5,0.2,0.1,0.4
stra.6914,0.5,0.2,0.1,0.5
stra.6915,0.5,0.2,0.1,0.6
stra.6916,0.5,0.2,0.1,0.7
stra.6917,0.5,0.2,0.1,0.8
stra.6918,0.5,0.2,0.1,0.9
stra.6919,0.5,0.2,0.1,0.99
stra.6920,0.5,0.2,0.2,0.01
stra.6921,0.5,0.2,0.2,0.1
stra.6922,0.5,0.2,0.2,0.2
stra.6923,0.5,0.2,0.2,0.3
stra.6924,0.5,0.2,0.2,0.4
stra.6925,0.5,0.2,0.2,0.5
stra.6926,0.5,0.2,0.2,0.6
stra.6927,0.5,0.2,0.2,0.7
stra.6928,0.5,0.2,0.2,0.8
stra.6929,0.5,0.2,0.2,0.9
stra.6930,0.5,0.2,0.2,0.99
stra.6931,0.5,0.2,0.3,0.01
stra.6932,0.5,0.2,0.3,0.1
stra.6933,0.5,0.2,0.3,0.2
stra.6934,0.5,0.2,0.3,0.3
stra.6935,0.5,0.2,0.3,0.4
stra.6936,0.5,0.2,0.3,0.5
stra.6937,0.5,0.2,0.3,0.6
stra.6938,0.5,0.2,0.3,0.7
stra.6939,0.5,0.2,0.3,0.8
stra.6940,0.5,0.2,0.3,0.9
stra.6941,0.5,0.2,0.3,0.99
stra.6942,0.5,0.2,0.4,0.01
stra.6943,0.5,0.2,0.4,0.1
stra.6944,0.5,0.2,0.4,0.2
stra.6945,0.5,0.2,0.4,0.3
stra.6946,0.5,0.2,0.4,0.4
stra.6947,0.5,0.2,0.4,0.5
stra.6948,0.5,0.2,0.4,0.6
stra.6949,0.5,0.2,0.4,0.7
stra.6950,0.5,0.2,0.4,0.8
stra.6951,0.5,0.2,0.4,0.9
stra.6952,0.5,0.2,0.4,0.99
stra.6953,0.5,0.2,0.5,0.01
stra.6954,0.5,0.2,0.5,0.1
stra.6955,0.5,0.2,0.5,0.2
stra.6956,0.5,0.2,0.5,0.3
stra.6957,0.5,0.2,0.5,0.4
stra.6958,0.5,0.2,0.5,0.5
stra.6959,0.5,0.2,0.5,0.6
stra.6960,0.5,0.2,0.5,0.7
stra.6961,0.5,0.2,0.5,0.8
stra.6962,0.5,0.2,0.5,0.9
stra.6963,0.5,0.2,0.5,0.99
stra.6964,0.5,0.2,0.6,0.01
stra.6965,0.5,0.2,0.6,0.1
stra.6966,0.5,0.2,0.6,0.2
stra.6967,0.5,0.2,0.6,0.3
stra.6968,0.5,0.2,0.6,0.4
stra.6969,0.5,0.2,0.6,0.5
stra.6970,0.5,0.2,0.6,0.6
stra.6971,0.5,0.2,0.6,0.7
stra.6972,0.5,0.2,0.6,0.8
stra.6973,0.5,0.2,0.6,0.9
stra.6974,0.5,0.2,0.6,0.99
stra.6975,0.5,0.2,0.7,0.01
stra.6976,0.5,0.2,0.7,0.1
stra.6977,0.5,0.2,0.7,0.2
stra.6978,0.5,0.2,0.7,0.3
stra.6979,0.5,0.2,0.7,0.4
stra.6980,0.5,0.2,0.7,0.5
stra.6981,0.5,0.2,0.7,0.6
stra.6982,0.5,0.2,0.7,0.7
stra.6983,0.5,0.2,0.7,0.8
stra.6984,0.5,0.2,0.7,0.9
stra.6985,0.5,0.2,0.7,0.99
stra.6986,0.5,0.2,0.8,0.01
stra.6987,0.5,0.2,0.8,0.1
stra.6988,0.5,0.2,0.8,0.2
stra.6989,0.5,0.2,0.8,0.3
stra.6990,0.5,0.2,0.8,0.4
stra.6991,0.5,0.2,0.8,0.5
stra.6992,0.5,0.2,0.8,0.6
stra.6993,0.5,0.2,0.8,0.7
stra.6994,0.5,0.2,0.8,0.8
stra.6995,0.5,0.2,0.8,0.9
stra.6996,0.5,0.2,0.8,0.99
stra.6997,0.5,0.2,0.9,0.01
stra.6998,0.5,0.2,0.9,0.1
stra.6999,0.5,0.2,0.9,0.2
stra.7000,0.5,0.2,0.9,0.3
stra.7001,0.5,0.2,0.9,0.4
stra.7002,0.5,0.2,0.9,0.5
stra.7003,0.5,0.2,0.9,0.6
stra.7004,0.5,0.2,0.9,0.7
stra.7005,0.5,0.2,0.9,0.8
stra.7006,0.5,0.2,0.9,0.9
stra.7007,0.5,0.2,0.9,0.99
stra.7008,0.5,0.2,0.99,0.01
stra.7009,0.5,0.2,0.99,0.1
stra.7010,0.5,0.2,0.99,0.2
stra.7011,0.5,0.2,0.99,0.3
stra.7012,0.5,0.2,0.99,0.4
stra.7013,0.5,0.2,0.99,0.5
stra.7014,0.5,0.2,0.99,0.6
stra.7015,0.5,0.2,0.99,0.7
stra.7016,0.5,0.2,0.99,0.8
stra.7017,0.5,0.2,0.99,0.9
stra.7018,0.5,0.2,0.99,0.99
stra.7019,0.5,0.3,0.01,0.01
stra.7020,0.5,0.3,0.01,0.1
stra.7021,0.5,0.3,0.01,0.2
stra.7022,0.5,0.3,0.01,0.3
